# FITOPT: [DEFAULT] NONE
# FITOPT:	 NONE
# ----------------------------------------
NVAR: 34
VARNAMES:  CID IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPECERR HOST_LOGMASS HOST_LOGMASS_ERR HOST_LOGsSFR HOST_LOGsSFR_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB PIa DISTCORR
# VERSION_SNANA		 = v10_45j
# TABLE NAME: FITRES
#

SN: psc390627 152 0 NULL 1 0.1606 0.0010 0.1607 0.0010 19.0755 0.0000 11.2540 0.0205 -33.7820 0.0540 49.8442 43.5885 29.4967 56077.8 0.2 -1.72324e+00 2.49920e-01 -1.86070e-01 4.30131e-02 1.99310e+01 6.20909e-02 1.89564e-04 1.08407e-05 6.25845e-03 -2.16107e-06 -4.03973e-07 14 4.0728 0.9975 1.0000 0.0096
SN: psc420159 152 0 NULL 1 0.1811 0.0010 0.1808 0.0010 -65.0362 0.0000 11.3380 0.0810 -12.7320 0.0952 52.4766 42.1760 40.7076 56154.2 0.2 2.12710e-01 2.14590e-01 -5.84799e-02 2.63226e-02 2.00219e+01 3.15146e-02 1.74439e-04 5.06326e-06 9.12072e-04 -3.12756e-07 -1.10520e-07 17 27.7973 0.0474 1.0000 0.0090
SN: psc420352 152 0 NULL 1 0.4026 0.0010 0.4021 0.0010 -98.1822 0.0000 9.1850 0.6170 -8.7390 0.6190 25.0983 22.3909 19.1062 56165.0 0.6 6.04060e-01 3.83820e-01 -1.16000e-01 2.86509e-02 2.18490e+01 4.19439e-02 3.31788e-05 1.28175e-06 5.35665e-05 -2.57718e-07 -1.97737e-08 34 37.0185 0.3759 1.0000 -0.0161
SN: psc420417 152 0 NULL 1 0.3614 0.0010 0.3608 0.0010 -129.0070 0.0000 10.9340 0.0680 -9.1560 0.0844 8.7228 8.3650 7.5385 56171.5 0.8 -1.93207e-01 6.84170e-01 -3.13929e-02 5.82357e-02 2.17621e+01 7.26596e-02 3.56040e-05 2.38269e-06 6.79207e-03 -9.01088e-07 -6.75632e-08 39 54.0059 0.0686 1.0000 -0.0058
SN: psc440162 152 0 NULL 1 0.4200 0.0010 0.4193 0.0010 -153.3840 0.0000 11.6110 0.0180 -10.7450 0.0531 13.6189 12.8470 10.8632 56215.9 0.4 8.78680e-01 5.89180e-01 -9.00467e-02 2.89586e-02 2.20958e+01 4.36254e-02 2.65447e-05 1.06658e-06 3.42292e-03 -3.93558e-07 -1.17451e-08 45 50.0586 0.3155 1.0000 -0.0207
SN: psc440285 152 0 NULL 1 0.1771 0.0010 0.1776 0.0010 134.3203 0.0000 10.6340 0.0625 -8.9900 0.0800 33.8338 31.8155 13.6060 56194.1 1.7 -1.46774e+00 2.16300e-01 -2.28311e-02 8.87371e-02 2.05866e+01 1.80490e-01 1.03686e-04 1.72361e-05 1.64043e-03 -4.48479e-07 -1.47005e-06 23 25.9606 0.3552 1.0000 0.0091
SN: psc460037 152 0 NULL 1 0.3030 0.0010 0.3029 0.0010 -32.0459 0.0000 9.6550 0.2345 -7.0190 0.2398 18.3453 17.6892 11.8493 56279.1 0.7 9.30210e-01 6.74350e-01 -4.63633e-02 5.27781e-02 2.13871e+01 7.49506e-02 4.98510e-05 3.44132e-06 1.62131e-02 -1.57433e-06 -1.51428e-07 17 24.2901 0.1457 1.0000 0.0037
SN: psc460105 152 0 NULL 1 0.2106 0.0010 0.2107 0.0010 38.1093 0.0000 11.6010 0.0320 -17.6100 0.0594 40.6049 30.9374 28.0101 56289.3 0.2 -1.69544e+00 1.84420e-01 -8.49326e-02 3.55489e-02 2.07097e+01 4.29816e-02 9.28201e-05 3.67452e-06 7.68321e-04 -2.94243e-07 -1.02099e-07 26 19.3430 0.8572 1.0000 0.0062
SN: psc470041 152 0 NULL 1 0.3316 0.0010 0.3319 0.0010 60.2805 0.0000 11.1620 0.0210 -12.1980 0.0542 19.9697 17.7883 16.3085 56302.4 0.4 9.62970e-01 2.97490e-01 -5.99110e-02 3.10147e-02 2.14470e+01 3.94413e-02 4.73163e-05 1.71885e-06 2.04943e-03 -2.37415e-07 -4.09616e-08 49 54.5992 0.3041 1.0000 0.0004
SN: psc480064 152 0 NULL 1 0.2435 0.0010 0.2437 0.0010 43.1156 0.0000 8.8670 0.2585 -10.7450 0.2633 32.0078 19.9000 17.5042 56325.3 0.3 4.82390e-01 2.48120e-01 8.16346e-02 2.83343e-02 2.15548e+01 3.87502e-02 4.26700e-05 1.52290e-06 1.27714e-03 -1.33514e-07 -3.72336e-08 40 41.5318 0.4475 1.0000 0.0049
SN: psc480464 152 0 NULL 1 0.2226 0.0010 0.2229 0.0010 77.7566 0.0000 10.9170 0.1190 -10.9650 0.1291 45.0095 37.5120 37.2675 56342.1 0.1 2.38330e-01 1.55780e-01 -1.08318e-01 2.72372e-02 2.04582e+01 3.27107e-02 1.17129e-04 3.52881e-06 3.34702e-04 -2.18917e-07 -7.46196e-08 31 48.3028 0.0323 1.0000 0.0051
SN: psc490008 152 0 NULL 1 0.1195 0.0010 0.1196 0.0010 22.5350 0.0000 9.4300 0.7260 -8.9900 0.7277 94.8904 75.6172 57.1400 56362.5 0.0 3.00360e-01 1.00840e-01 -8.63563e-02 2.49724e-02 1.90808e+01 3.08247e-02 4.14765e-04 1.17754e-05 1.31399e-04 -3.22138e-07 -2.48621e-07 23 22.4092 0.5549 1.0000 0.0097
SN: psc500038 152 0 NULL 1 0.1080 0.0010 0.1081 0.0010 38.1017 0.0000 10.4040 0.0605 -9.9320 0.0785 99.2793 95.9468 85.6579 56390.3 0.2 1.01326e+00 2.23470e-01 8.14204e-03 2.71168e-02 1.90164e+01 3.34515e-02 4.40404e-04 1.35689e-05 1.47612e-03 -1.02694e-06 -3.20610e-07 15 25.2716 0.0652 1.0000 0.0090
SN: psc500504 152 0 NULL 1 0.1986 0.0010 0.1987 0.0010 24.0418 0.0000 11.0750 0.0845 -25.1080 0.0982 23.0575 16.8390 15.2378 56415.3 0.4 -7.53431e-01 2.75520e-01 1.52730e-01 3.82129e-02 2.08708e+01 4.69230e-02 7.99332e-05 3.45453e-06 1.94909e-03 -3.90330e-07 -1.03178e-07 25 20.0823 0.7876 1.0000 0.0074
SN: psc510266 152 0 NULL 1 0.4371 0.0010 0.4374 0.0010 53.8212 0.0000 11.8060 0.2430 -18.1640 0.2481 18.7763 14.7046 13.9803 56430.7 0.3 -4.29792e-01 3.18540e-01 -1.59598e-01 3.31496e-02 2.20648e+01 3.91667e-02 2.74842e-05 9.91461e-07 1.21117e-03 -1.92444e-07 -1.55851e-08 62 60.9247 0.5507 1.0000 -0.0275
SN: psc520019 152 0 NULL 1 0.2627 0.0010 0.2627 0.0010 5.9230 0.0000 11.2660 0.0980 -10.3340 0.1100 18.9228 16.5299 13.3182 56440.0 0.3 -4.84296e-01 2.74730e-01 -1.45286e-02 3.72350e-02 2.13742e+01 5.26288e-02 5.03624e-05 2.44121e-06 2.53767e-03 -3.59952e-07 -7.22994e-08 48 48.3965 0.4975 1.0000 0.0055
SN: psc520041 152 0 NULL 1 0.5450 0.0010 0.5456 0.0010 116.8297 0.0000 10.6720 0.4405 -7.5380 0.4433 8.7332 7.9278 5.0601 56456.6 0.3 -6.65394e-02 7.55900e-01 -1.70735e-01 5.57245e-02 2.29854e+01 6.24796e-02 1.21800e-05 7.00906e-07 1.90692e-02 -3.42669e-07 -1.90648e-08 19 14.2383 0.8182 1.0000 -0.0645
SN: psc530086 152 0 NULL 1 0.0509 0.0010 0.0503 0.0010 -166.7810 0.0000 10.4750 0.0950 -11.1770 0.1074 98.5720 74.9107 -99.0000 56458.9 0.5 1.27820e+00 2.94050e-01 4.95881e-02 3.87121e-02 1.72813e+01 5.92080e-02 2.18005e-03 1.18883e-04 1.09948e-03 -1.70528e-05 -3.61943e-06 8 4.4814 0.8770 1.0000 0.0075
SN: psc540163 152 0 NULL 1 0.3297 0.0010 0.3293 0.0010 -79.0942 0.0000 10.3590 0.3260 -9.2460 0.3298 24.1771 22.2260 14.7881 56516.2 0.4 -2.30654e-01 3.59740e-01 4.58418e-02 3.34570e-02 2.20753e+01 4.22276e-02 2.65147e-05 1.03124e-06 5.31481e-03 -1.90299e-07 -2.93965e-08 38 22.9165 0.9812 1.0000 0.0010
SN: psc550154 152 0 NULL 1 0.2111 0.0010 0.2118 0.0010 172.9137 0.0000 10.5820 0.0815 -10.6300 0.0956 38.5711 34.6475 30.6112 56571.2 0.3 6.12119e-02 3.02260e-01 -9.10432e-02 3.07923e-02 2.06260e+01 3.51020e-02 1.00267e-04 3.24163e-06 6.39461e-04 -2.94366e-07 -8.07559e-08 18 9.7976 0.9578 1.0000 0.0061
SN: psc560033 152 0 NULL 1 0.0825 0.0010 0.0827 0.0010 65.3416 0.0000 9.6680 0.2245 -9.6510 0.2300 86.0583 77.4990 50.7971 56578.4 0.1 -3.07555e-01 1.44230e-01 7.90648e-02 2.76480e-02 1.87584e+01 3.39789e-02 5.59299e-04 1.75037e-05 2.99875e-04 -7.59659e-07 -4.09176e-07 13 14.3733 0.4223 1.0000 0.0075
SN: psc560087 152 0 NULL 1 0.3082 0.0010 0.3077 0.0010 -112.4940 0.0000 11.2700 0.0155 -10.4730 0.0523 15.9588 13.4073 9.8256 56605.6 0.6 -1.42500e+00 4.43060e-01 -1.28255e-01 4.76640e-02 2.15358e+01 5.89043e-02 4.34897e-05 2.35944e-06 7.31202e-03 -2.23897e-07 -6.12008e-08 15 13.3002 0.6507 1.0000 0.0033
SN: psc570022 152 0 NULL 1 0.3018 0.0010 0.3013 0.0010 -110.6740 0.0000 9.4990 0.0830 -10.7450 0.0969 23.6203 23.3300 21.2670 56597.1 0.2 1.81629e+00 5.66630e-01 -9.51609e-02 3.33871e-02 2.14130e+01 3.88349e-02 4.86680e-05 1.74077e-06 4.33656e-03 -5.14020e-07 -3.90441e-08 16 16.9120 0.4603 1.0000 0.0039
SN: psc570062 152 0 NULL 1 0.1235 0.0010 0.1233 0.0010 -45.2166 0.0000 9.2190 0.1610 -108.7220 0.1686 62.6443 49.3032 48.4048 56595.3 0.2 1.93590e-01 2.80840e-01 -7.20796e-02 2.82085e-02 1.93612e+01 3.39776e-02 3.20295e-04 1.00235e-05 2.05713e-03 -1.05185e-06 -2.43152e-07 8 3.9944 0.9118 1.0000 0.0100
SN: psc580270 152 0 NULL 1 0.2941 0.0010 0.2943 0.0010 52.9670 0.0000 9.8510 0.1865 -8.3680 0.1931 23.2803 20.6381 19.0406 56639.5 0.3 6.76795e-04 3.04230e-01 -6.23655e-02 3.55880e-02 2.15762e+01 5.30132e-02 4.18511e-05 2.04346e-06 3.43505e-03 -3.49816e-07 -6.09102e-08 34 32.6606 0.5816 1.0000 0.0045
SN: psc590002 152 0 NULL 1 0.1990 0.0010 0.1993 0.0010 69.9006 0.0000 11.2690 0.1010 -11.3340 0.1127 41.7348 36.0152 32.9918 56665.4 0.2 -1.05050e+00 2.97120e-01 -9.50097e-02 3.10171e-02 2.04555e+01 3.73580e-02 1.17185e-04 4.03211e-06 2.69008e-03 -4.85585e-07 -1.02245e-07 9 11.2228 0.3404 1.0000 0.0073
SN: psc590031 152 0 NULL 1 0.3795 0.0010 0.3801 0.0010 132.1775 0.0000 10.2830 0.2680 -9.7230 0.2726 14.6404 13.0039 6.9980 56647.8 0.5 -7.41477e-01 6.02340e-01 -1.09781e-01 5.79488e-02 2.19705e+01 8.67935e-02 2.95036e-05 2.35851e-06 2.00435e-02 -1.15079e-06 -1.13884e-07 24 23.9642 0.5214 1.0000 -0.0102
SN: ps0909006 151 0 NULL 1 0.2828 0.0010 0.2824 0.0010 -101.9120 0.0000 6.0000 1.0000 -999.0000 -999.0000 19.8872 16.2471 12.8789 55076.3 0.9 -1.05868e-01 6.59040e-01 1.25480e-01 4.91269e-02 2.15134e+01 7.29266e-02 4.49885e-05 3.02178e-06 1.54229e-02 -9.06518e-07 -1.26960e-07 19 11.8294 0.9218 1.0000 -0.0112
SN: ps0910017 151 0 NULL 1 0.3192 0.0010 0.3189 0.0010 -77.3887 0.0000 6.0000 1.0000 -999.0000 -999.0000 23.0546 21.5034 16.6450 55109.7 0.8 -7.01177e-01 5.78040e-01 -9.88351e-02 3.72332e-02 2.14416e+01 4.92900e-02 4.83190e-05 2.19358e-06 6.64139e-03 3.10578e-07 -2.27525e-08 12 16.3827 0.2291 1.0000 -0.0169
SN: psc000011 151 0 NULL 1 0.3812 0.0010 0.3818 0.0010 133.2948 0.0000 11.0610 0.0930 -10.7450 0.1056 22.9019 16.1501 11.2182 55210.7 0.4 -2.64323e+00 5.71900e-01 1.07760e-01 4.05395e-02 2.29025e+01 4.37517e-02 1.27994e-05 5.15775e-07 6.45262e-03 -1.17197e-07 -1.65626e-08 49 36.3868 0.9252 1.0000 -0.0355
SN: psc000142 151 0 NULL 1 0.4365 0.0010 0.4368 0.0010 67.7844 0.0000 11.2740 0.2020 -10.3080 0.2081 23.0744 12.4464 9.2019 55214.2 0.4 -7.53396e-01 4.23300e-01 -2.41212e-02 3.81687e-02 2.27490e+01 3.55470e-02 1.46359e-05 4.79181e-07 2.32521e-03 -9.85488e-08 -7.70923e-09 55 50.8177 0.6351 1.0000 -0.0276
SN: psc000202 151 0 NULL 1 0.6192 0.0010 0.6204 0.0010 217.2298 0.0000 9.9430 58.1260 -8.0290 58.1260 20.4728 16.0303 9.2243 55215.3 0.7 5.99200e-01 5.06820e-01 -1.62978e-01 3.89390e-02 2.31469e+01 3.52842e-02 1.07490e-05 3.49319e-07 2.11045e-03 -9.52354e-08 -2.58073e-09 53 45.8267 0.7779 1.0000 -0.0903
SN: psc040137 151 0 NULL 1 0.4474 0.0010 0.4476 0.0010 52.6537 0.0000 8.7060 0.5245 -999.0000 0.5269 15.2566 12.5758 11.5672 55326.4 1.2 1.09538e+00 5.39280e-01 3.09596e-02 4.45648e-02 2.25610e+01 5.76071e-02 1.74783e-05 9.27365e-07 -5.31056e-05 -1.44884e-07 -2.59406e-08 45 51.5596 0.2654 1.0000 -0.0323
SN: psc040201 151 0 NULL 1 0.2790 0.0010 0.2792 0.0010 57.7784 0.0000 6.0000 1.0000 -999.0000 0.0500 34.1490 24.1953 23.3144 55323.3 0.4 3.07200e-01 2.11870e-01 -7.27559e-02 2.79184e-02 2.10753e+01 3.78086e-02 6.73470e-05 2.34523e-06 7.44190e-04 -1.17852e-07 -5.22385e-08 32 38.2625 0.2428 1.0000 -0.0111
SN: psc050301 151 0 NULL 1 0.3470 0.0010 0.3470 0.0010 3.5156 0.0000 10.9130 0.4460 -12.1980 0.4488 30.2579 18.4201 13.8443 55358.3 0.5 8.69910e-01 4.94830e-01 1.64280e-01 3.67131e-02 2.21094e+01 4.47423e-02 2.63045e-05 1.08399e-06 6.12477e-03 -3.27478e-07 -3.06183e-08 38 51.1871 0.0915 1.0000 -0.0245
SN: psc090201 151 0 NULL 1 0.5088 0.0010 0.5079 0.0010 -185.7790 0.0000 10.2790 58.1780 -7.8110 58.1780 16.7868 11.2729 9.0620 55483.5 0.6 1.91414e-02 5.00050e-01 -8.74053e-02 4.14327e-02 2.25635e+01 4.67082e-02 1.79354e-05 7.71576e-07 1.67797e-03 -2.48224e-07 -1.31939e-08 34 43.5434 0.1523 1.0000 -0.0628
SN: psc091869 151 0 NULL 1 0.2888 0.0010 0.2883 0.0010 -105.4830 0.0000 10.3470 0.3405 -9.6880 0.3442 37.3087 29.1180 18.7229 55495.7 0.3 1.39512e+00 3.27970e-01 -1.24983e-04 3.11951e-02 2.13101e+01 4.24107e-02 5.42670e-05 2.11976e-06 2.06954e-03 -3.43270e-07 -5.46692e-08 28 33.8864 0.2434 1.0000 -0.0114
SN: psc100206 151 0 NULL 1 0.2166 0.0010 0.2164 0.0010 -55.9287 0.0000 11.1840 0.0245 -10.4730 0.0557 55.9823 40.2478 33.8791 55517.9 0.3 2.14890e-01 2.78490e-01 -6.73091e-02 2.91831e-02 2.03418e+01 3.43274e-02 1.31761e-04 4.16585e-06 2.10281e-03 -4.22873e-07 -9.67527e-08 18 22.0411 0.2822 1.0000 -0.0062
SN: psc110425 151 0 NULL 1 0.3806 0.0010 0.3809 0.0010 70.2222 0.0000 9.2890 0.1915 -999.0000 0.1979 21.4020 19.8510 11.3966 55555.1 0.4 -1.95383e-01 4.19480e-01 1.68654e-02 3.65082e-02 2.22538e+01 4.69375e-02 2.32574e-05 1.00544e-06 3.16811e-03 -2.66890e-07 -2.49321e-08 38 40.7136 0.3949 1.0000 -0.0352
SN: psc110430 151 0 NULL 1 0.4206 0.0010 0.4210 0.0010 77.0282 0.0000 9.1400 0.2895 -999.0000 0.2938 15.2541 13.3588 10.5552 55554.0 0.5 -8.96657e-01 5.69910e-01 1.69286e-02 4.27470e-02 2.25542e+01 5.11398e-02 1.75801e-05 8.28047e-07 2.30126e-03 -2.90940e-07 -1.92875e-08 40 58.6876 0.0361 1.0000 -0.0317
SN: psc110484 151 0 NULL 1 0.5100 0.0010 0.5104 0.0010 89.5804 0.0000 8.8600 0.6465 -999.0000 0.6484 13.0766 9.7666 9.1482 55544.6 1.0 -3.61729e-01 5.62230e-01 6.90775e-02 6.13194e-02 2.28624e+01 6.44218e-02 1.36305e-05 8.08761e-07 -1.13487e-03 -2.14760e-07 -1.82131e-08 40 35.7086 0.7044 1.0000 -0.0637
SN: psc110719 151 0 NULL 1 0.4276 0.0010 0.4280 0.0010 77.1868 0.0000 11.0100 0.2145 -42.4600 0.2203 10.9790 9.7443 9.7356 55567.2 0.8 5.71460e-01 6.30220e-01 7.94514e-03 5.01199e-02 2.28327e+01 5.82738e-02 1.35796e-05 7.28844e-07 3.90830e-03 -2.48465e-07 -2.17931e-08 37 50.1405 0.0898 1.0000 -0.0299
SN: psc120094 151 0 NULL 1 0.4512 0.0010 0.4520 0.0010 158.3111 0.0000 8.6580 57.9275 -7.8700 57.9275 18.3069 17.7422 14.4557 55570.8 0.5 1.06263e+00 4.27010e-01 -1.60488e-01 3.40126e-02 2.22664e+01 3.84971e-02 2.29840e-05 8.14948e-07 4.35856e-03 -2.24650e-07 -1.66050e-08 38 35.5305 0.6289 1.0000 -0.0349
SN: psc120336 151 0 NULL 1 0.1612 0.0010 0.1614 0.0010 56.4875 0.0000 9.7570 0.3775 -10.7660 0.3808 56.9865 53.4296 45.4351 55585.2 0.2 -2.41049e-01 1.70500e-01 5.64577e-02 2.82857e-02 2.03116e+01 3.40615e-02 1.35970e-04 4.26561e-06 6.60635e-04 -2.22123e-07 -1.03172e-07 23 33.1987 0.1000 1.0000 -0.0102
SN: psc120444 151 0 NULL 1 0.2996 0.0010 0.2994 0.0010 -36.1934 0.0000 8.9270 0.3985 -6.9970 0.4016 18.5422 15.7533 10.4725 55576.6 0.6 2.75400e-01 9.95750e-01 -1.80365e-01 1.48120e-01 2.13170e+01 2.25330e-01 5.39476e-05 1.11959e-05 1.34890e-01 -1.03807e-05 -1.63701e-06 9 12.7994 0.2351 1.0000 -0.0119
SN: psc120586 151 0 NULL 1 0.2296 0.0010 0.2294 0.0010 -52.2871 0.0000 9.5460 0.4090 -999.0000 0.4120 40.6494 33.5400 31.1578 55590.5 0.7 -3.06569e-01 8.25520e-01 -4.82742e-02 4.60093e-02 2.08869e+01 6.81446e-02 7.98426e-05 5.01120e-06 2.53679e-02 -3.11412e-06 -2.12061e-07 2 1.0421 0.7911 1.0000 -0.0075
SN: psc130755 151 0 NULL 1 0.2927 0.0010 0.2930 0.0010 62.1477 0.0000 9.2650 0.3740 -10.5280 0.3773 33.5026 29.5768 26.5500 55595.8 1.1 -3.10604e-02 4.18950e-01 -9.30829e-02 3.43351e-02 2.13516e+01 3.91919e-02 5.22443e-05 1.88586e-06 -4.27081e-03 1.54766e-07 -5.22502e-08 22 13.8713 0.9305 1.0000 -0.0117
SN: psc140152 151 0 NULL 1 0.2085 0.0010 0.2086 0.0010 33.7549 0.0000 8.7670 0.4150 -999.0000 0.4180 58.8920 54.9523 49.9207 55639.2 0.2 1.41571e+00 1.64230e-01 -8.32097e-02 2.70422e-02 2.02062e+01 3.25343e-02 1.49194e-04 4.47063e-06 4.26170e-04 -3.10724e-07 -9.61398e-08 25 19.1187 0.8314 1.0000 -0.0055
SN: psc160066 151 0 NULL 1 0.5307 0.0010 0.5313 0.0010 110.3370 0.0000 9.2100 58.0245 -999.0000 58.0245 17.0701 14.5181 7.5383 55716.9 0.1 2.58629e+00 8.72400e-01 -4.63695e-02 5.28395e-02 2.30572e+01 5.86741e-02 1.14676e-05 6.19718e-07 1.16343e-02 -3.96011e-07 -1.42430e-08 24 15.6747 0.9242 1.0000 -0.0709
SN: psc160214 151 0 NULL 1 0.6300 0.0010 0.6304 0.0010 71.4458 0.0000 11.0890 0.4340 -10.5280 0.4369 11.5638 8.3271 5.4095 55719.2 0.7 -1.45007e+00 6.24570e-01 -1.12243e-01 5.35508e-02 2.30139e+01 6.30532e-02 1.22057e-05 7.08838e-07 -6.30723e-04 -2.86859e-07 1.14408e-09 37 31.6695 0.7559 1.0000 -0.0953
SN: psc170428 151 0 NULL 1 0.3001 0.0010 0.3001 0.0010 5.0941 0.0000 9.6830 0.4920 -999.0000 0.4945 24.7004 24.1516 18.2766 55738.0 0.5 -9.80899e-01 2.30370e-01 -1.04217e-02 3.06317e-02 2.18240e+01 4.31283e-02 3.38209e-05 1.34345e-06 9.78347e-04 -8.19129e-08 -3.20350e-08 58 47.6232 0.8327 1.0000 -0.0120
SN: psc180561 151 0 NULL 1 0.2288 0.0010 0.2285 0.0010 -82.3714 0.0000 8.4440 0.4205 -6.9970 0.4235 25.2496 23.0436 21.9200 55784.1 0.2 7.10949e-03 2.13450e-01 1.45980e-01 3.13199e-02 2.14346e+01 3.84995e-02 4.82077e-05 1.70941e-06 1.06772e-03 -1.63064e-07 -4.12947e-08 44 51.8535 0.2242 1.0000 -0.0074
SN: psc200132 151 0 NULL 1 0.2088 0.0010 0.2085 0.0010 -74.9010 0.0000 9.0560 0.7420 -999.0000 0.7437 28.6882 28.4900 27.4414 55841.2 0.1 3.96430e-01 2.00980e-01 -2.82065e-02 3.09185e-02 2.07420e+01 3.76873e-02 9.10802e-05 3.16151e-06 1.52037e-03 -3.23751e-07 -7.59243e-08 20 15.4736 0.7985 1.0000 -0.0056
SN: psc310073 151 0 NULL 1 0.1496 0.0010 0.1495 0.0010 -32.9832 0.0000 9.4920 1.1245 -9.4920 1.1256 35.4648 32.4065 31.7767 55805.2 0.2 5.03060e-01 2.31720e-01 -2.03430e-01 3.33803e-02 1.96609e+01 5.20197e-02 2.47148e-04 1.18413e-05 3.20715e-03 -1.90960e-06 -3.37267e-07 19 21.2619 0.3819 1.0000 -0.0083
SN: psc310260 151 0 NULL 1 0.5192 0.0010 0.5186 0.0010 -123.7300 0.0000 10.9070 55.2660 -10.5850 55.2660 17.2994 10.8287 7.2888 55828.6 0.8 1.11665e-02 5.68320e-01 -5.55832e-02 4.85559e-02 2.27787e+01 4.49661e-02 1.47614e-05 6.11349e-07 6.66874e-03 -2.10180e-07 -9.62516e-09 61 69.9364 0.2285 1.0000 -0.0665
SN: psc330083 151 0 NULL 1 0.2236 0.0010 0.2238 0.0010 41.1578 0.0000 9.1400 0.4270 -6.9960 0.4299 53.4801 47.8564 42.7870 55888.2 0.3 2.56077e-02 3.45010e-01 -7.04844e-02 2.74895e-02 2.05723e+01 3.12577e-02 1.06629e-04 3.06978e-06 2.67651e-05 -1.12996e-07 -7.03252e-08 12 25.3631 0.0207 1.0000 -0.0069
SN: psc340229 151 0 NULL 1 0.1412 0.0010 0.1412 0.0010 12.1801 0.0000 10.3940 0.0475 -9.5870 0.0690 28.0421 27.8442 24.6869 55919.1 0.3 -1.40108e+00 8.03360e-01 5.75317e-03 8.46239e-02 2.00391e+01 1.28800e-01 1.74237e-04 2.06690e-05 5.88614e-02 -1.44341e-05 -1.67733e-06 3 2.3557 0.6706 1.0000 -0.0070
SN: psc340334 151 0 NULL 1 0.3065 0.0010 0.3067 0.0010 49.0500 0.0000 6.0000 1.0000 -999.0000 -999.0000 13.2729 13.2056 11.9787 55913.3 1.1 -3.05036e-01 4.85390e-01 -9.78166e-02 4.50245e-02 2.17061e+01 5.66386e-02 3.77550e-05 1.96953e-06 5.59334e-04 -2.49556e-07 -5.25091e-08 31 29.6058 0.5883 1.0000 -0.0136
SN: psc350078 151 0 NULL 1 0.3006 0.0010 0.3008 0.0010 55.3917 0.0000 9.0790 0.4660 -999.0000 0.4687 14.6099 12.2073 10.1785 55932.2 1.4 3.05820e-01 4.80400e-01 1.27190e-01 8.05476e-02 2.22679e+01 1.37650e-01 2.24728e-05 2.84918e-06 6.95438e-03 -1.70492e-07 -2.16330e-07 35 24.9771 0.9164 1.0000 -0.0120
SN: psc350192 151 0 NULL 1 0.3012 0.0010 0.3016 0.0010 104.7904 0.0000 8.5180 57.7055 -6.9920 57.7055 31.3182 29.5161 27.8866 55952.5 0.3 1.40440e-01 2.25720e-01 -4.33097e-02 2.60800e-02 2.14783e+01 3.22537e-02 4.65115e-05 1.38170e-06 1.12589e-03 -1.09371e-07 -2.94032e-08 42 42.2745 0.5026 1.0000 -0.0122
SN: psc350548 151 0 NULL 1 0.1806 0.0010 0.1807 0.0010 31.9146 0.0000 10.6360 0.0280 -10.0290 0.0573 39.9765 39.9167 36.1382 55964.3 0.1 8.84980e-01 1.77640e-01 -1.89160e-02 2.79255e-02 2.01696e+01 3.68071e-02 1.54733e-04 5.24553e-06 1.21370e-03 -4.44510e-07 -1.21194e-07 21 19.2660 0.6289 1.0000 -0.0086
SN: psc360140 151 0 NULL 1 0.2307 0.0010 0.2309 0.0010 47.1628 0.0000 8.1640 0.7500 -999.0000 0.7517 33.5064 32.2816 23.6023 55975.1 0.2 -1.27710e-02 2.38820e-01 -3.76520e-02 2.83648e-02 2.09451e+01 3.30399e-02 7.56898e-05 2.30331e-06 5.66011e-04 -1.56911e-07 -5.35933e-08 23 32.4574 0.1161 1.0000 -0.0076
SN: psc370367 151 0 NULL 1 0.4712 0.0010 0.4720 0.0010 164.1623 0.0000 9.3050 0.5080 -6.9960 0.5105 22.9046 16.9494 8.9154 56011.1 0.8 2.81943e+00 6.08950e-01 -1.23361e-02 3.84194e-02 2.25424e+01 4.37276e-02 1.80258e-05 7.25981e-07 6.05534e-04 -2.43981e-07 -1.50975e-08 33 44.7256 0.1032 1.0000 -0.0472
SN: psc370394 151 0 NULL 1 0.3306 0.0010 0.3309 0.0010 60.6680 0.0000 9.9050 57.7540 -999.0000 57.7540 23.5949 21.7207 18.5717 56004.9 0.6 -3.99652e-01 5.31060e-01 -8.52177e-02 3.47752e-02 2.15807e+01 3.76956e-02 4.26367e-05 1.48030e-06 3.20973e-03 -2.70659e-07 -3.31381e-08 12 9.6089 0.7256 1.0000 -0.0201
SN: psc380199 151 0 NULL 1 0.4536 0.0010 0.4538 0.0010 52.0115 0.0000 10.6830 0.4340 -999.0000 -999.0000 17.0562 13.0265 11.5956 56039.1 0.3 1.82250e+00 4.97110e-01 -3.67205e-02 3.58795e-02 2.25115e+01 4.30932e-02 1.83583e-05 7.28645e-07 1.32687e-03 -2.13060e-07 -1.51453e-08 50 46.7400 0.6434 1.0000 -0.0361
SN: psc390449 151 0 NULL 1 0.2501 0.0010 0.2501 0.0010 4.6520 0.0000 8.3170 0.8040 -999.0000 0.8056 41.3066 39.7460 34.6636 56069.9 0.2 -9.54236e-02 2.15550e-01 -2.03962e-02 2.63510e-02 2.10999e+01 3.47391e-02 6.57440e-05 2.10354e-06 1.99188e-03 -2.07044e-07 -4.72117e-08 27 23.8509 0.6894 1.0000 -0.0095
