# FITOPT: [DEFAULT] NONE
# FITOPT:	 NONE
# ----------------------------------------
NVAR: 34
VARNAMES:  CID IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPECERR HOST_LOGMASS HOST_LOGMASS_ERR HOST_LOGsSFR HOST_LOGsSFR_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB PIa DISTCORR
# VERSION_SNANA		 = v10_45j
# TABLE NAME: FITRES
#

SN: psc170465 153 0 NULL 1 0.1838 0.0010 0.1838 0.0010 3.9814 0.0000 10.8250 0.2430 -999.0000 -999.0000 43.9139 39.0029 31.2823 55746.0 0.2 5.53170e-01 1.45490e-01 -7.12918e-03 2.61483e-02 2.03068e+01 3.29920e-02 1.34216e-04 4.07839e-06 6.38563e-04 -2.05654e-07 -8.93133e-08 39 43.0851 0.3407 0.0000 0.0087
SN: psc170558 153 0 NULL 1 0.0894 0.0010 0.0895 0.0010 35.1804 0.0000 9.7970 0.2295 -999.0000 -999.0000 24.5777 23.4805 17.8417 55746.6 0.6 -1.04585e+00 4.00730e-01 3.25300e-02 5.14944e-02 2.14396e+01 7.42418e-02 4.73172e-05 3.23551e-06 6.48181e-03 -5.94216e-07 -1.49508e-07 22 33.4723 0.0732 0.0000 0.0078
SN: psc180127 153 0 NULL 1 0.3573 0.0010 0.3575 0.0010 43.0207 0.0000 10.8980 0.0170 -10.3300 0.0528 8.6750 8.4832 6.4837 55754.4 0.9 -2.37564e+00 8.69020e-01 -4.04577e-02 6.82512e-02 2.24986e+01 7.64454e-02 1.80550e-05 1.27123e-06 2.73737e-02 -3.11339e-07 -4.43115e-08 21 19.8514 0.5923 0.9855 -0.0051
SN: psc180157 153 0 NULL 1 0.4941 0.0010 0.4941 0.0010 8.7341 0.0000 10.6860 0.2775 -9.7230 0.2820 7.2919 6.9080 6.5575 55754.0 1.0 1.70646e+00 9.29570e-01 2.94770e-01 6.70374e-02 2.32415e+01 9.22490e-02 9.48113e-06 8.05559e-07 7.24990e-03 -5.55732e-07 -3.02121e-08 67 74.1874 0.2836 0.9967 -0.0486
SN: psc180213 153 0 NULL 1 0.5197 0.0010 0.5198 0.0010 11.1377 0.0000 10.0290 0.5825 -42.4600 0.5846 16.1836 12.5728 9.4300 55762.0 0.4 9.92160e-01 4.05490e-01 -7.04358e-02 3.90297e-02 2.27636e+01 4.37575e-02 1.48305e-05 5.97702e-07 3.62564e-03 -1.62622e-07 -1.21338e-08 63 60.9103 0.5865 1.0000 -0.0565
SN: psc180329 153 0 NULL 1 0.4238 0.0010 0.4231 0.0010 -152.1800 0.0000 10.5550 0.2565 -9.2480 0.2613 10.7259 9.7262 7.1102 55762.7 0.8 -1.12854e-01 5.65800e-01 -2.76999e-02 5.09268e-02 2.24018e+01 7.14298e-02 2.00432e-05 1.31863e-06 8.25626e-03 -4.86316e-07 -4.44344e-08 58 53.2653 0.6858 1.0000 -0.0218
SN: psc180372 153 0 NULL 1 0.3492 0.0010 0.3492 0.0010 5.5397 0.0000 9.6180 0.1385 -7.5370 0.1472 30.8021 29.1882 28.7737 55778.8 0.2 3.45440e-01 2.13800e-01 -1.44921e-01 2.53596e-02 2.15831e+01 2.97299e-02 4.18899e-05 1.14704e-06 7.45869e-04 -8.78098e-08 -2.18445e-08 46 37.7390 0.8305 1.0000 -0.0033
SN: psc180424 153 0 NULL 1 0.3815 0.0010 0.3809 0.0010 -136.8430 0.0000 11.1420 0.2435 -11.7540 0.2486 17.1717 11.2951 11.1836 55776.5 0.6 5.29100e-01 5.52640e-01 1.08640e-01 3.92121e-02 2.25944e+01 4.62356e-02 1.66112e-05 7.07381e-07 4.09297e-03 -2.11238e-07 -1.68845e-08 58 63.0565 0.3350 1.0000 -0.0104
SN: psc180475 153 0 NULL 1 0.4421 0.0010 0.4421 0.0010 6.8473 0.0000 11.2190 0.1230 -14.0000 0.1328 14.9906 9.3232 9.2043 55774.1 0.5 -1.60309e+00 3.92900e-01 -6.47049e-02 4.22446e-02 2.27690e+01 4.32552e-02 1.43939e-05 5.73446e-07 3.28681e-03 -1.11147e-07 -8.98334e-09 48 51.9855 0.3584 0.9928 -0.0295
SN: psc180549 153 0 NULL 1 0.3388 0.0010 0.3388 0.0010 7.5443 0.0000 10.9630 0.3625 -9.3590 0.3659 20.8333 19.4280 15.1487 55787.8 0.3 5.13190e-01 3.26680e-01 -6.27260e-02 3.14795e-02 2.15070e+01 4.01875e-02 4.48352e-05 1.65953e-06 4.35138e-03 -3.44121e-07 -4.20109e-08 35 38.3854 0.3619 1.0000 -0.0011
SN: psc190001 153 0 NULL 1 0.4355 0.0010 0.4355 0.0010 10.1411 0.0000 11.6420 0.4980 -42.4600 0.5005 18.1141 15.3282 10.6847 55787.2 0.4 1.31650e-01 4.53100e-01 -1.62446e-01 3.50029e-02 2.19926e+01 4.52951e-02 2.93527e-05 1.22455e-06 5.97799e-03 -3.93957e-07 -2.22567e-08 37 41.4234 0.3237 1.0000 -0.0268
SN: psc190062 153 0 NULL 1 0.2950 0.0010 0.2945 0.0010 -105.7110 0.0000 9.4110 0.5365 -9.4390 0.5388 17.9796 13.8670 12.2747 55786.5 0.3 -2.67879e-01 3.60820e-01 3.26451e-02 3.67962e-02 2.21130e+01 5.31114e-02 2.55280e-05 1.24876e-06 3.21520e-03 -2.81032e-07 -3.25944e-08 51 58.7109 0.2431 1.0000 0.0045
SN: psc190094 153 0 NULL 1 0.2337 0.0010 0.2337 0.0010 4.7565 0.0000 10.9870 0.1045 -999.0000 -999.0000 21.6042 20.5029 18.9124 55787.8 0.3 -1.20484e+00 3.21110e-01 6.20180e-03 3.87816e-02 2.11617e+01 4.59934e-02 6.13002e-05 2.59677e-06 4.91073e-03 -5.11533e-07 -7.97461e-08 24 31.8221 0.1632 0.0000 0.0046
SN: psc190142 153 0 NULL 1 0.4360 0.0010 0.4353 0.0010 -156.6060 0.0000 11.1780 0.0460 -9.1160 0.0679 9.3594 8.5475 6.1630 55782.3 0.7 2.93780e-01 6.88850e-01 8.19765e-02 5.55344e-02 2.28378e+01 7.76589e-02 1.34750e-05 9.63821e-07 6.41416e-03 -4.80650e-07 -2.76459e-08 61 51.0867 0.8373 0.9490 -0.0266
SN: psc190233 153 0 NULL 1 0.6055 0.0010 0.6056 0.0010 11.0926 0.0000 10.1790 0.4120 -11.5490 0.4150 9.1626 6.7200 6.6422 55789.2 1.2 -3.28646e-01 9.36670e-01 -4.00272e-02 5.02558e-02 2.33986e+01 7.66318e-02 8.45569e-06 5.96807e-07 1.76682e-02 -4.23382e-07 -1.09782e-08 39 34.1623 0.7297 0.9803 -0.0815
SN: psc190269 153 0 NULL 1 0.3626 0.0010 0.3620 0.0010 -130.2260 0.0000 9.9990 0.3400 -7.8140 0.3437 24.3997 16.0233 14.5623 55807.8 0.3 8.71508e-02 2.77430e-01 -6.88521e-02 3.12490e-02 2.18679e+01 3.80931e-02 3.23067e-05 1.13348e-06 2.32764e-03 -1.57616e-07 -2.64974e-08 59 64.3859 0.3258 1.0000 -0.0061
SN: psc190327 153 0 NULL 1 0.3298 0.0010 0.3293 0.0010 -118.0820 0.0000 11.7860 0.0755 -14.0050 0.0906 11.3927 10.1805 8.3652 55808.6 0.3 -1.74221e+00 4.03660e-01 -1.01336e-01 5.19686e-02 2.20450e+01 5.49216e-02 2.72640e-05 1.37914e-06 5.85918e-03 -2.87475e-07 -3.20199e-08 49 42.2115 0.7751 1.0000 0.0010
SN: psc200026 153 0 NULL 1 0.3288 0.0010 0.3283 0.0010 -117.7930 0.0000 10.9520 0.0480 -10.0140 0.0693 17.9387 15.5500 14.6037 55816.1 0.1 -1.26376e+00 2.29940e-01 -9.00765e-02 3.41143e-02 2.16898e+01 4.23574e-02 3.78076e-05 1.47497e-06 1.81699e-03 -1.60201e-07 -3.75911e-08 54 49.3623 0.6890 1.0000 0.0012
SN: psc200058 153 0 NULL 1 0.5005 0.0010 0.4996 0.0010 -179.1810 0.0000 9.3950 0.6725 -14.0050 0.6744 8.8626 7.9391 7.3659 55823.7 1.0 8.52021e-03 7.54860e-01 3.66072e-02 6.71851e-02 2.29778e+01 7.65043e-02 1.21056e-05 8.52999e-07 1.49755e-02 -4.08977e-07 -3.35436e-08 49 43.2843 0.7379 0.6622 -0.0503
SN: psc200080 153 0 NULL 1 0.4847 0.0010 0.4838 0.0010 -173.7190 0.0000 10.9450 0.4310 -7.3490 0.4339 6.7344 6.2420 4.8076 55810.5 0.9 -1.39845e+00 7.14360e-01 -6.61249e-02 6.49684e-02 2.30764e+01 8.46290e-02 1.10058e-05 8.57861e-07 4.86982e-03 -3.84172e-07 -1.88110e-08 58 53.9034 0.6633 0.9990 -0.0455
SN: psc200101 153 0 NULL 1 0.2848 0.0010 0.2844 0.0010 -102.4680 0.0000 10.4810 0.0320 -10.7450 0.0594 15.6344 13.7132 12.5906 55826.7 0.4 -1.43257e+00 3.74680e-01 9.72663e-02 3.73254e-02 2.19662e+01 4.50542e-02 2.91985e-05 1.21163e-06 4.03179e-03 -1.82341e-07 -3.53717e-08 39 31.2759 0.8367 1.0000 0.0054
SN: psc200106 153 0 NULL 1 0.4625 0.0010 0.4617 0.0010 -165.6140 0.0000 9.4460 0.5080 -999.0000 -999.0000 11.0805 9.0391 8.7102 55826.6 0.1 2.08293e+00 7.67790e-01 -1.89737e-01 4.44751e-02 2.29436e+01 5.79602e-02 1.23475e-05 6.59151e-07 5.22489e-03 -3.21119e-07 -9.00189e-09 44 52.7658 0.1990 0.1145 -0.0375
SN: psc200118 153 0 NULL 1 0.5260 0.0010 0.5250 0.0010 -188.1060 0.0000 9.7590 0.8240 -6.9960 0.8255 17.2940 11.8913 8.3031 55838.6 0.6 1.28010e+00 6.37690e-01 -7.62630e-02 4.36123e-02 2.27169e+01 6.09877e-02 1.55046e-05 8.70920e-07 6.68329e-03 -4.40530e-07 -1.24214e-08 29 21.1408 0.8834 1.0000 -0.0581
SN: psc210027 153 0 NULL 1 0.5872 0.0010 0.5861 0.0010 -210.6360 0.0000 11.6260 0.0360 -999.0000 -999.0000 5.5888 4.2302 2.5082 55839.7 0.5 -1.88083e+00 9.28500e-01 1.63310e-01 1.50640e-01 2.32694e+01 1.32270e-01 9.47935e-06 1.15483e-06 4.41880e-02 -7.17999e-07 -5.09125e-08 31 18.1104 0.9769 0.0806 -0.0763
SN: psc300007 153 0 NULL 1 0.3428 0.0010 0.3422 0.0010 -125.0840 0.0000 10.7860 0.1380 -15.5800 0.1468 19.0875 8.7606 7.4464 55789.7 0.4 -9.01974e-01 3.88750e-01 -2.95418e-02 5.28019e-02 2.20156e+01 5.18432e-02 2.80851e-05 1.34104e-06 4.60082e-03 -3.23548e-07 -3.90207e-08 45 28.3900 0.9808 1.0000 -0.0018
SN: psc300067 153 0 NULL 1 0.1855 0.0010 0.1852 0.0010 -68.0999 0.0000 11.3550 0.0655 -999.0000 -999.0000 34.7066 28.9171 28.0515 55755.5 1.0 1.68301e+00 4.06660e-01 1.16380e-01 4.66281e-02 2.04887e+01 9.70474e-02 1.13518e-04 1.01467e-05 7.90144e-03 -2.23946e-06 -4.05106e-07 22 47.5837 0.0019 0.0000 0.0086
SN: psc300119 153 0 NULL 1 0.5812 0.0010 0.5801 0.0010 -212.5130 0.0000 9.4820 0.5085 -14.0050 0.5110 8.6057 6.9426 4.0649 55785.2 0.4 -8.50988e-01 7.29660e-01 -3.92891e-02 7.06254e-02 2.34441e+01 8.32061e-02 8.05878e-06 6.17590e-07 1.68392e-03 -2.89983e-07 -2.95446e-09 62 55.5279 0.7369 0.7161 -0.0748
SN: psc300124 153 0 NULL 1 0.4093 0.0010 0.4086 0.0010 -150.1270 0.0000 10.8720 0.1780 -9.7280 0.1849 10.1245 9.2850 5.9877 55776.7 0.9 6.99430e-01 8.09120e-01 1.29702e-02 5.35417e-02 2.23770e+01 5.63647e-02 2.04345e-05 1.06083e-06 5.87348e-03 -5.29859e-07 -1.70859e-08 53 35.9938 0.9718 0.9853 -0.0179
SN: psc300159 153 0 NULL 1 0.3471 0.0010 0.3465 0.0010 -127.2570 0.0000 9.8380 0.3005 -7.9900 0.3046 14.4160 13.6878 10.8265 55763.4 0.2 -1.28642e+00 4.92390e-01 3.47017e-02 5.12051e-02 2.23382e+01 6.78308e-02 2.08845e-05 1.30475e-06 1.15438e-02 -3.79121e-07 -5.66286e-08 42 40.2590 0.5908 0.9986 -0.0027
SN: psc300225 153 0 NULL 1 0.5084 0.0010 0.5075 0.0010 -185.9780 0.0000 11.2540 0.1920 -9.7920 0.1984 10.0134 9.1717 8.6297 55800.9 0.8 2.32325e+00 6.74480e-01 2.25902e-02 4.57897e-02 2.27640e+01 5.80704e-02 1.47737e-05 7.90171e-07 5.77343e-03 -3.57979e-07 -1.87438e-08 65 50.2484 0.9249 0.9997 -0.0527
SN: psc310009 153 0 NULL 1 0.5157 0.0010 0.5148 0.0010 -188.3980 0.0000 11.6560 0.3550 -9.1300 0.3585 14.4452 13.2736 9.9222 55812.4 0.6 1.44673e+00 5.04870e-01 1.88159e-02 3.99055e-02 2.27825e+01 4.52650e-02 1.45538e-05 6.06758e-07 2.29798e-03 -2.05533e-07 -1.07609e-08 60 42.0116 0.9697 1.0000 -0.0549
SN: psc310046 153 0 NULL 1 0.5322 0.0010 0.5312 0.0010 -194.4250 0.0000 11.3720 0.1550 -9.6880 0.1629 7.9206 5.1510 3.9789 55795.3 0.8 9.74660e-01 8.23700e-01 7.17538e-02 8.31712e-02 2.33250e+01 8.73546e-02 8.87146e-06 7.13767e-07 1.10596e-02 -4.49983e-07 -2.68598e-08 67 52.1064 0.9234 1.0000 -0.0600
SN: psc310063 153 0 NULL 1 0.2508 0.0010 0.2504 0.0010 -92.0736 0.0000 10.1440 0.1430 -9.9680 0.1515 39.5518 36.8864 35.0355 55826.7 0.2 1.12951e+00 1.69290e-01 -3.37969e-02 2.45490e-02 2.08574e+01 2.97503e-02 8.10938e-05 2.22205e-06 2.06800e-04 -8.63851e-08 -4.39292e-08 46 36.3265 0.8702 1.0000 0.0051
SN: psc310095 153 0 NULL 1 0.4526 0.0010 0.4521 0.0010 -110.6800 0.0000 11.1570 0.0100 -10.7450 0.0510 12.6156 9.2958 7.7401 55809.7 1.7 -7.39093e-01 8.72040e-01 2.20690e-01 7.76959e-02 2.31240e+01 8.28343e-02 1.04186e-05 7.94865e-07 -9.92652e-03 -2.60716e-08 -4.90160e-08 45 43.4282 0.5806 0.9347 -0.0336
SN: psc310130 153 0 NULL 1 0.4880 0.0010 0.4874 0.0010 -115.8060 0.0000 11.7970 0.4630 -8.6920 0.4657 17.5056 8.8695 7.6912 55827.3 0.7 9.84970e-01 5.10040e-01 -4.13483e-02 4.74867e-02 2.23768e+01 4.48890e-02 2.09853e-05 8.67624e-07 2.27906e-03 -2.64062e-07 -1.06188e-08 53 47.5204 0.6866 0.9999 -0.0466
SN: psc310145 153 0 NULL 1 0.3393 0.0010 0.3391 0.0010 -36.7068 0.0000 11.3080 0.1015 -10.4180 0.1131 13.5610 12.9343 11.2089 55823.3 0.3 1.07250e-01 6.39950e-01 1.37740e-01 4.51719e-02 2.21518e+01 5.00601e-02 2.47599e-05 1.14161e-06 -1.88154e-03 -7.31903e-10 -4.87502e-08 37 35.7327 0.5284 0.9770 -0.0011
SN: psc310147 153 0 NULL 1 0.3378 0.0010 0.3376 0.0010 -36.7815 0.0000 10.9850 0.0440 -10.1330 0.0666 13.7227 13.5210 13.3454 55828.9 0.2 -1.17659e+00 6.79570e-01 2.88474e-02 4.22311e-02 2.19238e+01 4.63712e-02 3.05357e-05 1.30417e-06 4.57241e-03 -3.98522e-07 -3.69102e-08 37 32.1311 0.7369 0.5739 -0.0008
SN: psc310184 153 0 NULL 1 0.3151 0.0010 0.3150 0.0010 -34.9123 0.0000 9.2050 0.1030 -21.2210 0.1145 16.6230 9.3877 8.9060 55818.3 0.4 7.11490e-01 6.79840e-01 2.86330e-01 5.76910e-02 2.26947e+01 7.77791e-02 1.49649e-05 1.07204e-06 7.72398e-03 -3.85684e-07 -4.91845e-08 34 40.3683 0.2450 0.9655 0.0026
SN: psc310203 153 0 NULL 1 0.2913 0.0010 0.2910 0.0010 -68.6427 0.0000 11.0590 0.0785 -16.4380 0.0931 15.8285 13.6147 12.5609 55822.4 0.4 2.43280e-01 4.49240e-01 1.79150e-01 4.24251e-02 2.18536e+01 5.58566e-02 3.24060e-05 1.66715e-06 7.41490e-03 -4.87320e-07 -5.64684e-08 46 80.9870 0.0011 1.0000 0.0048
SN: psc310220 153 0 NULL 1 0.3601 0.0010 0.3597 0.0010 -88.3341 0.0000 11.0110 0.0215 -999.0000 -999.0000 15.7461 12.0543 7.4189 55831.3 0.6 -1.14311e+00 5.20320e-01 1.27650e-01 4.54815e-02 2.24524e+01 4.62712e-02 1.88485e-05 8.03272e-07 3.72043e-03 -1.72330e-07 -2.48413e-08 53 58.2214 0.3228 0.1407 -0.0056
SN: psc310308 153 0 NULL 1 0.4317 0.0010 0.4312 0.0010 -103.4070 0.0000 11.3580 0.2540 -38.1110 0.2589 13.3134 11.9408 7.0568 55814.3 1.1 -3.84001e-01 8.57470e-01 -1.30316e-01 4.41703e-02 2.21894e+01 5.65536e-02 2.44479e-05 1.27344e-06 8.47366e-03 -7.00521e-07 -1.67784e-08 40 59.7153 0.0295 1.0000 -0.0250
SN: psc310555 153 0 NULL 1 0.4473 0.0010 0.4465 0.0010 -163.4670 0.0000 10.7720 0.0370 -10.2900 0.0622 10.9165 9.5520 8.1518 55831.3 0.7 1.10458e+00 6.74610e-01 -6.71323e-02 4.10581e-02 2.24651e+01 5.13736e-02 1.90749e-05 9.02565e-07 5.71921e-03 -3.81090e-07 -1.77147e-08 56 37.3326 0.9796 0.9989 -0.0313
SN: psc320180 153 0 NULL 1 0.3529 0.0010 0.3525 0.0010 -84.2794 0.0000 10.6370 0.1125 -8.8810 0.1231 9.3005 8.8486 8.3542 55845.7 0.5 -8.49131e-01 5.12920e-01 7.54538e-02 5.69723e-02 2.23353e+01 7.22671e-02 2.09649e-05 1.39543e-06 9.54123e-03 -5.04430e-07 -5.07681e-08 52 31.2647 0.9925 0.9999 -0.0040
SN: psc320345 153 0 NULL 1 0.2167 0.0010 0.2165 0.0010 -62.6570 0.0000 10.6050 0.1095 -999.0000 -999.0000 31.0117 24.9106 23.1585 55861.4 0.3 -5.03390e-01 3.36570e-01 3.89226e-02 3.39581e-02 2.09949e+01 3.63085e-02 7.14091e-05 2.38802e-06 -4.57438e-04 -1.53065e-07 -5.92493e-08 17 16.0932 0.5860 0.0000 0.0057
SN: psc320388 153 0 NULL 1 0.1814 0.0010 0.1814 0.0010 -2.8742 0.0000 10.7490 0.1790 -999.0000 -999.0000 35.0603 27.2474 26.1531 55859.0 0.3 4.98000e-01 2.48080e-01 2.17500e-01 3.07907e-02 2.09346e+01 3.64955e-02 7.52639e-05 2.52989e-06 -4.74120e-04 -1.06261e-07 -6.31869e-08 17 17.6226 0.4808 0.0000 0.0090
SN: psc330016 153 0 NULL 1 0.3287 0.0010 0.3283 0.0010 -80.2463 0.0000 9.2730 0.4745 -6.9920 0.4771 19.6637 18.1011 12.2536 55866.4 0.4 -1.36394e+00 3.80340e-01 -1.89905e-02 3.94842e-02 2.21535e+01 5.36781e-02 2.46681e-05 1.21958e-06 2.09002e-03 -2.13971e-07 -3.42469e-08 41 50.9472 0.1621 0.9988 0.0012
SN: psc330060 153 0 NULL 1 0.3435 0.0010 0.3433 0.0010 -38.4328 0.0000 10.0870 0.1100 -8.9740 0.1208 17.0138 15.3042 13.3032 55883.3 0.7 5.26570e-01 5.64960e-01 -5.06991e-02 5.18834e-02 2.18206e+01 8.05053e-02 3.36193e-05 2.49281e-06 1.76525e-02 -9.81412e-07 -1.16073e-07 19 18.8813 0.5295 1.0000 -0.0020
SN: psc330101 153 0 NULL 1 0.3116 0.0010 0.3113 0.0010 -73.3727 0.0000 10.5710 0.1740 -10.3080 0.1810 20.6286 17.3961 15.8945 55889.2 0.5 3.16930e-01 4.60680e-01 4.15613e-02 3.53360e-02 2.17355e+01 4.43189e-02 3.61943e-05 1.47743e-06 5.23981e-03 -2.70485e-07 -4.31112e-08 27 35.4203 0.1285 1.0000 0.0029
SN: psc330132 153 0 NULL 1 0.3606 0.0010 0.3609 0.0010 65.9196 0.0000 10.4890 0.1720 -10.4180 0.1791 18.9458 15.4952 12.9242 55883.8 0.8 -8.07774e-01 7.87440e-01 -6.28117e-02 4.68602e-02 2.20293e+01 6.71588e-02 2.78365e-05 1.72184e-06 1.65324e-02 -6.22652e-07 -7.14702e-08 26 27.2295 0.4515 1.0000 -0.0059
SN: psc340014 153 0 NULL 1 0.2829 0.0010 0.2826 0.0010 -67.0564 0.0000 11.1970 0.1155 -10.6470 0.1259 19.2419 15.0633 9.6979 55901.8 0.4 -1.00640e+00 4.85950e-01 1.90773e-02 4.26815e-02 2.13342e+01 5.49962e-02 5.22526e-05 2.64677e-06 6.09737e-03 -7.15386e-07 -7.45736e-08 20 35.9330 0.0222 1.0000 0.0056
SN: psc340105 153 0 NULL 1 0.2594 0.0010 0.2591 0.0010 -62.1247 0.0000 10.7290 0.0440 -11.9720 0.0666 17.4367 14.1105 11.0731 55896.5 0.2 -2.85378e+00 5.53500e-01 1.68973e-02 4.35504e-02 2.18768e+01 5.44340e-02 3.17039e-05 1.58949e-06 7.46754e-03 -3.46559e-07 -4.95437e-08 25 26.4561 0.4383 0.9999 0.0054
SN: psc340121 153 0 NULL 1 0.4050 0.0010 0.4046 0.0010 -96.6412 0.0000 10.8670 0.2845 -8.2960 0.2889 11.4043 8.7018 6.8315 55882.7 1.1 2.46130e-01 9.35710e-01 7.39179e-02 7.36284e-02 2.25181e+01 1.03800e-01 1.79253e-05 1.71376e-06 3.56079e-02 -1.07243e-06 -1.05196e-07 30 40.9359 0.1093 0.5605 -0.0168
SN: psc340309 153 0 NULL 1 0.1502 0.0010 0.1501 0.0010 -30.0971 0.0000 10.7900 0.1565 -999.0000 -999.0000 12.6849 11.9353 7.5868 55922.3 0.6 5.10370e-01 8.25180e-01 1.48170e-01 1.06330e-01 2.09894e+01 1.99830e-01 7.14944e-05 1.31588e-05 5.86399e-02 -9.12229e-06 -1.29852e-06 6 5.8978 0.5517 0.0000 0.0099
SN: psc340347 153 0 NULL 1 0.2745 0.0010 0.2747 0.0010 41.5956 0.0000 9.8850 0.0265 -8.5510 0.0566 17.6164 11.8170 11.3727 55910.3 0.5 1.03195e+00 3.71970e-01 1.28671e-02 4.44342e-02 2.14216e+01 5.73907e-02 4.81935e-05 2.54745e-06 -3.55572e-03 -2.38982e-07 -7.65131e-08 28 23.7416 0.7416 0.9998 0.0059
SN: psc350049 153 0 NULL 1 0.4642 0.0010 0.4646 0.0010 73.1124 0.0000 10.9750 0.4910 -16.4330 0.4935 9.2672 8.5528 5.9806 55938.0 0.3 -2.08501e+00 6.35760e-01 -2.09993e-01 1.00378e-02 2.23716e+01 6.97734e-02 2.09330e-05 1.34523e-06 7.17161e-04 -6.20069e-07 -2.08145e-09 46 40.7166 0.7290 0.9993 -0.0387
SN: psc350073 153 0 NULL 1 0.2305 0.0010 0.2306 0.0010 35.2323 0.0000 11.4540 0.0705 -999.0000 -999.0000 24.0589 20.6594 17.2260 55939.3 0.3 -5.15590e-01 3.42080e-01 3.15021e-02 4.01824e-02 2.10265e+01 5.78347e-02 6.94400e-05 3.69891e-06 6.53968e-03 -9.32363e-07 -1.21471e-07 25 18.1184 0.8714 0.0000 0.0045
SN: psc350131 153 0 NULL 1 0.2119 0.0010 0.2121 0.0010 39.2014 0.0000 10.1160 0.1190 -999.0000 -999.0000 27.9562 24.0012 20.7226 55953.2 0.3 -7.69272e-01 3.63050e-01 1.30100e-01 3.24686e-02 2.15443e+01 3.84637e-02 4.30350e-05 1.52457e-06 9.73297e-04 -1.60601e-07 -3.90470e-08 24 34.7929 0.0920 0.0000 0.0061
SN: psc350168 153 0 NULL 1 0.3077 0.0010 0.3079 0.0010 56.0404 0.0000 9.6560 0.2120 -10.9240 0.2178 23.3401 21.4771 20.0422 55960.1 0.3 2.34946e+00 3.21670e-01 7.09125e-02 3.25882e-02 2.17355e+01 4.47696e-02 3.61819e-05 1.49194e-06 3.20812e-03 -2.74969e-07 -3.88609e-08 40 74.2565 0.0011 0.9999 0.0033
SN: psc350213 153 0 NULL 1 0.6112 0.0010 0.6123 0.0010 214.4722 0.0000 11.5690 0.3480 -33.7820 0.3516 9.1133 6.6026 6.4657 55962.5 0.8 1.04730e-01 6.42580e-01 -1.66610e-01 4.66789e-02 2.31937e+01 6.70515e-02 1.02298e-05 6.31756e-07 3.32121e-03 -2.59325e-07 -5.46641e-09 56 50.9554 0.7000 0.9959 -0.0833
SN: psc350288 153 0 NULL 1 0.5741 0.0010 0.5752 0.0010 200.3982 0.0000 9.4450 0.6465 -999.0000 0.6484 10.6336 6.5223 6.0225 55946.7 1.6 1.10749e+00 9.55950e-01 -1.63241e-01 5.77112e-02 2.32981e+01 6.45484e-02 9.20712e-06 5.47374e-07 1.29841e-02 -2.66566e-07 -1.29997e-08 47 33.9983 0.9367 0.9777 -0.0734
SN: psc350319 153 0 NULL 1 0.5125 0.0010 0.5130 0.0010 93.2479 0.0000 10.7490 0.3015 -999.0000 -999.0000 13.9423 8.9109 8.1913 55953.4 1.0 1.06320e+00 9.16350e-01 1.45950e-01 5.93575e-02 2.31810e+01 6.57433e-02 1.00779e-05 6.10233e-07 -2.48642e-03 -3.22436e-07 -2.10339e-08 42 48.4511 0.2624 0.1586 -0.0544
SN: psc350342 153 0 NULL 1 0.5199 0.0010 0.5205 0.0010 109.4973 0.0000 11.1490 0.2755 -9.1560 0.2800 10.8648 8.5124 6.6061 55949.0 0.9 3.27920e-01 9.19790e-01 4.89582e-02 6.10025e-02 2.29661e+01 6.42867e-02 1.23093e-05 7.28839e-07 3.47516e-03 -3.28328e-07 -2.67073e-08 50 61.0719 0.1578 0.9374 -0.0567
SN: psc350393 153 0 NULL 1 0.3605 0.0010 0.3608 0.0010 57.2311 0.0000 11.1160 0.0925 -9.8910 0.1051 25.1360 13.8129 11.3661 55940.8 0.4 -8.27930e-01 4.54110e-01 -1.10235e-01 4.67927e-02 2.19440e+01 6.59564e-02 3.01108e-05 1.82918e-06 1.34387e-02 -6.40811e-07 -7.49701e-08 42 44.6448 0.4025 1.0000 -0.0058
SN: psc350480 153 0 NULL 1 0.3114 0.0010 0.3116 0.0010 54.8605 0.0000 10.4030 0.3570 -10.7450 0.3605 19.5165 11.6744 9.4648 55936.6 0.1 -2.00494e+00 5.23250e-01 -9.51895e-02 7.24229e-02 2.17318e+01 1.02740e-01 3.63168e-05 3.43644e-06 2.49667e-02 -1.35770e-06 -2.32835e-07 33 26.2337 0.8270 1.0000 0.0029
SN: psc350567 153 0 NULL 1 0.3488 0.0010 0.3490 0.0010 53.4173 0.0000 10.4820 0.3165 -8.3740 0.3204 17.9319 12.1612 8.6982 55944.1 0.5 1.73110e-01 4.50530e-01 -4.51791e-02 4.47988e-02 2.19240e+01 6.22918e-02 3.05987e-05 1.75554e-06 1.12586e-02 -5.75683e-07 -6.56452e-08 46 61.4213 0.0771 1.0000 -0.0033
