Inference for Stan model: anon_model_5d703b856fa2f28cab8159e4abe012f4.
4 chains, each with iter=20000; warmup=10000; thin=1; 
post-warmup draws per chain=10000, total post-warmup draws=40000.

                    mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
outl_loglike[20]    4.05  3.7e-3   0.53   2.75   3.85   4.13   4.37   4.83  20341    1.0
outl_loglike[21]    3.82    0.01   1.16    1.7   3.66   4.04   4.31   4.78  12945    1.0
outl_loglike[22]    3.56  9.8e-3    1.1   1.37   3.39   3.78   4.06   4.54  12671    1.0
outl_loglike[23]    3.62    0.02   1.78   0.65   3.54   3.98   4.26   4.75  13036    1.0
outl_loglike[24]    3.06  5.3e-3   1.05   0.48   2.55   3.26    3.8   4.52  39700    1.0
outl_loglike[25]    3.71  2.6e-3   0.55   2.44   3.39   3.78   4.09   4.63  46464    1.0
outl_loglike[26]    4.09  3.6e-3   0.49   2.89   3.88   4.15   4.39   4.83  18448    1.0
outl_loglike[27]    3.65    0.01   1.55   1.12   3.53   3.94   4.22    4.7  12059    1.0
outl_loglike[28]    3.76    0.01    1.3   1.47   3.62   4.01   4.28   4.76  12550    1.0
outl_loglike[29]    3.46  6.8e-3   0.79   1.59   3.25   3.61   3.88   4.37  13581    1.0
outl_loglike[30]    4.31  1.9e-3   0.29    3.8   4.11    4.3    4.5   4.91  22634    1.0
outl_loglike[31]    3.66    0.01   1.29   1.32   3.52   3.91   4.18   4.67  11108    1.0
outl_loglike[32]    4.21  1.9e-3   0.31   3.62    4.0   4.21   4.42   4.85  26595    1.0
outl_loglike[33]    3.85  8.5e-3   0.96   1.87   3.67   4.03    4.3   4.77  12774    1.0
outl_loglike[34]    3.91  7.4e-3   0.86   2.03   3.73   4.07   4.34    4.8  13358    1.0
outl_loglike[35]    3.68    0.01   1.43    1.2   3.56   3.95   4.23   4.71  11597    1.0
outl_loglike[36]    3.36  7.0e-3   0.78    1.5   3.16   3.51   3.78   4.26  12344    1.0
outl_loglike[37]    4.01  4.1e-3   0.59   2.52    3.8   4.11   4.36   4.83  20741    1.0
outl_loglike[38]     3.3  8.3e-3    1.0   1.14   3.12    3.5   3.78   4.27  14519    1.0
outl_loglike[39]    3.57    0.02   1.71   0.61   3.48   3.92    4.2   4.69  10603    1.0
outl_loglike[40]    3.76  4.5e-3   0.82   1.68   3.48   3.96   4.27   4.77  33923    1.0
outl_loglike[41]    3.78    0.01   1.23   1.51   3.64   4.02    4.3   4.78  13294    1.0
outl_loglike[42]    3.69    0.01   1.26   1.49   3.53   3.91   4.19   4.67  12419    1.0
outl_loglike[43]    3.84  9.8e-3   1.09   1.75   3.68   4.05   4.31   4.79  12369    1.0
outl_loglike[44]    4.08  2.7e-3   0.45   3.01   3.85   4.13   4.37   4.83  28315    1.0
outl_loglike[45]    3.29    0.01   1.44   0.37   3.17    3.6   3.89   4.37  13501    1.0
outl_loglike[46]    3.36  3.7e-3   0.82   1.38   2.92    3.5   3.94   4.55  49364    1.0
outl_loglike[47]    3.51  9.6e-3   1.09   1.41   3.35   3.71   3.98   4.47  12785    1.0
outl_loglike[48]    3.38  7.4e-3   0.89   1.43   3.19   3.55   3.82   4.31  14245    1.0
outl_loglike[49]    3.98  2.9e-3   0.53   2.67   3.75   4.07   4.32   4.79  34210    1.0
outl_loglike[50]    4.12  3.2e-3   0.45   3.03   3.91   4.17    4.4   4.85  20099    1.0
outl_loglike[51]    3.35  7.0e-3    0.8   1.46   3.16   3.51   3.77   4.26  13226    1.0
outl_loglike[52]    3.79    0.01   1.24    1.7   3.64   4.01   4.28   4.75  13049    1.0
outl_loglike[53]    3.82  8.9e-3   1.02   1.75   3.65   4.02   4.29   4.76  12960    1.0
outl_loglike[54]    3.29  8.3e-3   0.97   1.05   3.11    3.5   3.77   4.26  13526    1.0
outl_loglike[55]     3.6    0.01   1.31   1.25   3.45   3.85   4.13   4.61  12943    1.0
outl_loglike[56]    3.46  9.4e-3   1.03   1.27   3.29   3.67   3.95   4.43  12207    1.0
outl_loglike[57]     4.3  2.0e-3   0.29   3.77    4.1   4.29   4.49   4.91  22286    1.0
outl_loglike[58]    4.03  3.1e-3   0.52   2.73   3.82   4.11   4.36   4.82  27550    1.0
outl_loglike[59]    4.02  4.4e-3   0.58   2.54   3.82   4.12   4.37   4.82  17429    1.0
outl_loglike[60]    3.86  3.3e-3   0.63   2.28   3.58   3.98   4.27   4.77  35856    1.0
outl_loglike[61]    3.79  9.9e-3   1.13   1.67   3.63    4.0   4.27   4.75  12846    1.0
outl_loglike[62]    3.54  4.2e-3   0.84   1.46   3.15   3.72   4.11   4.67  40249    1.0
outl_loglike[63]    4.18  2.8e-3   0.38   3.34   3.98    4.2   4.43   4.86  18184    1.0
outl_loglike[64]    3.88  5.6e-3    0.8   1.92   3.67   4.06   4.33    4.8  20874    1.0
outl_loglike[65]     3.0  3.5e-3   0.53    1.7   2.77   3.07   3.33   3.82  22659    1.0
outl_loglike[66]     4.1  3.4e-3   0.47   2.95    3.9   4.16   4.39   4.84  18607    1.0
outl_loglike[67]    4.06  4.2e-3   0.52   2.75   3.85   4.13   4.38   4.83  15436    1.0
outl_loglike[68]    3.84  9.3e-3   1.03   1.83   3.66   4.04   4.31   4.79  12382    1.0
outl_loglike[69]    3.79  3.6e-3   0.71    2.0   3.49   3.94   4.25   4.76  38188    1.0
outl_loglike[70]    4.02  4.4e-3   0.59   2.53   3.81   4.11   4.36   4.82  17872    1.0
outl_loglike[71]    4.09  3.5e-3   0.47   2.94   3.89   4.15   4.38   4.83  18095    1.0
outl_loglike[72]    3.57    0.01   1.18   1.22   3.42   3.81   4.08   4.56  10521    1.0
outl_loglike[73]    3.88  5.1e-3   0.76   2.06   3.67   4.03    4.3   4.77  21940    1.0
outl_loglike[74]    3.76    0.01   1.21   1.49   3.61   3.99   4.26   4.74  11819    1.0
outl_loglike[75]    3.88  8.3e-3   0.95   1.93    3.7   4.06   4.32   4.79  12854    1.0
outl_loglike[76]    2.91    0.02   3.04  -6.63   2.94   3.79    4.2   4.74  15110    1.0
outl_loglike[77]    3.86  8.1e-3   0.93    2.0   3.68   4.03    4.3   4.77  13086    1.0
outl_loglike[78]    3.78    0.01   1.29   1.43   3.64   4.03   4.31   4.79  10851    1.0
outl_loglike[79]    3.61 10.0e-3    1.4   0.43    3.4   3.96   4.28   4.78  19642    1.0
outl_loglike[80]    3.52  3.9e-3   0.77   1.63   3.14   3.66   4.06   4.63  40433    1.0
outl_loglike[81]    3.99  5.2e-3   0.63   2.42   3.79    4.1   4.36   4.82  14921    1.0
outl_loglike[82]    3.71    0.01   1.28   1.42   3.57   3.95   4.22    4.7  13703    1.0
outl_loglike[83]    3.89  8.0e-3    0.9   1.93   3.71   4.07   4.33    4.8  12748    1.0
outl_loglike[84]    3.44  7.7e-3   0.88   1.46   3.25   3.61   3.88   4.37  13032    1.0
outl_loglike[85]    2.21  3.9e-3    0.8   0.48   1.73   2.27   2.77   3.63  42404    1.0
outl_loglike[86]     3.4  9.3e-3   1.04   1.24   3.24   3.61   3.89   4.37  12316    1.0
outl_loglike[87]    3.49  9.3e-3    1.0   1.47   3.32   3.68   3.96   4.44  11421    1.0
outl_loglike[88]    3.67    0.01   1.46   1.23   3.54   3.94   4.21   4.69  13137    1.0
outl_loglike[89]    3.41  8.3e-3   0.95   1.37   3.23   3.59   3.87   4.36  13171    1.0
outl_loglike[90]    3.58    0.01   1.26   1.16   3.43   3.83    4.1   4.59  11838    1.0
outl_loglike[91]    3.87  7.7e-3   0.91   1.97   3.68   4.04   4.31   4.78  13982    1.0
outl_loglike[92]    3.77  8.1e-3   0.92   1.76    3.6   3.96   4.22    4.7  13016    1.0
outl_loglike[93]    3.86  8.3e-3   0.98   1.82   3.68   4.06   4.33    4.8  13910    1.0
outl_loglike[94]    3.81  3.7e-3   0.67   2.13   3.52   3.95   4.25   4.75  32950    1.0
outl_loglike[95]    3.58  2.6e-3   0.52   2.42   3.27   3.62   3.93   4.47  40440    1.0
outl_loglike[96]    4.25  2.1e-3   0.32   3.63   4.05   4.25   4.46   4.88  22492    1.0
outl_loglike[97]    3.85  8.5e-3    1.0    1.8   3.68   4.04   4.31   4.79  13806    1.0
outl_loglike[98]    3.64    0.01   1.18   1.39   3.48   3.86   4.13   4.61  12900    1.0
outl_loglike[99]    3.47  8.4e-3   0.92   1.41    3.3   3.66   3.93   4.41  12088    1.0
outl_loglike[100]    3.7    0.01   1.36   1.27   3.56   3.96   4.23   4.71  12453    1.0
outl_loglike[101]   4.03  4.8e-3   0.58   2.59   3.83   4.12   4.37   4.83  14483    1.0
outl_loglike[102]   3.64    0.01   1.34   1.28    3.5   3.89   4.17   4.65  11555    1.0
outl_loglike[103]   3.98  4.7e-3   0.64   2.39   3.78    4.1   4.36   4.81  18237    1.0
outl_loglike[104]   3.41    0.01   1.25   0.89   3.27   3.67   3.95   4.44  12977    1.0
outl_loglike[105]   3.11  6.1e-3   1.19    0.1   2.62   3.37   3.91   4.56  37845    1.0
outl_loglike[106]   1.84  6.7e-3    1.2  -0.93   1.15   1.98   2.67   3.78  32211    1.0
outl_loglike[107]   3.99  5.3e-3   0.63   2.42   3.79    4.1   4.36   4.82  14449    1.0
outl_loglike[108]   4.09  2.8e-3   0.46   2.97   3.87   4.14   4.38   4.83  26450    1.0
outl_loglike[109]   3.62  9.8e-3   1.09   1.41   3.46   3.84   4.11    4.6  12436    1.0
outl_loglike[110]   3.15  5.3e-3   0.71   1.38   2.94   3.28   3.55   4.04  17802    1.0
outl_loglike[111]   3.05  5.4e-3   0.71   1.26   2.84   3.18   3.46   3.94  17221    1.0
outl_loglike[112]   4.13  3.1e-3   0.44   3.07   3.92   4.17   4.41   4.85  20044    1.0
outl_loglike[113]   3.14  6.4e-3    0.8   1.17   2.94    3.3   3.58   4.07  15867    1.0
outl_loglike[114]   4.09  1.9e-3   0.35   3.39   3.87   4.09   4.32   4.76  31871    1.0
outl_loglike[115]   4.04  3.2e-3   0.52   2.76   3.81   4.12   4.37   4.83  25471    1.0
outl_loglike[116]   3.86  3.7e-3   0.67   2.18   3.58    4.0   4.28   4.78  32903    1.0
outl_loglike[117]   3.84  9.2e-3   1.07   1.66   3.67   4.05   4.32    4.8  13492    1.0
outl_loglike[118]    3.9  3.2e-3   0.47   2.88   3.61   3.93   4.23   4.75  22143    1.0
outl_loglike[119]   4.16  3.0e-3    0.4   3.22   3.95   4.19   4.42   4.86  18224    1.0
outl_loglike[120]   3.69    0.01   1.32   1.43   3.54   3.93    4.2   4.68  11634    1.0
outl_loglike[121]    3.6    0.01    1.4   1.18   3.46   3.86   4.14   4.63  11613    1.0
outl_loglike[122]   3.33  6.7e-3   0.76   1.52   3.13   3.47   3.74   4.22  13098    1.0
outl_loglike[123]   3.56    0.02   1.85  -0.05   3.46   3.97   4.27   4.76  14014    1.0
outl_loglike[124]   3.66    0.01   1.31   1.32   3.52   3.91   4.19   4.66  10298    1.0
outl_loglike[125]   4.05  4.3e-3   0.54   2.67   3.85   4.14   4.38   4.83  15496    1.0
outl_loglike[126]    3.4  9.2e-3   1.01   1.27   3.23    3.6   3.88   4.36  11935    1.0
outl_loglike[127]   4.08  2.7e-3   0.45   3.02   3.86   4.13   4.37   4.83  28354    1.0
outl_loglike[128]   3.19  6.6e-3   1.25  -0.02   2.72   3.49   4.01   4.64  36022    1.0
outl_loglike[129]   3.58  9.6e-3   1.06   1.37   3.42   3.79   4.06   4.55  12160    1.0
outl_loglike[130]   3.98  5.0e-3   0.65   2.35   3.77    4.1   4.35   4.81  16878    1.0
outl_loglike[131]   3.71    0.01   1.25   1.47   3.57   3.95   4.23    4.7  12056    1.0
outl_loglike[132]   3.35  6.1e-3   0.73   1.54   3.14   3.48   3.75   4.23  14222    1.0
outl_loglike[133]   3.89  7.1e-3   0.86   1.96    3.7   4.07   4.33    4.8  14662    1.0
outl_loglike[134]   3.68    0.01   1.34   1.34   3.54   3.93   4.21   4.69  12769    1.0
outl_loglike[135]   3.97  5.9e-3   0.68   2.33   3.77    4.1   4.35   4.81  13483    1.0
outl_loglike[136]   3.81  9.5e-3    1.1   1.69   3.64   4.02   4.29   4.77  13199    1.0
outl_loglike[137]   4.01  4.8e-3   0.62   2.49    3.8   4.11   4.36   4.82  16416    1.0
outl_loglike[138]   3.66    0.01   1.25   1.44   3.51    3.9   4.17   4.64  11866    1.0
outl_loglike[139]   3.77    0.01   1.42   1.43   3.64   4.02    4.3   4.77  10965    1.0
outl_loglike[140]   4.09  3.1e-3   0.47   2.92   3.87   4.15   4.38   4.84  23447    1.0
outl_loglike[141]   4.11  3.3e-3   0.46   2.98    3.9   4.16    4.4   4.84  19845    1.0
outl_loglike[142]   3.96  5.3e-3   0.66   2.32   3.76   4.09   4.34   4.81  15427    1.0
outl_loglike[143]   4.04  4.2e-3   0.54   2.69   3.84   4.12   4.37   4.82  16422    1.0
outl_loglike[144]   3.93  6.8e-3   0.79   2.13   3.74   4.08   4.34    4.8  13628    1.0
outl_loglike[145]   3.65    0.01   1.54   1.08   3.54   3.94   4.22    4.7  11387    1.0
outl_loglike[146]   3.51    0.02   1.91   0.25   3.45   3.89   4.18   4.66  12975    1.0
outl_loglike[147]   4.12  3.3e-3   0.46   3.01   3.91   4.17    4.4   4.85  19248    1.0
outl_loglike[148]   3.55    0.01   1.11   1.31    3.4   3.76   4.04   4.52  12280    1.0
outl_loglike[149]   3.36  7.0e-3   0.82   1.52   3.17   3.52   3.79   4.28  13854    1.0
outl_loglike[150]   3.67    0.01   1.32   1.35   3.53   3.92   4.19   4.67  12833    1.0
outl_loglike[151]   3.49  7.1e-3   0.83   1.62    3.3   3.65   3.92    4.4  13672    1.0
outl_loglike[152]   3.19  4.6e-3   0.58   1.76   2.98   3.28   3.54   4.02  15957    1.0
outl_loglike[153]   4.13  3.1e-3   0.44   3.08   3.92   4.17    4.4   4.85  20361    1.0
outl_loglike[154]   3.94  5.6e-3   0.72   2.21   3.74   4.07   4.33   4.79  16457    1.0
outl_loglike[155]   3.64    0.01   1.18   1.44   3.48   3.86   4.13   4.62  11095    1.0
outl_loglike[156]   3.58  6.2e-3   1.06   0.93   3.25   3.86   4.21   4.74  28812    1.0
outl_loglike[157]   3.33    0.02   2.24   -0.9   3.32   3.79   4.09   4.58  12103    1.0
outl_loglike[158]   3.19  6.0e-3   0.79   1.28   2.99   3.34   3.62    4.1  17248    1.0
outl_loglike[159]    4.0  4.9e-3   0.61   2.46    3.8   4.11   4.36   4.81  15578    1.0
outl_loglike[160]    3.9  3.3e-3    0.6   2.38   3.63   4.01   4.29   4.77  33882    1.0
outl_loglike[161]   3.84  8.9e-3    1.0   1.78   3.66   4.04   4.31   4.78  12496    1.0
outl_loglike[162]   3.83  8.6e-3   0.97   1.76   3.66   4.02   4.29   4.77  12623    1.0
outl_loglike[163]   3.66    0.01   1.14   1.41    3.5   3.88   4.15   4.64  12473    1.0
outl_loglike[164]    3.6  3.5e-3   0.75   1.77   3.24   3.74   4.11   4.66  44836    1.0
outl_loglike[165]    4.2  2.3e-3   0.35   3.45   3.99   4.21   4.43   4.87  24289    1.0
outl_loglike[166]   3.11  4.2e-3   0.56   1.71    2.9    3.2   3.45   3.93  18007    1.0
outl_loglike[167]   3.52    0.01   1.29   1.16   3.38   3.76   4.04   4.53  10061    1.0
outl_loglike[168]   3.45  4.0e-3   0.86   1.34   3.05   3.63   4.04   4.62  45368    1.0
outl_loglike[169]   3.91  5.6e-3    0.8   2.07   3.72   4.07   4.33   4.81  20141    1.0
outl_loglike[170]   3.89  3.2e-3   0.61   2.38   3.61    4.0   4.29   4.77  35207    1.0
outl_loglike[171]   3.79    0.01   1.18   1.52   3.64   4.02   4.29   4.77  13501    1.0
outl_loglike[172]   4.14  3.4e-3   0.43   3.12   3.94   4.18   4.41   4.85  16188    1.0
outl_loglike[173]   4.15  3.0e-3   0.41    3.2   3.95   4.19   4.41   4.85  18361    1.0
outl_loglike[174]   3.67    0.01   1.19   1.44   3.52    3.9   4.17   4.65  11971    1.0
outl_loglike[175]   3.62    0.01   1.22   1.28   3.47   3.86   4.14   4.62  13291    1.0
outl_loglike[176]   4.03  2.9e-3    0.5   2.79    3.8    4.1   4.35   4.82  30180    1.0
outl_loglike[177]   3.83    0.01   1.11   1.75   3.66   4.04   4.31   4.78  10714    1.0
outl_loglike[178]   3.85  8.9e-3   1.02   1.85   3.68   4.04   4.31   4.78  13259    1.0
outl_loglike[179]   3.85    0.01   0.98   1.86   3.68   4.04   4.31   4.78   8157    1.0
outl_loglike[180]   3.91  5.2e-3   0.74   2.16   3.71   4.05   4.31   4.78  20317    1.0
outl_loglike[181]   4.29  2.1e-3    0.3   3.73   4.09   4.28   4.48    4.9  21300    1.0
outl_loglike[182]   3.86  8.4e-3   0.96   1.88   3.68   4.04   4.31   4.79  12997    1.0
outl_loglike[183]   4.18  2.3e-3   0.36    3.4   3.97    4.2   4.42   4.86  24501    1.0
outl_loglike[184]   3.58    0.02   1.73    0.8   3.49   3.91   4.19   4.67  11557    1.0
outl_loglike[185]    3.8    0.01   1.11   1.71   3.64   4.01   4.28   4.75  12043    1.0
outl_loglike[186]   3.38  7.8e-3   0.85   1.42    3.2   3.55   3.82    4.3  12101    1.0
outl_loglike[187]   3.43  7.9e-3   0.88   1.44   3.24    3.6   3.87   4.37  12497    1.0
outl_loglike[188]    3.2  6.1e-3    0.8   1.27    3.0   3.36   3.64   4.13  17309    1.0
outl_loglike[189]   3.68    0.01   1.18   1.36   3.52   3.91   4.18   4.66  11611    1.0
outl_loglike[190]   4.03  3.9e-3   0.55   2.62   3.83   4.12   4.37   4.82  19940    1.0
outl_loglike[191]   3.74    0.01   1.24   1.51    3.6   3.98   4.25   4.72  11187    1.0
outl_loglike[192]    4.2  2.5e-3   0.37   3.37   3.99   4.22   4.44   4.87  21655    1.0
outl_loglike[193]   3.84  9.0e-3    1.0   1.75   3.66   4.04   4.31   4.79  12403    1.0
outl_loglike[194]   3.62    0.01   1.35   1.19   3.49   3.88   4.16   4.64  11646    1.0
outl_loglike[195]   3.93  4.0e-3   0.66   2.25   3.71   4.06   4.33    4.8  26567    1.0
outl_loglike[196]   3.49    0.02   2.22   0.05   3.48   3.92    4.2   4.69   9871    1.0
outl_loglike[197]   3.88  4.9e-3   0.75   1.93   3.65   4.05   4.32    4.8  23052    1.0
outl_loglike[198]   4.09  3.5e-3   0.48   2.92   3.89   4.15   4.39   4.83  19075    1.0
outl_loglike[199]   4.24  1.9e-3   0.31   3.64   4.03   4.23   4.44   4.87  26198    1.0
outl_loglike[200]   3.85  8.7e-3   1.01    1.8   3.68   4.05   4.32   4.79  13649    1.0
outl_loglike[201]   3.93  4.3e-3   0.69   2.22   3.71   4.07   4.34   4.81  25578    1.0
outl_loglike[202]   3.75    0.01   1.44   1.29   3.62   4.03    4.3   4.78  12310    1.0
outl_loglike[203]   3.95  5.6e-3   0.71   2.21   3.75   4.09   4.35   4.82  16329    1.0
outl_loglike[204]    3.7  6.6e-3   1.03    1.2   3.43   3.95   4.27   4.76  24221    1.0
outl_loglike[205]   3.59  9.0e-3   1.03   1.51   3.43   3.79   4.06   4.55  13145    1.0
outl_loglike[206]   4.17  2.2e-3   0.34    3.5   3.95   4.17   4.39   4.84  24580    1.0
outl_loglike[207]   3.91  7.1e-3   0.82   1.97   3.72   4.07   4.34   4.81  13449    1.0
outl_loglike[208]   3.74    0.01   1.12    1.6   3.58   3.96   4.23   4.71  11429    1.0
outl_loglike[209]   3.85  8.7e-3   1.04   1.85   3.68   4.04   4.31   4.78  14307    1.0
outl_loglike[210]   3.74    0.01   1.16   1.56   3.58   3.96   4.23   4.71  13105    1.0
outl_loglike[211]   3.96  3.2e-3   0.57   2.52   3.72   4.06   4.32    4.8  30793    1.0
outl_loglike[212]   3.83  9.2e-3   1.01   1.78   3.66   4.03    4.3   4.77  12053    1.0
outl_loglike[213]   3.45  9.0e-3   1.04   1.26   3.28   3.66   3.94   4.41  13134    1.0
outl_loglike[214]   3.71    0.01   1.26   1.46   3.57   3.96   4.23   4.71  11827    1.0
outl_loglike[215]   3.92  7.4e-3   0.83   2.04   3.73   4.08   4.34   4.81  12447    1.0
outl_loglike[216]   4.21  2.3e-3   0.35   3.49   4.01   4.22   4.44   4.87  23313    1.0
outl_loglike[217]   3.52    0.01   1.71  -0.39   3.37   3.94   4.26   4.76  17129    1.0
outl_loglike[218]   3.75    0.01   1.12   1.64   3.58   3.96   4.23   4.71  12121    1.0
outl_loglike[219]   4.16  2.7e-3   0.41   3.22   3.95   4.19   4.42   4.86  22195    1.0
outl_loglike[220]   3.17  4.8e-3   0.64   1.62   2.96   3.28   3.54   4.02  17571    1.0
outl_loglike[221]   3.92  4.2e-3   0.68   2.22   3.69   4.06   4.33   4.81  25676    1.0
outl_loglike[222]   3.86  8.8e-3   0.99    1.9   3.69   4.05   4.31   4.79  12649    1.0
outl_loglike[223]   3.84  9.5e-3   1.05   1.78   3.68   4.04    4.3   4.78  12212    1.0
outl_loglike[224]   3.84  8.8e-3   0.98   1.77   3.66   4.02   4.29   4.76  12358    1.0
outl_loglike[225]    4.2  2.6e-3   0.36   3.42    4.0   4.22   4.43   4.88  19446    1.0
outl_loglike[226]   3.28    0.01   1.65  -1.06   2.96   3.74   4.16   4.72  20563    1.0
outl_loglike[227]    4.0  4.7e-3    0.6    2.5    3.8   4.11   4.36   4.82  16530    1.0
outl_loglike[228]   3.91  6.9e-3   0.84   2.05   3.72   4.07   4.34   4.81  14568    1.0
outl_loglike[229]   3.96  5.1e-3   0.69    2.3   3.76   4.09   4.34   4.81  18602    1.0
outl_loglike[230]   4.31  2.0e-3   0.29   3.79   4.11    4.3    4.5   4.91  21663    1.0
outl_loglike[231]   3.56    0.01   1.24   1.31   3.41    3.8   4.07   4.55  12114    1.0
outl_loglike[232]   3.59    0.01   1.38   1.09   3.46   3.85   4.14   4.61  11213    1.0
outl_loglike[233]   3.21  5.6e-3   0.69   1.48   3.01   3.34    3.6    4.1  15193    1.0
outl_loglike[234]   3.43    0.02   2.63  -1.19   3.47   3.95   4.24   4.74  13393    1.0
outl_loglike[235]    3.5  9.9e-3   1.14   1.17   3.33   3.73    4.0   4.49  13303    1.0
outl_loglike[236]   3.82  8.1e-3   1.06   1.61   3.64   4.04   4.32   4.79  17006    1.0
outl_loglike[237]   3.24  4.9e-3   0.61   1.72   3.02   3.34    3.6   4.08  15426    1.0
outl_loglike[238]   3.92  5.9e-3   0.78   2.09   3.72   4.07   4.34   4.81  17636    1.0
outl_loglike[239]   4.27  1.9e-3    0.3   3.71   4.07   4.26   4.46   4.89  25314    1.0
outl_loglike[240]   3.87  7.8e-3   0.92   1.85   3.69   4.05   4.32   4.78  13944    1.0
outl_loglike[241]   3.85  7.8e-3   0.93   1.77   3.67   4.04   4.32   4.79  14275    1.0
outl_loglike[242]   3.77    0.01   1.16   1.57   3.61    4.0   4.27   4.74  11574    1.0
outl_loglike[243]   3.77    0.01   1.25   1.48   3.62   4.01   4.28   4.76  12607    1.0
outl_loglike[244]   3.91  6.5e-3   0.81   2.04   3.72   4.07   4.34    4.8  15521    1.0
outl_loglike[245]   4.25  2.3e-3   0.33    3.6   4.04   4.25   4.46   4.89  19932    1.0
outl_loglike[246]   3.77    0.01    1.3    1.4   3.62   4.03    4.3   4.79  14460    1.0
outl_loglike[247]   3.79  9.9e-3   1.15    1.6   3.63   4.01   4.29   4.76  13536    1.0
outl_loglike[248]   3.28  3.9e-3    0.8   1.42   2.83   3.39   3.85   4.51  42799    1.0
outl_loglike[249]   3.79    0.01   1.09   1.59   3.64   4.01   4.28   4.76  10818    1.0
outl_loglike[250]    2.3  7.8e-3   1.52  -1.66   1.64   2.62   3.34   4.27  38027    1.0
outl_loglike[251]   3.65    0.01   1.37    1.3   3.51   3.91   4.19   4.67  11622    1.0
outl_loglike[252]   4.21  2.1e-3   0.33   3.55    4.0   4.21   4.43   4.86  24996    1.0
outl_loglike[253]   3.29  9.2e-3   1.06   0.99   3.12   3.51   3.79   4.28  13234    1.0
outl_loglike[254]   3.43  8.8e-3   0.95   1.35   3.26   3.62   3.89   4.38  11804    1.0
outl_loglike[255]   4.05  3.4e-3   0.51   2.79   3.84   4.13   4.37   4.83  22712    1.0
outl_loglike[256]   3.92  6.0e-3   0.78   2.11   3.73   4.07   4.33   4.81  16832    1.0
outl_loglike[257]   3.85  5.6e-3   0.81   1.82   3.63   4.03   4.31   4.78  20826    1.0
outl_loglike[258]    3.5    0.01   1.32   1.12   3.37   3.75   4.03   4.52  11848    1.0
outl_loglike[259]   3.73  3.3e-3    0.6   2.33    3.4   3.81   4.14   4.69  32772    1.0
