# FITOPT: ->FITOPT000
# FITOPT:	 NONE
# ----------------------------------------
NVAR: 34
VARNAMES:  CID IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB PIa DISTCORR
# VERSION_SNANA		 = v10_45j
# TABLE NAME: FITRES
#

SN: psc070459 15 0 NULL 1 0.5312 0.0010 0.5312 0.0010 0.0000 0.0000 11.7450 0.0895 8.4138 7.3465 4.4732 55425.1 0.6 -1.70564e+00 5.76500e-01 -1.11301e-01 5.76148e-02 2.29999e+01 6.14315e-02 1.19449e-05 6.75849e-07 4.00780e-03 -2.19932e-07 -8.89110e-09 67 72.0026 0.3469 1.0000 -0.0579
SN: psc070470 15 0 NULL 1 0.3517 0.0010 0.3517 0.0010 0.0000 0.0000 9.5280 0.3605 28.3228 19.7615 18.2431 55429.8 0.2 1.35730e+00 2.40600e-01 4.22912e-03 2.91426e-02 2.18726e+01 3.59383e-02 3.21307e-05 1.06354e-06 8.18686e-04 -1.13124e-07 -2.34948e-08 56 57.9210 0.4411 1.0000 -0.0049
SN: psc070472 15 0 NULL 1 0.6666 0.0010 0.6666 0.0010 0.0000 0.0000 11.4880 0.3050 8.8578 4.8433 4.6350 55422.3 1.1 1.29300e-01 9.63300e-01 1.12600e-01 9.74367e-02 2.33229e+01 8.20302e-02 8.89210e-06 6.71821e-07 1.05877e-02 -4.74481e-07 -1.38842e-08 44 36.6273 0.8086 -99.0000 -0.0604
SN: psc070515 15 0 NULL 1 0.4738 0.0010 0.4738 0.0010 0.0000 0.0000 9.4700 0.1230 16.1524 13.9116 13.4804 55423.8 0.6 7.62500e-01 4.72500e-01 -4.89756e-03 3.59412e-02 2.24877e+01 4.16376e-02 1.88065e-05 7.21221e-07 1.11686e-03 -1.87966e-07 -1.42566e-08 55 48.2093 0.7610 1.0000 -0.0385
SN: psc070530 15 0 NULL 1 0.3194 0.0010 0.3194 0.0010 0.0000 0.0000 11.4620 0.0465 10.9460 10.1327 8.0979 55402.7 1.8 -2.71822e+00 3.99100e-01 -2.37676e-01 1.00400e-01 2.15020e+01 1.90800e-01 4.49906e-05 7.90429e-06 -2.46975e-03 1.63261e-07 -7.18567e-07 35 38.7005 0.3487 1.0000 0.0002
SN: psc070567 15 0 NULL 1 0.1690 0.0010 0.1690 0.0010 0.0000 0.0000 11.4230 0.0290 42.7527 24.5813 20.8487 55438.4 0.1 2.00000e-01 1.56800e-01 -6.67217e-02 2.87049e-02 1.98980e+01 3.80524e-02 1.95627e-04 6.85627e-06 5.48086e-04 -3.06884e-07 -1.53079e-07 39 46.5993 0.2193 -99.0000 0.0084
SN: psc070611 15 0 NULL 1 0.1477 0.0010 0.1477 0.0010 0.0000 0.0000 9.7330 0.7180 22.0448 19.2218 15.3703 55437.2 0.4 1.58340e+00 4.42900e-01 2.05200e-01 3.63902e-02 2.14096e+01 4.69006e-02 4.85625e-05 2.09776e-06 6.12581e-03 -5.13911e-07 -6.27742e-08 21 44.1855 0.0034 -99.0000 0.0096
SN: psc070612 15 0 NULL 1 0.5536 0.0010 0.5536 0.0010 0.0000 0.0000 11.6260 0.2620 10.1870 6.3028 5.2142 55423.9 0.9 -3.32191e-01 7.65600e-01 -1.11050e-02 7.65121e-02 2.33713e+01 7.65689e-02 8.53058e-06 6.01598e-07 1.22193e-02 -3.17750e-07 -2.08686e-08 41 29.9246 0.8996 0.9940 -0.0637
SN: psc070614 15 0 NULL 1 0.7484 0.0010 0.7484 0.0010 0.0000 0.0000 10.2850 0.3155 13.9857 9.0556 3.5632 55419.2 1.3 -9.03265e-01 7.33500e-01 -1.71652e-01 9.35901e-02 2.35984e+01 6.03724e-02 6.81253e-06 3.78811e-07 7.08674e-03 -9.53104e-08 9.70107e-09 44 45.1994 0.4636 0.9917 -0.0467
SN: psc070719 15 0 NULL 1 0.6082 0.0010 0.6082 0.0010 0.0000 0.0000 10.4950 0.3035 10.6183 5.6773 4.4651 55422.8 0.7 -5.33888e-01 8.89400e-01 -9.07633e-02 6.69265e-02 2.33430e+01 7.78142e-02 8.87104e-06 6.35784e-07 -7.04877e-03 -3.96895e-07 -7.98061e-10 58 49.0386 0.8191 0.9997 -0.0779
SN: psc070985 15 0 NULL 1 0.4443 0.0010 0.4443 0.0010 0.0000 0.0000 11.4770 0.1210 11.5357 8.6719 8.0038 55439.7 0.7 1.88800e-01 5.91700e-01 -6.21418e-02 4.26736e-02 2.23256e+01 5.47863e-02 2.16101e-05 1.09045e-06 6.42494e-03 -4.21105e-07 -2.33421e-08 54 52.3425 0.5768 1.0000 -0.0272
SN: psc070986 15 0 NULL 1 0.3436 0.0010 0.3436 0.0010 0.0000 0.0000 9.1410 0.2845 25.8065 20.3654 18.2828 55442.0 0.3 3.08285e-02 2.34600e-01 -6.53317e-02 2.84022e-02 2.17558e+01 3.66485e-02 3.57366e-05 1.20627e-06 1.61722e-03 -1.11894e-07 -2.68411e-08 55 57.8042 0.4084 1.0000 -0.0036
SN: psc071007 15 0 NULL 1 0.4827 0.0010 0.4827 0.0010 0.0000 0.0000 11.0440 0.3115 10.1271 7.5376 6.3674 55437.2 1.1 2.31000e-01 8.98400e-01 1.41900e-01 5.73424e-02 2.32280e+01 8.55244e-02 9.53988e-06 7.51465e-07 1.28321e-02 -5.05915e-07 -2.57771e-08 68 79.8725 0.1744 0.9999 -0.0419
SN: psc071011 15 0 NULL 1 0.4582 0.0010 0.4582 0.0010 0.0000 0.0000 11.2170 0.2130 23.4242 21.0016 13.7449 55440.3 0.3 7.38900e-01 2.79400e-01 -1.84018e-01 2.84902e-02 2.17175e+01 4.22440e-02 3.80174e-05 1.47919e-06 1.13791e-03 -1.60089e-07 -2.61115e-08 61 78.9928 0.0716 1.0000 -0.0325
SN: psc071032 15 0 NULL 1 0.2838 0.0010 0.2838 0.0010 0.0000 0.0000 11.3140 0.0470 23.7728 13.2177 9.7272 55449.0 0.4 -4.95785e-01 3.96800e-01 -1.73052e-01 3.34755e-02 2.12596e+01 4.58507e-02 5.61038e-05 2.36926e-06 2.51507e-03 -2.89058e-07 -4.98237e-08 54 86.1675 0.0046 1.0000 0.0029
SN: psc071060 15 0 NULL 1 0.1810 0.0010 0.1810 0.0010 0.0000 0.0000 9.6790 0.1050 20.6373 13.7331 13.0276 55443.1 0.0 -2.79141e+00 6.27600e-01 4.40814e-02 3.96163e-02 2.13721e+01 4.23192e-02 5.03524e-05 1.96261e-06 3.77120e-03 -3.54069e-07 -5.71308e-08 17 23.0959 0.1869 -99.0000 0.0078
SN: psc071113 15 0 NULL 1 0.4918 0.0010 0.4918 0.0010 0.0000 0.0000 11.3120 0.2810 7.5773 6.6767 5.5570 55432.9 0.9 -8.98955e-01 7.39100e-01 3.44446e-02 7.56618e-02 2.30512e+01 8.54172e-02 1.12638e-05 8.86147e-07 1.52971e-02 -4.52744e-07 -3.67595e-08 40 29.1758 0.9165 0.9316 -0.0454
SN: psc071245 15 0 NULL 1 0.4791 0.0010 0.4791 0.0010 0.0000 0.0000 11.5700 0.2195 12.4239 11.9538 6.6942 55440.2 0.8 4.64500e-01 5.84600e-01 1.13424e-02 5.53242e-02 2.29005e+01 7.00522e-02 1.28827e-05 8.31200e-07 4.81117e-03 -2.54420e-07 -2.78485e-08 65 66.2910 0.4668 1.0000 -0.0405
SN: psc080012 15 0 NULL 1 0.5231 0.0010 0.5231 0.0010 0.0000 0.0000 10.8580 0.2950 20.7717 9.2473 8.2209 55444.3 0.7 8.63800e-01 5.40200e-01 -2.64241e-03 4.89395e-02 2.28879e+01 5.33529e-02 1.32177e-05 6.49516e-07 7.35668e-03 -1.84917e-07 -2.03742e-08 66 70.4500 0.3630 0.9938 -0.0558
SN: psc080015 15 0 NULL 1 0.3005 0.0010 0.3005 0.0010 0.0000 0.0000 10.1140 0.1615 21.5048 17.1532 11.8911 55449.1 0.7 3.97500e-01 6.94300e-01 1.54700e-01 3.57273e-02 2.21130e+01 4.38972e-02 2.55840e-05 1.03438e-06 1.02162e-02 -3.06973e-07 -3.10841e-08 23 26.2920 0.3385 1.0000 0.0021
SN: psc080023 15 0 NULL 1 0.4582 0.0010 0.4582 0.0010 0.0000 0.0000 10.9970 0.0780 9.8019 8.9008 5.4049 55448.5 0.6 -1.09696e+00 2.85800e-01 1.77700e-01 5.51300e-01 2.31319e+01 2.53100e-01 1.03334e-05 2.40899e-06 1.53387e-03 -3.86415e-08 -2.75670e-08 51 49.4533 0.5746 0.9620 -0.0325
SN: psc080028 15 0 NULL 1 0.2767 0.0010 0.2767 0.0010 0.0000 0.0000 11.8800 0.0030 25.9173 16.8144 16.2286 55448.1 0.3 -1.23577e+00 3.82400e-01 3.57393e-02 3.11027e-02 2.15251e+01 4.10376e-02 4.39234e-05 1.66018e-06 2.54905e-03 -2.19134e-07 -3.85688e-08 48 70.8683 0.0221 1.0000 0.0032
SN: psc080034 15 0 NULL 1 0.5357 0.0010 0.5357 0.0010 0.0000 0.0000 11.9090 0.0105 6.9337 5.6466 4.2887 55433.7 0.9 -1.27572e+00 7.67200e-01 4.67288e-02 7.92101e-02 2.33491e+01 8.73826e-02 8.66885e-06 6.97689e-07 7.01048e-03 -3.32491e-07 -1.81121e-08 64 94.7732 0.0094 0.9843 -0.0590
SN: psc080048 15 0 NULL 1 0.3214 0.0010 0.3214 0.0010 0.0000 0.0000 11.4710 0.0595 12.2979 11.7834 11.3458 55442.0 0.3 -1.63563e+00 3.18200e-01 -4.18006e-02 4.47381e-02 2.17292e+01 5.75372e-02 3.65061e-05 1.93459e-06 5.38185e-03 -3.21737e-07 -6.91445e-08 54 54.6984 0.4861 1.0000 -0.0001
SN: psc080087 15 0 NULL 1 0.3439 0.0010 0.3439 0.0010 0.0000 0.0000 10.7330 0.0450 16.2988 13.7877 7.4266 55442.1 0.6 -3.01535e-02 7.46300e-01 2.25800e-01 5.27614e-02 2.28612e+01 6.31366e-02 1.29114e-05 7.50810e-07 1.36388e-02 -2.72891e-07 -3.31247e-08 31 38.9273 0.1861 -99.0000 -0.0036
SN: psc080098 15 0 NULL 1 0.3417 0.0010 0.3417 0.0010 0.0000 0.0000 10.3450 0.3445 12.2171 10.3882 8.1630 55451.9 0.6 -6.32153e-01 5.37700e-01 1.55800e-01 4.82581e-02 2.23700e+01 6.32086e-02 2.02911e-05 1.18129e-06 6.79761e-03 -2.65218e-07 -4.48830e-08 51 46.2062 0.7001 1.0000 -0.0033
SN: psc080146 15 0 NULL 1 0.4563 0.0010 0.4563 0.0010 0.0000 0.0000 10.1910 0.1595 19.5674 17.4964 9.8420 55449.8 0.6 6.03200e-01 5.22600e-01 -6.56844e-02 3.58184e-02 2.23500e+01 3.60623e-02 2.12187e-05 7.04773e-07 -1.96241e-03 -1.57713e-07 -1.21121e-08 51 33.1764 0.9805 1.0000 -0.0318
SN: psc080238 15 0 NULL 1 0.7004 0.0010 0.7004 0.0010 0.0000 0.0000 9.8020 0.2240 8.9220 4.9989 4.2485 55451.1 1.0 -9.24833e-01 6.24200e-01 -2.46636e-01 5.53890e-02 2.32974e+01 7.75330e-02 9.01381e-06 6.43681e-07 5.12443e-03 -1.79471e-07 2.94489e-09 54 42.1206 0.8988 0.9093 -0.0497
SN: psc080241 15 0 NULL 1 0.3073 0.0010 0.3073 0.0010 0.0000 0.0000 10.8210 0.0995 20.7627 19.4879 18.8323 55456.2 0.3 3.19400e-01 2.79000e-01 -2.28562e-02 2.91367e-02 2.16055e+01 3.56543e-02 4.08384e-05 1.34109e-06 8.31511e-04 -1.36212e-07 -2.77899e-08 50 55.1200 0.3217 1.0000 0.0018
SN: psc080252 15 0 NULL 1 0.5117 0.0010 0.5117 0.0010 0.0000 0.0000 9.5150 0.2110 11.3781 9.2530 8.8604 55451.1 0.8 -5.84516e-01 6.49000e-01 -7.02277e-02 4.34175e-02 2.28489e+01 4.82232e-02 1.36639e-05 6.06885e-07 2.96262e-04 -2.16136e-07 -1.10557e-08 54 44.4473 0.8447 0.9999 -0.0528
SN: psc080257 15 0 NULL 1 0.1868 0.0010 0.1868 0.0010 0.0000 0.0000 11.4100 0.0070 14.4839 13.0867 9.6417 55435.9 0.1 3.96800e-01 6.99900e-01 1.66000e-01 6.31954e-02 2.10833e+01 1.01600e-01 6.57180e-05 6.15236e-06 2.87609e-02 -3.60469e-06 -3.38395e-07 25 32.8747 0.1658 -99.0000 0.0075
SN: psc080261 15 0 NULL 1 0.1277 0.0010 0.1277 0.0010 0.0000 0.0000 7.9790 0.8585 77.5702 74.5485 59.9961 55435.8 0.4 2.58900e-01 1.25600e-01 -1.12285e-01 2.79481e-02 1.91009e+01 4.57845e-02 4.06805e-04 1.71546e-05 5.98814e-04 -6.00231e-07 -3.94111e-07 25 30.3981 0.2514 -99.0000 0.0106
SN: psc080295 15 0 NULL 1 0.6237 0.0010 0.6237 0.0010 0.0000 0.0000 9.8160 0.6550 13.3763 8.7922 6.8508 55452.1 0.4 1.18350e+00 7.34400e-01 -1.97841e-03 5.56691e-02 2.31430e+01 4.90822e-02 1.06276e-05 4.80436e-07 5.78548e-04 -2.15677e-07 -6.42388e-09 59 51.7152 0.7681 1.0000 -0.0741
SN: psc080296 15 0 NULL 1 0.5001 0.0010 0.5001 0.0010 0.0000 0.0000 11.7440 0.3035 14.0082 12.1509 9.7900 55448.5 0.7 1.06200e-01 5.39700e-01 -1.25222e-01 4.03110e-02 2.25310e+01 4.34430e-02 1.82403e-05 7.29841e-07 2.75155e-03 -2.20294e-07 -1.39226e-08 56 69.3537 0.1083 0.9992 -0.0486
SN: psc080343 15 0 NULL 1 0.4503 0.0010 0.4503 0.0010 0.0000 0.0000 9.5470 0.4985 15.1507 13.9684 7.5403 55442.0 0.5 1.17440e+00 5.96900e-01 -8.51264e-02 4.31928e-02 2.24031e+01 5.17168e-02 2.01638e-05 9.60462e-07 5.09958e-03 -3.33062e-07 -2.52981e-08 46 53.2837 0.2453 0.9761 -0.0295
SN: psc080363 15 0 NULL 1 0.3166 0.0010 0.3166 0.0010 0.0000 0.0000 11.1410 0.1330 12.2434 12.0159 10.4283 55448.6 0.8 -1.28800e-02 5.30800e-01 2.33600e-01 4.44239e-02 2.20988e+01 5.63815e-02 2.59547e-05 1.34781e-06 3.65979e-03 -1.84250e-07 -5.14755e-08 46 34.6598 0.9090 1.0000 0.0007
SN: psc080438 15 0 NULL 1 0.4184 0.0010 0.4184 0.0010 0.0000 0.0000 10.6680 0.2000 13.6189 13.1942 9.0475 55460.3 0.4 -1.04850e-01 4.23300e-01 -3.48951e-02 3.85177e-02 2.23328e+01 4.76949e-02 2.12724e-05 9.34469e-07 1.14613e-03 -2.19981e-07 -2.00060e-08 55 50.8918 0.6681 1.0000 -0.0173
SN: psc080546 15 0 NULL 1 0.6129 0.0010 0.6129 0.0010 0.0000 0.0000 9.8490 0.3705 12.6077 10.6949 8.0275 55448.6 0.7 1.98900e+00 6.43000e-01 -1.67714e-01 4.19098e-02 2.30320e+01 4.84982e-02 1.18091e-05 5.27493e-07 7.91079e-03 -2.24322e-07 -7.13867e-09 63 59.6359 0.6314 1.0000 -0.0775
SN: psc080554 15 0 NULL 1 0.6086 0.0010 0.6086 0.0010 0.0000 0.0000 10.7380 0.3250 10.0207 8.2931 6.4974 55450.9 1.1 -3.38279e-03 8.50400e-01 -6.00036e-02 1.35601e-02 2.32559e+01 5.68687e-02 9.61243e-06 5.03480e-07 6.84556e-03 -2.76505e-07 -7.33782e-09 59 51.9080 0.7320 0.8107 -0.0780
SN: psc080693 15 0 NULL 1 0.3478 0.0010 0.3478 0.0010 0.0000 0.0000 11.2870 0.1760 11.3930 7.8739 7.4723 55468.9 0.3 -7.99191e-01 4.90200e-01 1.23400e-01 6.60194e-02 2.25800e+01 8.47869e-02 1.67393e-05 1.30720e-06 3.20313e-03 -2.73347e-07 -6.85514e-08 38 35.5032 0.6302 0.9982 -0.0043
SN: psc080771 15 0 NULL 1 0.2611 0.0010 0.2611 0.0010 0.0000 0.0000 10.2180 0.2210 13.2345 12.3470 11.3981 55461.0 0.1 -2.81508e+00 3.22700e-01 2.73900e-01 5.02748e-02 2.24406e+01 6.64717e-02 1.88894e-05 1.15646e-06 4.48244e-03 -1.65510e-07 -4.66231e-08 50 75.1464 0.0155 -99.0000 0.0039
SN: psc080772 15 0 NULL 1 0.3575 0.0010 0.3575 0.0010 0.0000 0.0000 10.0170 0.1760 25.6700 24.7073 15.9324 55472.9 0.3 8.88600e-01 3.13700e-01 -7.00681e-02 3.06382e-02 2.17904e+01 3.98545e-02 3.46869e-05 1.27326e-06 2.78831e-03 -2.21718e-07 -3.00126e-08 46 39.8028 0.7625 1.0000 -0.0058
SN: psc090072 15 0 NULL 1 0.4032 0.0010 0.4032 0.0010 0.0000 0.0000 10.3950 0.1155 11.4419 8.2903 4.1450 55467.2 0.4 -1.05853e+00 6.50500e-01 2.91200e-01 1.35800e-01 2.27144e+01 1.76000e-01 1.49089e-05 2.41698e-06 7.94522e-03 -5.56817e-07 -2.96649e-07 24 14.8907 0.9439 -99.0000 -0.0130
SN: psc090097 15 0 NULL 1 0.4291 0.0010 0.4291 0.0010 0.0000 0.0000 11.7130 0.0180 19.6527 13.8147 9.3809 55481.1 0.7 1.82320e+00 5.88100e-01 -3.51630e-02 3.82220e-02 2.22564e+01 4.42984e-02 2.29077e-05 9.34642e-07 2.73095e-03 -2.59647e-07 -2.18128e-08 32 37.3589 0.2756 0.9977 -0.0214
SN: psc090107 15 0 NULL 1 0.2373 0.0010 0.2373 0.0010 0.0000 0.0000 11.6880 0.0310 17.0603 16.6997 14.1874 55474.3 0.4 -1.72234e+00 3.63000e-01 -1.13609e-01 4.10261e-02 2.11641e+01 4.87663e-02 6.11454e-05 2.74637e-06 2.20093e-03 -3.92805e-07 -8.04066e-08 25 29.3459 0.2956 -99.0000 0.0050
SN: psc090128 15 0 NULL 1 0.4311 0.0010 0.4311 0.0010 0.0000 0.0000 11.3990 0.2260 12.9267 12.7495 5.1563 55484.4 0.6 -7.08000e-01 5.84800e-01 -5.51596e-02 4.92446e-02 2.25941e+01 5.64171e-02 1.67964e-05 8.72776e-07 3.96418e-03 -2.87316e-07 -2.42704e-08 38 38.8566 0.4763 0.9969 -0.0221
SN: psc090130 15 0 NULL 1 0.1943 0.0010 0.1943 0.0010 0.0000 0.0000 9.9490 0.1025 7.1162 6.6078 5.3960 55464.6 0.5 -1.56149e+00 6.26700e-01 2.64400e-01 9.30846e-02 2.26050e+01 1.31500e-01 1.61868e-05 1.96002e-06 1.96697e-02 -7.01925e-07 -1.52808e-07 32 30.2167 0.6064 -99.0000 0.0071
SN: psc090147 15 0 NULL 1 0.3087 0.0010 0.3087 0.0010 0.0000 0.0000 10.4490 0.0715 18.6446 18.0014 10.9867 55486.6 0.1 -1.51107e-01 3.88800e-01 1.65200e-01 3.76906e-02 2.17909e+01 4.89187e-02 3.44273e-05 1.55115e-06 2.04338e-03 -3.32321e-07 -4.27918e-08 30 27.3992 0.6520 -99.0000 0.0018
SN: psc090179 15 0 NULL 1 0.3282 0.0010 0.3282 0.0010 0.0000 0.0000 11.6460 0.1090 6.4122 6.3887 5.6311 55483.5 0.9 -1.87155e+00 7.85800e-01 6.56613e-02 6.97480e-02 2.23093e+01 7.93957e-02 2.14168e-05 1.56613e-06 1.82477e-02 -5.41923e-07 -6.33734e-08 35 49.2402 0.0697 -99.0000 -0.0012
SN: psc090191 15 0 NULL 1 0.4166 0.0010 0.4166 0.0010 0.0000 0.0000 8.7700 0.7395 9.9625 9.5767 7.7202 55474.0 2.7 -7.97118e-01 7.92500e-01 -8.86621e-03 9.11766e-02 2.27480e+01 1.64400e-01 1.45028e-05 2.19562e-06 6.00014e-03 -1.44359e-07 -1.72484e-07 28 22.0592 0.8177 -99.0000 -0.0166
SN: psc090196 15 0 NULL 1 0.3297 0.0010 0.3297 0.0010 0.0000 0.0000 10.7460 0.1965 21.6085 19.0660 14.6752 55487.9 0.3 1.09740e+00 3.82200e-01 -5.62114e-03 3.41137e-02 2.16966e+01 4.64273e-02 3.76644e-05 1.61057e-06 4.64107e-03 -4.11205e-07 -4.08136e-08 34 38.7372 0.3047 1.0000 -0.0014
SN: psc090227 15 0 NULL 1 0.5496 0.0010 0.5496 0.0010 0.0000 0.0000 9.8270 0.5145 17.5240 12.5862 9.3924 55483.6 0.6 1.67600e+00 6.43900e-01 -1.90637e-01 3.99795e-02 2.27790e+01 4.86667e-02 1.47050e-05 6.59132e-07 5.24772e-03 -2.65441e-07 -1.13290e-08 34 37.3921 0.3598 -99.0000 -0.0627
SN: psc090256 15 0 NULL 1 0.1228 0.0010 0.1228 0.0010 0.0000 0.0000 10.7880 0.0340 22.9215 21.2539 17.3606 55477.0 0.4 -2.95769e+00 4.21100e-01 1.63900e-01 4.10414e-02 2.05813e+01 5.10925e-02 1.04017e-04 4.89481e-06 3.40507e-03 -8.08413e-07 -1.57240e-07 19 34.4294 0.0234 -99.0000 0.0109
SN: psc090638 15 0 NULL 1 0.2534 0.0010 0.2534 0.0010 0.0000 0.0000 11.3270 0.0530 25.5372 24.1849 23.0665 55493.8 0.3 -1.23408e+00 3.38500e-01 -4.61952e-02 3.49533e-02 2.13002e+01 5.02847e-02 5.39766e-05 2.49987e-06 4.96287e-03 -5.61920e-07 -7.05789e-08 32 33.7145 0.4328 1.0000 0.0043
SN: psc090746 15 0 NULL 1 0.2195 0.0010 0.2195 0.0010 0.0000 0.0000 11.2750 0.0990 17.5018 15.7845 13.7801 55500.0 0.6 -1.00543e+00 4.38000e-01 2.10300e-01 5.15261e-02 2.15544e+01 7.24495e-02 4.26519e-05 2.84609e-06 6.35679e-03 -6.76334e-07 -1.16955e-07 20 11.8640 0.9432 -99.0000 0.0058
SN: psc090966 15 0 NULL 1 0.5924 0.0010 0.5924 0.0010 0.0000 0.0000 9.5530 0.7295 8.5502 7.9151 5.3720 55492.7 0.1 -1.97142e+00 6.01900e-01 -5.60511e-02 9.11738e-02 2.29328e+01 8.40615e-02 1.28949e-05 9.98367e-07 1.60844e-02 -4.06952e-07 -4.60396e-08 29 22.3495 0.8410 -99.0000 -0.0738
SN: psc091437 15 0 NULL 1 0.4652 0.0010 0.4652 0.0010 0.0000 0.0000 9.6010 0.1565 15.8226 13.7589 10.6462 55494.4 0.7 2.02400e+00 7.64300e-01 1.66100e-01 4.29255e-02 2.25244e+01 6.73812e-02 1.81274e-05 1.12499e-06 7.80129e-03 -6.53508e-07 -3.09415e-08 34 28.5817 0.7700 1.0000 -0.0352
SN: psc091739 15 0 NULL 1 0.3731 0.0010 0.3731 0.0010 0.0000 0.0000 10.7990 0.2920 14.7925 14.0981 7.4392 55494.1 0.5 -1.01470e+00 5.76300e-01 2.00986e-02 5.08149e-02 2.23271e+01 7.29192e-02 2.12042e-05 1.42410e-06 1.14276e-02 -5.86865e-07 -5.56953e-08 34 29.4456 0.7330 1.0000 -0.0082
SN: psc091755 15 0 NULL 1 0.2241 0.0010 0.2241 0.0010 0.0000 0.0000 10.5190 0.1840 17.3011 12.6236 12.1353 55513.0 0.5 -8.77637e-02 5.14800e-01 2.19520e-02 5.20811e-02 2.10757e+01 6.13888e-02 6.62970e-05 3.74851e-06 1.11086e-02 -1.09212e-06 -1.54954e-07 18 43.6375 0.0011 -99.0000 0.0056
SN: psc100083 15 0 NULL 1 0.4033 0.0010 0.4033 0.0010 0.0000 0.0000 10.9900 0.0090 8.4315 7.0998 4.4365 55514.3 0.3 -1.35843e+00 7.28200e-01 -2.18524e-01 9.82258e-02 2.22589e+01 1.41500e-01 2.26799e-05 2.95642e-06 3.25249e-02 -1.47269e-06 -1.98754e-07 16 29.6431 0.0290 -99.0000 -0.0130
SN: psc100102 15 0 NULL 1 0.3708 0.0010 0.3708 0.0010 0.0000 0.0000 11.7430 0.0545 9.0483 8.1743 5.7253 55503.7 1.4 -1.53953e+00 8.10700e-01 -1.25882e-02 7.67609e-02 2.24869e+01 8.51502e-02 1.82982e-05 1.43506e-06 1.90335e-02 -4.64971e-07 -5.62652e-08 31 21.8834 0.9105 0.6765 -0.0079
SN: psc100116 15 0 NULL 1 0.4478 0.0010 0.4478 0.0010 0.0000 0.0000 10.1850 0.1735 17.1730 16.5651 10.4396 55512.4 0.7 4.41100e-01 6.58800e-01 -2.34764e-02 3.80911e-02 2.22630e+01 4.33688e-02 2.29182e-05 9.15449e-07 4.67496e-03 -2.72629e-07 -1.99168e-08 28 22.4786 0.7998 0.9983 -0.0285
SN: psc100121 15 0 NULL 1 0.3086 0.0010 0.3086 0.0010 0.0000 0.0000 10.7740 0.2065 12.9939 7.4881 5.6071 55510.2 0.8 -1.12260e+00 8.44500e-01 2.02200e-01 8.22000e-02 2.26670e+01 1.22600e-01 1.53638e-05 1.73503e-06 3.04600e-02 -6.68571e-07 -1.22615e-07 11 13.2444 0.3515 -99.0000 0.0018
SN: psc100142 15 0 NULL 1 0.4166 0.0010 0.4166 0.0010 0.0000 0.0000 10.8070 0.2915 11.4113 7.3862 5.3973 55516.3 0.6 -1.11462e+00 6.39400e-01 -2.15076e-01 9.49796e-02 2.18980e+01 1.17700e-01 3.17286e-05 3.43834e-06 4.11951e-02 -1.65138e-06 -2.66497e-07 13 14.5906 0.4067 0.9820 -0.0166
SN: psc100164 15 0 NULL 1 0.4049 0.0010 0.4049 0.0010 0.0000 0.0000 10.6120 0.3020 25.7194 11.9256 10.5559 55512.0 1.0 -1.15275e+00 9.38300e-01 5.08901e-02 5.28364e-02 2.26413e+01 6.06658e-02 1.59507e-05 8.91249e-07 1.95481e-02 -1.85003e-07 -3.51681e-08 20 29.4107 0.0800 0.8581 -0.0132
SN: psc100382 15 0 NULL 1 0.3796 0.0010 0.3796 0.0010 0.0000 0.0000 11.1330 0.3670 9.5960 8.8910 7.7273 55503.8 0.9 1.32000e-01 8.02200e-01 1.48000e-01 6.42615e-02 2.24662e+01 7.86627e-02 1.86735e-05 1.35291e-06 1.46444e-02 -5.00629e-07 -6.68675e-08 32 27.0214 0.7587 0.9469 -0.0093
SN: psc100417 15 0 NULL 1 0.4828 0.0010 0.4828 0.0010 0.0000 0.0000 10.7250 0.3170 7.8318 7.8257 7.1375 55518.6 0.2 -2.31977e+00 6.31300e-01 8.86194e-02 8.46480e-02 2.33526e+01 8.22840e-02 8.50564e-06 6.44612e-07 1.18550e-03 -1.99123e-07 -2.24833e-08 38 33.1612 0.7326 0.9833 -0.0419
SN: psc110014 15 0 NULL 1 0.3272 0.0010 0.3272 0.0010 0.0000 0.0000 11.5410 0.6095 8.8756 6.5172 5.4291 55519.4 0.7 -8.99382e-01 7.36200e-01 -1.29679e-01 8.69835e-02 2.16697e+01 1.33700e-01 3.85956e-05 4.75141e-06 3.18751e-02 -2.61969e-06 -3.03605e-07 11 5.9218 0.9200 -99.0000 -0.0010
SN: psc110022 15 0 NULL 1 0.5075 0.0010 0.5075 0.0010 0.0000 0.0000 11.3500 0.1265 7.7976 5.9803 5.0472 55536.9 0.3 -1.25341e+00 6.51500e-01 -6.29433e-02 9.69057e-02 2.26738e+01 9.26717e-02 1.60333e-05 1.36850e-06 2.27677e-02 -5.88285e-07 -5.87597e-08 45 43.0555 0.5963 0.9965 -0.0514
