# FITOPT: ->FITOPT000
# FITOPT:	 NONE
# ----------------------------------------
NVAR: 34
VARNAMES:  CID IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB PIa DISTCORR
# VERSION_SNANA		 = v10_45j
# TABLE NAME: FITRES
#

SN: 2008z 65 1 NULL 1 0.0218 0.0000 0.0213 0.0000 -155.5160 0.0000 9.1780 0.3100 66.2250 63.6944 54.9450 54515.6 0.1 1.02100e+00 9.53983e-02 1.18800e-01 2.74320e-02 1.61860e+01 3.16491e-02 5.99194e-03 1.74665e-04 -1.07147e-05 -3.66391e-06 -4.14771e-06 47 64.2218 0.0587 1.0000 0.0051
SN: 2008ac 65 1 NULL 1 0.0535 0.0000 0.0534 0.0000 -23.0192 0.0000 9.8400 0.0800 35.8423 28.6533 22.8832 54503.7 1.8 2.11400e-01 6.02200e-01 -3.36460e-02 5.03215e-02 1.75326e+01 1.03300e-01 1.76173e-03 1.67568e-04 -2.48519e-03 4.06843e-05 -6.71555e-06 7 4.3603 0.8232 1.0000 -0.0124
SN: 2008ar 65 1 NULL 1 0.0274 0.0000 0.0288 0.0000 416.4215 0.0000 10.4080 0.0520 65.3595 60.6059 58.1396 54534.7 0.1 2.01707e-02 7.07093e-02 -3.44688e-02 2.68310e-02 1.59941e+01 3.50231e-02 7.18359e-03 2.31724e-04 -1.10965e-04 -4.18562e-07 -5.08613e-06 40 28.3439 0.9163 1.0000 -0.0000
SN: 2008at 65 1 NULL 1 0.0351 0.0000 0.0352 0.0000 15.1536 0.0000 11.4590 3.3290 41.4937 21.3675 19.2307 54526.6 0.2 -1.54948e+00 1.49300e-01 2.46900e-01 4.46991e-02 1.73833e+01 7.25292e-02 2.00380e-03 1.33858e-04 -6.33133e-04 -2.29177e-06 -4.82433e-06 28 24.7192 0.6927 1.0000 -0.0029
SN: 2008bw 65 1 NULL 1 0.0328 0.0000 0.0335 0.0000 216.1265 0.0000 10.7230 3.9380 38.6100 27.0270 16.2338 54565.4 0.8 -1.54978e+00 2.50100e-01 -1.81505e-01 6.15200e-02 1.63502e+01 1.15400e-01 5.18568e-03 5.51139e-04 2.53199e-03 -6.47573e-05 -2.78964e-05 15 11.0733 0.8049 1.0000 -0.0022
SN: 2008by 65 1 NULL 1 0.0458 0.0000 0.0465 0.0000 200.2281 0.0000 8.5680 0.1030 44.8433 40.0000 35.9712 54575.0 1.0 4.78200e-01 3.08500e-01 -1.48079e-01 3.45379e-02 1.68439e+01 7.78120e-02 3.31361e-03 2.37478e-04 1.80491e-03 -1.14322e-05 -5.93570e-06 14 5.4734 0.9873 1.0000 -0.0097
SN: 2008bz 65 1 NULL 1 0.0614 0.0000 0.0612 0.0000 -74.4821 0.0000 11.0310 0.0160 33.6700 29.7618 18.5874 54577.9 0.9 3.65820e-02 3.79700e-01 -1.05421e-01 3.58494e-02 1.76664e+01 5.60478e-02 1.56095e-03 8.05794e-05 -2.44759e-03 1.18528e-05 -2.27181e-06 22 17.3498 0.7917 1.0000 -0.0149
SN: 2008cf 65 1 NULL 1 0.0469 0.0000 0.0471 0.0000 62.2831 0.0000 0.0000 0.0000 50.0000 43.1035 31.4464 54595.1 0.7 1.35310e+00 4.18700e-01 -1.07037e-01 3.06685e-02 1.67805e+01 4.74320e-02 3.51444e-03 1.53533e-04 -1.04538e-03 7.80351e-06 -3.57892e-06 19 6.8860 0.9948 1.0000 -0.0101
SN: 2008ds 65 1 NULL 1 0.0199 0.0000 0.0212 0.0000 377.4432 0.0000 10.3160 0.0480 66.2251 63.2911 46.5116 54652.6 0.7 1.33670e+00 4.19300e-01 -6.28275e-02 6.11783e-02 1.50760e+01 1.14200e-01 1.66534e-02 1.75165e-03 1.71219e-02 -5.23817e-04 -1.00431e-04 13 13.3261 0.5010 1.0000 0.0052
SN: 2008fr 65 1 NULL 1 0.0396 0.0000 0.0403 0.0000 207.1577 0.0000 8.8960 0.0750 56.1798 50.7615 46.5117 54732.6 0.3 5.66600e-01 1.13200e-01 -9.08551e-02 2.90111e-02 1.65610e+01 4.07745e-02 4.28109e-03 1.60775e-04 -6.82076e-04 3.11766e-06 -3.67422e-06 50 21.2653 0.9999 1.0000 -0.0049
SN: 2008gb 65 1 NULL 1 0.0364 0.0000 0.0386 0.0000 667.1536 0.0000 10.2680 4.4950 34.7221 34.1295 32.2581 54747.0 0.0 7.87952e-02 1.60400e-01 5.93204e-03 4.06622e-02 1.68409e+01 1.09000e-01 3.30605e-03 3.31890e-04 -5.81012e-04 2.42417e-06 -1.04755e-05 32 15.5979 0.9956 1.0000 -0.0042
SN: 2008gl 65 1 NULL 1 0.0330 0.0000 0.0331 0.0000 52.6341 0.0000 11.1250 0.4320 56.1798 53.1915 52.3562 54768.5 0.1 -1.45790e+00 9.83438e-02 -1.22607e-02 2.83880e-02 1.65600e+01 3.37590e-02 4.27401e-03 1.32893e-04 -1.00145e-04 -1.35611e-06 -3.11047e-06 29 14.0014 0.9914 1.0000 -0.0021
SN: 2008hm 65 1 NULL 1 0.0192 0.0000 0.0209 0.0000 490.7137 0.0000 9.9000 4.3390 55.5556 53.7636 40.4860 54805.2 0.1 2.23000e-01 1.00700e-01 1.02174e-02 5.87571e-02 1.54554e+01 2.20900e-01 1.17395e-02 2.38880e-03 -2.39185e-04 8.17931e-06 -1.31887e-04 51 53.3766 0.4211 1.0000 0.0055
SN: 2009d 65 1 NULL 1 0.0247 0.0000 0.0241 0.0000 -155.6730 0.0000 10.2850 3.9650 56.1798 52.6315 49.7513 54841.9 0.3 4.62400e-01 1.16900e-01 -3.81581e-02 2.94745e-02 1.54884e+01 4.52595e-02 1.14117e-02 4.75704e-04 -1.51575e-04 3.08896e-06 -1.14679e-05 43 35.0145 0.8314 1.0000 0.0032
SN: 2009ad 65 1 NULL 1 0.0283 0.0000 0.0284 0.0000 10.8107 0.0000 11.0160 3.5000 62.1116 57.1427 50.7614 54886.6 0.1 1.77400e-01 7.47479e-02 -4.68930e-02 3.07158e-02 1.59357e+01 6.64364e-02 7.57924e-03 4.63775e-04 -1.07491e-04 -2.32404e-07 -1.11609e-05 48 23.8185 0.9987 1.0000 0.0002
SN: 2009ds 65 1 NULL 1 0.0205 0.0000 0.0204 0.0000 -38.3438 0.0000 11.0880 2.9200 45.2488 43.8597 25.9741 54961.2 0.2 5.12300e-01 1.35400e-01 -2.49512e-02 3.12067e-02 1.52596e+01 4.25933e-02 1.40556e-02 5.51401e-04 -2.67874e-04 -7.00365e-06 -1.44065e-05 29 25.9043 0.6306 1.0000 0.0058
SN: 2008050 65 1 NULL 1 0.0470 0.0000 0.0471 0.0000 25.2251 0.0000 0.0000 0.0000 35.7141 30.7692 20.5761 54621.0 0.3 1.15140e+00 3.25700e-01 2.17682e-02 3.39373e-02 1.69146e+01 4.26963e-02 3.10608e-03 1.22146e-04 6.12636e-04 -1.12988e-05 -3.35759e-06 28 37.8241 0.1263 1.0000 -0.0101
SN: 2008051 65 1 NULL 1 0.0391 0.0000 0.0398 0.0000 224.9702 0.0000 0.0000 0.0000 57.1429 45.4545 37.0370 54616.7 0.4 7.69000e-01 1.38400e-01 -1.00740e-01 3.00884e-02 1.64014e+01 4.13584e-02 4.95786e-03 1.88857e-04 -3.45165e-04 1.61620e-06 -4.43357e-06 41 62.8550 0.0201 1.0000 -0.0046
SN: 2009kk 66 1 NULL 1 0.0124 0.0000 0.0122 0.0000 -69.2103 0.0000 10.2490 3.4420 60.2410 57.8034 41.1523 55126.8 0.3 -1.29105e+00 8.21122e-02 -8.24749e-02 3.55755e-02 1.44369e+01 8.30132e-02 2.99203e-02 2.28765e-03 1.18525e-04 4.32300e-06 -6.49026e-05 31 10.7526 0.9998 1.0000 0.0082
SN: 2009kq 66 1 NULL 1 0.0125 0.0000 0.0127 0.0000 73.0248 0.0000 10.1860 0.1040 69.4446 58.4798 50.2513 55155.2 0.2 -4.95293e-02 1.45400e-01 6.77645e-04 3.07646e-02 1.42657e+01 4.35226e-02 3.50335e-02 1.40434e-03 1.03065e-03 -7.81301e-05 -3.65443e-05 30 5.3381 1.0000 1.0000 0.0081
SN: 2009le 66 1 NULL 1 0.0170 0.0000 0.0176 0.0000 180.6158 0.0000 10.4520 3.4160 69.9301 62.4999 30.1205 55166.1 0.1 3.92029e-02 1.22400e-01 4.83479e-02 3.30817e-02 1.50497e+01 3.77986e-02 1.70394e-02 5.93204e-04 1.00464e-03 -3.26339e-05 -1.60641e-05 15 17.9729 0.3255 1.0000 0.0067
SN: 2009na 66 1 NULL 1 0.0221 0.0000 0.0217 0.0000 -122.7090 0.0000 10.5680 0.1410 58.1395 45.2489 44.2478 55202.0 0.1 -6.48373e-01 9.87771e-02 -1.44978e-02 2.83858e-02 1.55392e+01 3.44989e-02 1.08735e-02 3.45501e-04 2.62812e-05 -3.01620e-06 -8.07147e-06 31 37.0698 0.2465 1.0000 0.0049
SN: 2009nq 66 1 NULL 1 0.0153 0.0000 0.0157 0.0000 138.7044 0.0000 10.6670 0.5130 32.1543 29.2398 18.2150 55203.8 0.7 -4.18928e-01 7.58600e-01 4.83580e-02 4.78135e-02 1.50472e+01 9.21615e-02 1.70705e-02 1.44901e-03 8.65731e-03 -1.01201e-04 -5.22557e-05 15 0.4144 1.0000 1.0000 0.0072
SN: 2010a 66 1 NULL 1 0.0198 0.0000 0.0197 0.0000 -39.1199 0.0000 10.4910 0.1050 58.4794 49.7514 44.4444 55212.5 0.1 5.02700e-01 1.28600e-01 1.38900e-01 3.32570e-02 1.56100e+01 3.94278e-02 1.01755e-02 3.69518e-04 -5.29074e-04 -1.19628e-05 -9.82290e-06 18 18.1672 0.5113 1.0000 0.0061
SN: 2010h 66 1 NULL 1 0.0162 0.0000 0.0168 0.0000 169.9532 0.0000 11.0840 0.0150 65.3597 49.5050 18.8324 55215.5 0.3 -1.36228e+00 1.14300e-01 -1.07532e-01 4.29339e-02 1.48680e+01 5.70285e-02 2.01388e-02 1.05779e-03 5.36448e-04 -3.81662e-05 -3.83108e-05 11 4.1695 0.9802 1.0000 0.0069
SN: 2010y 66 1 NULL 1 0.0112 0.0000 0.0123 0.0000 311.4243 0.0000 10.5990 0.0470 61.3497 57.4713 57.1429 55247.8 0.1 -2.53389e+00 8.48299e-02 -3.11013e-02 3.15339e-02 1.47494e+01 3.66186e-02 2.24362e-02 7.56706e-04 3.31217e-04 -1.94674e-05 -2.10571e-05 54 71.6621 0.0650 1.0000 0.0082
SN: 2010ai 66 1 NULL 1 0.0193 0.0000 0.0179 0.0000 -409.1940 0.0000 9.1140 0.4480 62.8933 54.6449 52.3559 55277.2 0.1 -1.60279e+00 8.88620e-02 -7.82676e-02 3.06057e-02 1.57657e+01 3.56022e-02 8.81189e-03 2.88949e-04 7.62095e-04 -1.09885e-05 -7.87986e-06 54 16.0936 1.0000 1.0000 0.0066
SN: 2010dt 66 1 NULL 1 0.0529 0.0000 0.0532 0.0000 82.9509 0.0000 10.8740 0.4410 40.3225 35.8424 35.3357 55361.7 0.2 -5.20414e-02 4.37900e-01 -6.49860e-02 4.20661e-02 1.74055e+01 5.96328e-02 1.98047e-03 1.08775e-04 8.72812e-03 -3.63334e-05 -3.70049e-06 4 8.7038 0.1215 1.0000 -0.0124
SN: ptf10bjs 66 1 NULL 1 0.0305 0.0000 0.0306 0.0000 7.1618 0.0000 -9.0000 -9.0000 49.7512 -99.0000 -99.0000 55261.7 0.1 8.21400e-01 1.94200e-01 7.63073e-02 2.33700e-01 1.60308e+01 3.30200e-01 6.95196e-03 2.11427e-03 -7.13913e-03 5.42993e-05 -4.95921e-04 10 14.7492 0.1415 1.0000 -0.0011
SN: ps0909006 151 0 NULL 1 0.2840 0.0010 0.2840 0.0010 0.0000 0.0000 -99.0000 0.0000 20.9153 16.9672 12.8789 55076.5 0.6 -1.56421e-01 5.96700e-01 1.28900e-01 4.81068e-02 2.15212e+01 7.01711e-02 4.46935e-05 2.88854e-06 1.49011e-02 -1.02123e-06 -1.19501e-07 19 12.6639 0.8913 1.0000 -0.0118
SN: ps0909010 151 0 NULL 1 0.2700 0.0010 0.2700 0.0010 0.0000 0.0000 -99.0000 0.0000 31.6342 25.9357 24.5401 55097.3 0.5 1.19870e+00 5.81700e-01 -2.93121e-03 3.28375e-02 2.11907e+01 3.83075e-02 6.05575e-05 2.13662e-06 9.73870e-03 -6.95544e-07 -5.74562e-08 17 19.5497 0.3587 1.0000 -0.0111
SN: ps0910017 151 0 NULL 1 0.3200 0.0010 0.3200 0.0010 0.0000 0.0000 -99.0000 0.0000 23.8783 22.2006 16.7364 55109.6 0.8 -7.79033e-01 5.72800e-01 -9.84889e-02 3.72346e-02 2.14427e+01 4.98978e-02 4.81760e-05 2.21405e-06 6.61498e-03 3.30702e-07 -2.19430e-08 12 16.7343 0.2117 1.0000 -0.0148
SN: ps0910018 151 0 NULL 1 0.2650 0.0010 0.2650 0.0010 0.0000 0.0000 -99.0000 0.0000 25.0893 21.4698 15.4121 55110.2 0.3 -1.24038e+00 3.04600e-01 -1.48874e-01 3.95631e-02 2.10104e+01 4.93155e-02 7.14764e-05 3.24655e-06 2.58204e-03 -3.72952e-07 -6.24019e-08 12 20.3424 0.0870 1.0000 -0.0108
SN: psc000006 151 0 NULL 1 0.2306 0.0010 0.2306 0.0010 0.0000 0.0000 10.7930 0.2395 29.6007 27.2308 23.2141 55204.1 0.4 -1.13023e-02 3.93000e-01 1.38000e-01 3.54978e-02 2.14060e+01 4.31005e-02 4.95704e-05 1.96780e-06 1.06853e-03 -2.24756e-07 -5.75337e-08 9 12.9590 0.2260 1.0000 -0.0091
SN: psc000010 151 0 NULL 1 0.2457 0.0010 0.2457 0.0010 0.0000 0.0000 10.7860 0.1405 29.8841 23.7023 22.0758 55215.3 0.3 2.88600e-01 2.82000e-01 2.26415e-02 2.87555e-02 2.11685e+01 3.59873e-02 6.17308e-05 2.04610e-06 2.30459e-03 -2.24828e-07 -4.51654e-08 33 27.2754 0.7864 1.0000 -0.0098
SN: psc000011 151 0 NULL 1 0.3812 0.0010 0.3812 0.0010 0.0000 0.0000 11.0610 0.0930 22.9102 16.1507 11.3847 55210.7 0.5 -2.63873e+00 5.71800e-01 1.10700e-01 4.02745e-02 2.28959e+01 4.43244e-02 1.27522e-05 5.20599e-07 6.16351e-03 -1.12485e-07 -1.65714e-08 49 36.9109 0.9156 1.0000 -0.0249
SN: psc000014 151 0 NULL 1 0.1361 0.0010 0.1361 0.0010 0.0000 0.0000 10.5340 0.0855 70.6520 67.5804 51.9679 55201.1 0.4 3.70300e-01 4.39600e-01 -1.05199e-01 3.02311e-02 1.93842e+01 3.86575e-02 3.16013e-04 1.12516e-05 4.23090e-03 -2.57873e-06 -2.78705e-07 8 4.4579 0.8788 1.0000 0.0015
SN: psc000034 151 0 NULL 1 0.2534 0.0010 0.2534 0.0010 0.0000 0.0000 8.9380 0.3990 60.5606 53.6855 48.2951 55208.2 0.3 1.04070e+00 3.64100e-01 -1.06438e-01 2.45569e-02 2.07201e+01 3.13821e-02 9.33341e-05 2.69773e-06 2.18094e-03 -2.94100e-07 -5.37068e-08 13 31.4830 0.0029 1.0000 -0.0102
SN: psc000038 151 0 NULL 1 0.1505 0.0010 0.1505 0.0010 0.0000 0.0000 9.1260 0.6075 69.7999 67.4923 50.8269 55204.3 0.2 6.95500e-01 1.66600e-01 -2.04472e-02 2.77271e-02 1.97038e+01 3.27214e-02 2.35862e-04 7.10829e-06 2.19940e-04 -2.40767e-07 -1.61601e-07 10 11.2826 0.3359 1.0000 -0.0004
SN: psc000091 151 0 NULL 1 0.1526 0.0010 0.1526 0.0010 0.0000 0.0000 8.5160 0.1250 119.3393 86.0077 74.0503 55210.4 0.1 -2.36948e+00 1.19300e-01 -1.07532e-02 2.78836e-02 2.02652e+01 3.34503e-02 1.40651e-04 4.33330e-06 -1.50675e-04 -5.26112e-08 -9.77409e-08 32 27.1368 0.7537 1.0000 -0.0006
SN: psc000142 151 0 NULL 1 0.4365 0.0010 0.4365 0.0010 0.0000 0.0000 11.2740 0.2020 24.4298 12.5509 9.2594 55214.2 0.2 -7.40806e-01 4.17400e-01 -2.26226e-02 3.79889e-02 2.27635e+01 3.50688e-02 1.45702e-05 4.70611e-07 2.16488e-03 -9.39193e-08 -7.44955e-09 55 51.2581 0.6184 1.0000 -0.0372
SN: psc000174 151 0 NULL 1 0.2449 0.0010 0.2449 0.0010 0.0000 0.0000 10.5320 0.0890 26.0481 22.5615 20.2042 55216.8 0.2 -7.30409e-01 2.10600e-01 9.56833e-02 2.90832e-02 2.14204e+01 3.39962e-02 4.89516e-05 1.53276e-06 1.10048e-03 -1.12016e-07 -3.54930e-08 51 54.2124 0.3901 1.0000 -0.0098
SN: psc000190 151 0 NULL 1 0.1023 0.0010 0.1023 0.0010 0.0000 0.0000 9.7990 0.8895 112.8803 90.9417 89.8552 55224.4 0.1 9.06649e-02 8.63203e-02 1.23331e-02 2.50128e-02 1.91992e+01 3.26328e-02 3.72621e-04 1.11995e-05 1.93280e-04 -2.16702e-07 -2.38287e-07 31 23.3659 0.8664 1.0000 0.0076
SN: psc000196 151 0 NULL 1 0.3503 0.0010 0.3503 0.0010 0.0000 0.0000 9.6600 0.2085 42.7078 39.4424 26.3857 55216.6 0.2 4.23000e-01 2.36200e-01 -3.77740e-02 2.45892e-02 2.18178e+01 2.98116e-02 3.42594e-05 9.40678e-07 1.38748e-03 -6.77646e-08 -1.89088e-08 50 39.9556 0.8680 1.0000 -0.0198
SN: psc000199 151 0 NULL 1 0.3712 0.0010 0.3712 0.0010 0.0000 0.0000 10.4750 0.2620 58.5533 49.4057 40.1966 55214.5 0.2 8.98000e-01 2.17600e-01 -9.64304e-02 2.35019e-02 2.17617e+01 2.73307e-02 3.61923e-05 9.11051e-07 4.91636e-04 -3.85040e-08 -1.62392e-08 50 47.7761 0.5631 1.0000 -0.0232
SN: psc000202 151 0 NULL 1 0.6192 0.0010 0.6192 0.0010 0.0000 0.0000 9.9430 58.1260 21.7084 16.3586 9.2890 55215.2 0.7 6.02400e-01 5.03200e-01 -1.59536e-01 3.95712e-02 2.31498e+01 3.53302e-02 1.07193e-05 3.48811e-07 2.03472e-03 -9.24151e-08 -2.66985e-09 53 46.5546 0.7541 1.0000 -0.0902
SN: psc000215 151 0 NULL 1 0.4661 0.0010 0.4661 0.0010 0.0000 0.0000 8.7070 57.9420 28.7697 27.2477 16.0174 55222.9 0.3 8.48900e-01 3.01700e-01 -9.86113e-02 2.95287e-02 2.24878e+01 3.22634e-02 1.89291e-05 5.62492e-07 7.25468e-04 -8.40021e-08 -9.34912e-09 50 38.4441 0.9024 1.0000 -0.0456
SN: psc000220 151 0 NULL 1 0.2196 0.0010 0.2196 0.0010 0.0000 0.0000 11.3350 0.0830 42.2019 41.4760 35.2661 55227.5 0.1 -6.83327e-01 1.39300e-01 -1.17250e-01 2.66417e-02 2.06140e+01 3.31441e-02 1.02752e-04 3.13671e-06 8.81153e-04 -1.84207e-07 -6.87062e-08 32 39.6337 0.1981 1.0000 -0.0085
SN: psc000236 151 0 NULL 1 0.1959 0.0010 0.1959 0.0010 0.0000 0.0000 10.9020 0.0505 67.8945 63.0612 47.4424 55211.1 0.1 -1.99673e-01 1.26600e-01 -7.57539e-02 2.52482e-02 2.02963e+01 3.22986e-02 1.37388e-04 4.08703e-06 3.41024e-04 -1.16547e-07 -8.43276e-08 31 39.7727 0.1625 1.0000 -0.0062
SN: psc000420 151 0 NULL 1 0.3112 0.0010 0.3112 0.0010 0.0000 0.0000 9.3860 0.2300 46.7340 41.6188 28.5403 55223.4 0.2 -7.54310e-01 1.75600e-01 -7.10147e-02 2.53261e-02 2.16741e+01 3.25458e-02 3.88763e-05 1.16535e-06 1.06647e-03 -7.67072e-08 -2.34985e-08 50 50.8370 0.4801 1.0000 -0.0133
SN: psc010010 151 0 NULL 1 0.0994 0.0010 0.0994 0.0010 0.0000 0.0000 10.1040 0.0610 120.9714 115.3039 103.9498 55238.9 0.1 8.86400e-01 1.32200e-01 1.80048e-02 2.54959e-02 1.91300e+01 3.21218e-02 3.96802e-04 1.17395e-05 2.57476e-04 -2.01907e-07 -2.54160e-07 20 17.9299 0.5920 1.0000 0.0086
SN: psc010026 151 0 NULL 1 0.0316 0.0010 0.0316 0.0010 0.0000 0.0000 10.2050 0.1075 247.8331 174.6646 -99.0000 55248.0 0.1 -3.79645e-01 6.94886e-02 -2.66128e-02 3.13122e-02 1.64154e+01 3.65421e-02 4.72986e-03 1.59191e-04 1.14011e-04 -2.46909e-06 -4.36895e-06 15 31.1838 0.0127 1.0000 0.0325
SN: psc020027 151 0 NULL 1 0.1098 0.0010 0.1098 0.0010 0.0000 0.0000 10.7480 0.0670 74.2986 68.3510 42.0853 55270.7 0.2 3.15000e-01 1.39200e-01 4.08666e-02 2.76620e-02 1.93495e+01 3.18545e-02 3.25277e-04 9.54330e-06 -7.86565e-04 5.70432e-08 -2.24435e-07 14 22.2691 0.1009 1.0000 0.0049
SN: psc020090 151 0 NULL 1 0.4098 0.0010 0.4098 0.0010 0.0000 0.0000 11.3200 0.3065 11.6713 11.5275 6.3168 55272.3 1.0 3.93700e-01 9.10100e-01 -2.74057e-03 4.70754e-02 2.23374e+01 5.65904e-02 2.14245e-05 1.11668e-06 2.14179e-03 -6.22149e-07 -2.18121e-08 38 31.8845 0.7834 1.0000 -0.0297
SN: psc020096 151 0 NULL 1 0.2255 0.0010 0.2255 0.0010 0.0000 0.0000 9.0590 0.4190 41.6211 37.1892 35.1718 55281.4 0.2 -6.93324e-01 2.11000e-01 -6.40007e-02 3.15982e-02 2.06735e+01 3.79175e-02 9.73027e-05 3.39813e-06 7.95138e-04 -2.53473e-07 -8.33215e-08 19 21.7566 0.3539 1.0000 -0.0088
SN: psc020132 151 0 NULL 1 0.1466 0.0010 0.1466 0.0010 0.0000 0.0000 10.6290 0.1080 49.9993 46.0599 18.2899 55276.8 0.0 -2.68767e+00 4.17800e-01 8.61975e-02 4.34837e-02 2.07398e+01 3.85487e-02 9.07910e-05 3.22350e-06 -5.69189e-03 -1.30410e-07 -8.71783e-08 10 15.1972 0.1736 1.0000 0.0001
SN: psc020176 151 0 NULL 1 0.2604 0.0010 0.2604 0.0010 0.0000 0.0000 8.7950 0.4695 37.7058 36.3718 34.5249 55270.0 0.1 8.69400e-01 2.89500e-01 -7.59803e-02 2.63684e-02 2.09353e+01 2.97268e-02 7.65805e-05 2.09673e-06 7.68522e-05 -1.38630e-07 -4.21941e-08 29 43.9100 0.0486 1.0000 -0.0106
SN: psc030006 151 0 NULL 1 0.5025 0.0010 0.5025 0.0010 0.0000 0.0000 9.5240 0.6285 7.4401 7.3507 7.3208 55288.5 0.8 4.41900e-01 9.53500e-01 -8.28736e-02 6.64947e-02 2.25763e+01 1.19200e-01 1.76154e-05 1.93460e-06 2.36999e-02 -1.52300e-06 -6.02835e-08 33 26.9906 0.7979 1.0000 -0.0560
SN: psc030066 151 0 NULL 1 0.2253 0.0010 0.2253 0.0010 0.0000 0.0000 9.1340 0.1570 45.1262 40.2031 39.8211 55300.4 0.6 1.38050e+00 3.57400e-01 -1.22441e-01 3.23877e-02 2.04183e+01 4.04197e-02 1.23082e-04 4.58208e-06 2.19305e-03 -4.16164e-07 -1.22311e-07 6 4.0862 0.6650 1.0000 -0.0088
SN: psc040137 151 0 NULL 1 0.4474 0.0010 0.4474 0.0010 0.0000 0.0000 8.7060 0.5245 15.8260 12.8843 11.5681 55326.4 0.4 1.10880e+00 5.15100e-01 3.68896e-02 4.25269e-02 2.25732e+01 5.02402e-02 1.74117e-05 8.05692e-07 1.80348e-03 -2.05088e-07 -1.97561e-08 45 52.6952 0.2310 1.0000 -0.0403
SN: psc040150 151 0 NULL 1 0.3815 0.0010 0.3815 0.0010 0.0000 0.0000 8.8870 0.6970 15.4578 14.4695 13.1811 55337.8 0.4 -2.60236e-01 5.19100e-01 -3.73689e-02 4.25361e-02 2.22235e+01 5.45733e-02 2.36927e-05 1.19089e-06 9.62265e-03 -4.47925e-07 -3.21127e-08 16 15.6235 0.5507 1.0000 -0.0250
SN: psc040166 151 0 NULL 1 0.4399 0.0010 0.4399 0.0010 0.0000 0.0000 8.7980 0.7715 15.8885 10.3087 8.0285 55326.8 0.2 1.60800e-01 4.78200e-01 -1.45672e-01 4.27953e-02 2.25462e+01 4.75240e-02 1.78161e-05 7.79831e-07 -2.76948e-04 -1.15532e-07 -1.74959e-08 45 55.5568 0.1579 1.0000 -0.0382
SN: psc040198 151 0 NULL 1 0.2488 0.0010 0.2488 0.0010 0.0000 0.0000 9.5410 0.4085 41.6390 30.9061 25.7283 55337.5 0.2 5.69089e-02 2.59600e-01 -1.34674e-02 3.00126e-02 2.11423e+01 3.73065e-02 6.32512e-05 2.17335e-06 2.33010e-03 -2.96049e-07 -5.03721e-08 16 13.0767 0.7310 1.0000 -0.0100
SN: psc040201 151 0 NULL 1 0.2790 0.0010 0.2790 0.0010 0.0000 0.0000 -99.0000 0.0000 42.2881 27.0796 25.4238 55323.3 0.4 3.93400e-01 2.09100e-01 -7.08237e-02 2.73092e-02 2.10789e+01 3.75063e-02 6.71464e-05 2.31954e-06 7.94617e-04 -1.10086e-07 -5.04624e-08 32 39.3382 0.2072 1.0000 -0.0115
SN: psc040780 151 0 NULL 1 0.2306 0.0010 0.2306 0.0010 0.0000 0.0000 10.9630 0.0810 26.8352 19.3586 15.2214 55358.9 0.3 -8.40940e-01 4.53100e-01 2.89200e-01 3.91590e-02 2.16747e+01 4.43203e-02 3.87048e-05 1.57995e-06 4.54790e-03 -3.86755e-07 -4.77234e-08 25 25.6026 0.4851 1.0000 -0.0091
SN: psc040782 151 0 NULL 1 0.3374 0.0010 0.3374 0.0010 0.0000 0.0000 10.1520 0.3145 14.2032 13.4197 12.2023 55352.5 0.5 -5.76294e-01 4.34700e-01 1.63800e-01 4.22232e-02 2.21771e+01 5.11459e-02 2.45582e-05 1.15686e-06 5.60909e-03 -2.53697e-07 -3.67553e-08 35 37.4619 0.4019 1.0000 -0.0176
SN: psc050003 151 0 NULL 1 0.4268 0.0010 0.4268 0.0010 0.0000 0.0000 8.3710 54.4030 16.1739 14.6612 7.4664 55355.8 0.7 1.06210e+00 7.30900e-01 6.82645e-03 4.30750e-02 2.24573e+01 5.73913e-02 1.92695e-05 1.01857e-06 1.07578e-02 -5.56003e-07 -2.61821e-08 39 64.4307 0.0085 1.0000 -0.0345
SN: psc050005 151 0 NULL 1 0.5283 0.0010 0.5283 0.0010 0.0000 0.0000 9.6330 0.3455 14.6670 10.8989 9.4117 55353.6 0.7 1.33550e+00 6.91500e-01 5.84423e-03 4.31137e-02 2.27099e+01 5.00050e-02 1.56825e-05 7.22279e-07 4.96671e-03 -3.16021e-07 -1.19673e-08 36 35.8177 0.5244 1.0000 -0.0634
SN: psc050201 151 0 NULL 1 0.5501 0.0010 0.5501 0.0010 0.0000 0.0000 10.5590 0.2085 13.5780 9.8393 8.7974 55354.5 0.2 2.88200e-01 6.38500e-01 -6.19547e-02 4.52776e-02 2.28670e+01 5.20876e-02 1.36494e-05 6.54824e-07 6.26981e-03 -2.57806e-07 -7.91683e-09 45 49.1969 0.3464 1.0000 -0.0698
