Inference for Stan model: anon_model_5d703b856fa2f28cab8159e4abe012f4.
4 chains, each with iter=20000; warmup=10000; thin=1; 
post-warmup draws per chain=10000, total post-warmup draws=40000.

                    mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
outl_loglike[64]    3.49  5.2e-3   0.88   1.21   3.19   3.72   4.03    4.5  29111    1.0
outl_loglike[65]    2.76  2.4e-3   0.43   1.77   2.54   2.79   3.03   3.49  31540    1.0
outl_loglike[66]    3.93  2.6e-3    0.4   2.99   3.74   3.97   4.18    4.6  24053    1.0
outl_loglike[67]     3.9  3.0e-3   0.44   2.83   3.71   3.95   4.17   4.59  21693    1.0
outl_loglike[68]    3.64  7.8e-3   0.97    1.7   3.48   3.83   4.08   4.53  15688    1.0
outl_loglike[69]     3.6  3.0e-3   0.57   2.22   3.32    3.7   3.99   4.47  36928    1.0
outl_loglike[70]    3.84  3.4e-3   0.52   2.54   3.65   3.92   4.15   4.58  22640    1.0
outl_loglike[71]    3.98  2.2e-3   0.35   3.22   3.79    4.0    4.2   4.61  24937    1.0
outl_loglike[72]    3.42  7.6e-3   0.95   1.35   3.26   3.61   3.86   4.32  15553    1.0
outl_loglike[73]    3.67  4.0e-3   0.69   1.89   3.45   3.82   4.08   4.53  28727    1.0
outl_loglike[74]    3.58  9.0e-3   1.06   1.48   3.42   3.79   4.04   4.49  13938    1.0
outl_loglike[75]     3.7  6.0e-3   0.77    1.9   3.53   3.86    4.1   4.55  16493    1.0
outl_loglike[76]    2.81    0.02    2.5  -4.81   2.68   3.55   3.96   4.47  18580    1.0
outl_loglike[77]     3.7  5.5e-3   0.73   1.93   3.52   3.85   4.09   4.54  17273    1.0
outl_loglike[78]    3.59  8.1e-3   1.09   1.26   3.44   3.82   4.08   4.53  18082    1.0
outl_loglike[79]    3.37  7.7e-3   1.25   0.28   3.12   3.71   4.03   4.51  26221    1.0
outl_loglike[80]    3.29  3.0e-3    0.6   1.92   2.94   3.36   3.72   4.27  41331    1.0
outl_loglike[81]    3.82  4.1e-3   0.55   2.44   3.63   3.91   4.14   4.57  18524    1.0
outl_loglike[82]    3.54  9.4e-3   1.12   1.25    3.4   3.78   4.03   4.48  14399    1.0
outl_loglike[83]    3.71  5.9e-3   0.76   1.95   3.54   3.86   4.11   4.55  16680    1.0
outl_loglike[84]    3.28  6.5e-3   0.81   1.42    3.1   3.44    3.7   4.16  15537    1.0
outl_loglike[85]    2.84  2.6e-3   0.52   1.78   2.52   2.86   3.19   3.81  38510    1.0
outl_loglike[86]     3.3  8.9e-3   1.08   1.07   3.15   3.52   3.78   4.24  14951    1.0
outl_loglike[87]     3.3  6.7e-3   0.86   1.42   3.13   3.47   3.73   4.18  16659    1.0
outl_loglike[88]    3.51  9.4e-3   1.21    1.2   3.37   3.75    4.0   4.46  16473    1.0
outl_loglike[89]    3.16  7.0e-3   0.92   1.17   2.99   3.35   3.61   4.08  17382    1.0
outl_loglike[90]    3.41  8.9e-3   1.17   1.04   3.28   3.66   3.92   4.38  17514    1.0
outl_loglike[91]    3.68  6.0e-3   0.81   1.82   3.51   3.84   4.09   4.54  18313    1.0
outl_loglike[92]    3.59  7.0e-3   0.87   1.58   3.43   3.76   4.01   4.46  15104    1.0
outl_loglike[93]    3.66  6.4e-3   0.86   1.64   3.48   3.84    4.1   4.55  17794    1.0
outl_loglike[94]    3.53  3.2e-3   0.63   1.99   3.21   3.64   3.96   4.46  39024    1.0
outl_loglike[95]    3.46  2.1e-3   0.41    2.6   3.21   3.48   3.74   4.21  39307    1.0
outl_loglike[96]    4.07  1.6e-3   0.27   3.58   3.88   4.06   4.25   4.65  31056    1.0
outl_loglike[97]    3.67  6.6e-3   0.85   1.74    3.5   3.85   4.09   4.54  16492    1.0
outl_loglike[98]    3.46  8.8e-3    1.1    1.3   3.31   3.68   3.94   4.39  15848    1.0
outl_loglike[99]    3.45  9.2e-3   1.15   1.22   3.31   3.68   3.94    4.4  15406    1.0
outl_loglike[100]   3.47  9.0e-3   1.14   1.28   3.31   3.69   3.95    4.4  15809    1.0
outl_loglike[101]   3.82  4.1e-3   0.54   2.44   3.64   3.91   4.14   4.58  17412    1.0
outl_loglike[102]   3.48  9.7e-3   1.24   1.01   3.34   3.73    4.0   4.45  16330    1.0
outl_loglike[103]    3.8  3.9e-3   0.57   2.33   3.61    3.9   4.13   4.57  21844    1.0
outl_loglike[104]   3.28  8.6e-3   1.13   0.83   3.14   3.53    3.8   4.26  17324    1.0
outl_loglike[105]   2.58  5.1e-3   1.05   0.05   2.05   2.76   3.32   4.08  41656    1.0
outl_loglike[106]   1.68  5.2e-3   0.99  -0.52    1.1   1.77   2.37   3.35  36141    1.0
outl_loglike[107]    3.8  4.4e-3   0.57    2.4   3.62    3.9   4.14   4.57  16929    1.0
outl_loglike[108]   4.03  1.8e-3    0.3   3.42   3.84   4.03   4.22   4.63  28743    1.0
outl_loglike[109]   3.47  7.8e-3   0.93   1.42   3.31   3.66   3.92   4.38  14313    1.0
outl_loglike[110]   3.02  4.2e-3   0.59   1.57   2.83   3.12   3.36   3.82  20114    1.0
outl_loglike[111]   2.96  4.7e-3    0.7   1.21   2.77    3.1   3.35   3.82  22242    1.0
outl_loglike[112]   3.97  2.1e-3   0.36   3.16   3.77   3.98   4.19    4.6  27477    1.0
outl_loglike[113]   3.06  6.7e-3   0.91   0.94   2.88   3.25   3.52   3.98  18175    1.0
outl_loglike[114]   3.87  1.6e-3   0.29   3.33   3.66   3.85   4.06   4.47  35302    1.0
outl_loglike[115]   3.87  2.3e-3   0.42   2.88   3.66   3.91   4.14   4.58  32885    1.0
outl_loglike[116]   3.48  2.8e-3   0.57   2.14   3.16   3.56   3.87   4.39  41782    1.0
outl_loglike[117]   3.64  6.7e-3   0.96   1.58   3.47   3.84   4.09   4.54  20156    1.0
outl_loglike[118]   3.69  2.4e-3   0.41   2.82   3.43   3.71   3.97   4.45  29362    1.0
outl_loglike[119]    4.0  2.1e-3   0.33    3.3   3.81   4.01   4.21   4.62  24124    1.0
outl_loglike[120]   3.41  9.5e-3    1.1   1.13   3.27   3.64    3.9   4.35  13605    1.0
outl_loglike[121]   3.44  9.5e-3   1.15   1.24    3.3   3.66   3.92   4.38  14592    1.0
outl_loglike[122]   3.22  6.5e-3   0.81   1.33   3.05   3.38   3.63    4.1  15661    1.0
outl_loglike[123]   3.32    0.01   1.74  -0.75   3.21   3.75   4.04   4.51  19556    1.0
outl_loglike[124]   3.49  9.8e-3   1.18   1.25   3.35   3.73   3.99   4.45  14616    1.0
outl_loglike[125]   3.88  3.2e-3   0.46   2.74   3.69   3.94   4.16   4.58  21043    1.0
outl_loglike[126]   3.13  5.5e-3   0.74   1.34   2.95   3.28   3.53   3.99  17925    1.0
outl_loglike[127]   3.91  2.0e-3   0.36   3.11    3.7   3.93   4.15   4.56  34593    1.0
outl_loglike[128]   2.76  5.2e-3   1.04   0.21   2.25   2.95    3.5   4.21  39547    1.0
outl_loglike[129]   3.35  9.3e-3   1.12   1.08    3.2   3.58   3.84    4.3  14597    1.0
outl_loglike[130]   3.81  3.8e-3   0.56   2.42   3.62    3.9   4.14   4.57  21670    1.0
outl_loglike[131]   3.55  9.6e-3   1.15   1.38   3.41   3.78   4.04    4.5  14417    1.0
outl_loglike[132]   3.26  6.2e-3   0.78    1.4   3.08   3.41   3.66   4.13  15718    1.0
outl_loglike[133]    3.7  5.9e-3   0.79   1.84   3.53   3.86    4.1   4.55  18212    1.0
outl_loglike[134]   3.51  8.9e-3   1.18   1.25   3.38   3.75   4.01   4.47  17413    1.0
outl_loglike[135]   3.78  4.5e-3   0.61   2.27    3.6   3.89   4.13   4.57  18108    1.0
outl_loglike[136]   3.62  8.1e-3   1.02   1.59   3.47   3.82   4.08   4.52  16060    1.0
outl_loglike[137]   3.82  3.8e-3   0.54   2.44   3.62   3.91   4.14   4.57  19784    1.0
outl_loglike[138]   3.52  9.4e-3   1.12   1.35   3.38   3.75    4.0   4.45  14311    1.0
outl_loglike[139]   3.59  9.8e-3   1.17   1.33   3.45   3.82   4.08   4.53  14397    1.0
outl_loglike[140]   3.92  2.1e-3   0.38   3.04   3.72   3.95   4.17    4.6  32318    1.0
outl_loglike[141]   3.89  2.5e-3   0.43   2.86   3.69   3.93   4.15   4.59  29676    1.0
outl_loglike[142]   3.77  4.3e-3    0.6   2.23   3.58   3.88   4.12   4.56  19294    1.0
outl_loglike[143]   3.69  3.8e-3   0.64   2.05   3.45   3.82   4.08   4.54  29014    1.0
outl_loglike[144]   3.74  5.1e-3   0.67   2.07   3.56   3.88   4.12   4.56  17025    1.0
outl_loglike[145]   3.46    0.01    1.4   0.91   3.35   3.74    4.0   4.46  14980    1.0
outl_loglike[146]   3.28    0.01   1.75-1.3e-3   3.21   3.64   3.92   4.38  15896    1.0
outl_loglike[147]   3.98  2.3e-3   0.35   3.19   3.78    4.0    4.2   4.61  24352    1.0
outl_loglike[148]   3.33  8.3e-3   1.02    1.2   3.17   3.53   3.79   4.25  14853    1.0
outl_loglike[149]   3.33  9.2e-3    1.1   1.06   3.19   3.55   3.81   4.27  14233    1.0
outl_loglike[150]   3.47    0.01   1.33   1.04   3.35   3.73   3.99   4.45  15678    1.0
outl_loglike[151]   3.42  8.3e-3   1.05   1.32   3.26   3.62   3.88   4.35  15966    1.0
outl_loglike[152]   2.93  2.8e-3   0.42   1.94   2.73   2.96   3.19   3.64  21583    1.0
outl_loglike[153]    4.0  1.7e-3   0.31   3.38   3.81    4.0    4.2   4.61  32866    1.0
outl_loglike[154]   3.81  3.7e-3   0.55   2.45   3.62    3.9   4.13   4.56  21745    1.0
outl_loglike[155]   3.48  8.7e-3   1.09   1.31   3.34   3.69   3.95    4.4  15931    1.0
outl_loglike[156]   3.36  4.7e-3   0.89    1.1    3.0   3.58   3.93   4.45  35759    1.0
outl_loglike[157]   3.15    0.02   2.08  -1.24   3.13    3.6   3.89   4.35  17278    1.0
outl_loglike[158]   3.16  6.3e-3   0.83   1.19   2.98   3.33   3.58   4.05  17121    1.0
outl_loglike[159]   3.81  3.6e-3   0.54   2.44   3.62   3.91   4.14   4.57  22349    1.0
outl_loglike[160]   3.66  2.3e-3   0.46   2.62    3.4   3.71   3.97   4.45  40353    1.0
outl_loglike[161]   3.67  6.2e-3    0.8   1.73   3.51   3.84   4.09   4.53  16768    1.0
outl_loglike[162]   3.64  6.8e-3   0.88   1.71   3.48   3.82   4.08   4.52  16866    1.0
outl_loglike[163]   3.45  9.0e-3   1.12   1.17   3.31   3.67   3.94   4.39  15547    1.0
outl_loglike[164]   3.41  3.0e-3   0.64   1.89   3.06   3.51   3.85   4.38  45565    1.0
outl_loglike[165]    4.0  1.7e-3    0.3   3.41    3.8   3.99    4.2   4.62  31821    1.0
outl_loglike[166]   2.95  5.3e-3    0.8   0.94   2.75   3.13   3.39   3.87  22299    1.0
outl_loglike[167]   3.26  9.0e-3   1.15   0.93   3.13    3.5   3.76   4.22  16536    1.0
outl_loglike[168]   3.28  3.6e-3   0.73    1.5    2.9   3.41    3.8   4.35  42211    1.0
outl_loglike[169]   1.73  6.5e-3    1.3  -1.48   1.07   1.94   2.65   3.66  39664    1.0
outl_loglike[170]   3.68  2.6e-3   0.51   2.46   3.41   3.75   4.03    4.5  37524    1.0
outl_loglike[171]    3.6  8.5e-3   1.07   1.47   3.45   3.82   4.08   4.52  15818    1.0
outl_loglike[172]   3.99  2.2e-3   0.34   3.27    3.8    4.0   4.21   4.61  23908    1.0
outl_loglike[173]   3.99  2.1e-3   0.33   3.27    3.8    4.0   4.21   4.62  24444    1.0
outl_loglike[174]   3.45  8.9e-3    1.1   1.24    3.3   3.67   3.93   4.39  15459    1.0
outl_loglike[175]   3.55  9.9e-3   1.18   1.32   3.41   3.78   4.04   4.49  14394    1.0
outl_loglike[176]   3.78  2.1e-3   0.41   2.85   3.55   3.81   4.06   4.51  37758    1.0
outl_loglike[177]   3.65  7.0e-3   0.89   1.69   3.48   3.84   4.09   4.54  16025    1.0
outl_loglike[178]   3.68  6.2e-3   0.83   1.78   3.51   3.85    4.1   4.53  17748    1.0
outl_loglike[179]   3.65  7.0e-3   0.89   1.68   3.48   3.83   4.08   4.53  16232    1.0
outl_loglike[180]   3.74  4.3e-3   0.64   2.14   3.55   3.86    4.1   4.55  22574    1.0
outl_loglike[181]   4.11  1.5e-3   0.26   3.66   3.92   4.09   4.28   4.68  30522    1.0
outl_loglike[182]   3.63  7.7e-3   0.95   1.58   3.47   3.82   4.08   4.53  15281    1.0
outl_loglike[183]   3.99  1.8e-3   0.31   3.36    3.8   3.99   4.19    4.6  31929    1.0
outl_loglike[184]   3.43    0.01    1.4   0.87   3.32   3.72   3.98   4.44  16377    1.0
outl_loglike[185]    3.6  8.4e-3   1.04   1.49   3.45   3.81   4.06   4.52  15387    1.0
outl_loglike[186]   3.23  6.8e-3   0.82   1.28   3.06    3.4   3.66   4.11  14357    1.0
outl_loglike[187]    3.2  5.4e-3   0.72    1.5   3.02   3.34   3.59   4.05  17391    1.0
outl_loglike[188]   2.93  4.7e-3    0.7   1.18   2.73   3.07   3.32   3.79  22070    1.0
outl_loglike[189]   3.46  8.2e-3   1.02   1.34   3.31   3.67   3.93   4.38  15251    1.0
outl_loglike[190]   3.85  3.2e-3   0.49   2.63   3.66   3.92   4.15   4.58  22932    1.0
outl_loglike[191]   3.58  9.2e-3   1.12   1.48   3.43   3.79   4.05   4.49  14767    1.0
outl_loglike[192]   3.99  1.9e-3   0.33    3.3   3.79    4.0    4.2   4.62  31070    1.0
outl_loglike[193]   3.64  7.2e-3   0.93   1.64   3.49   3.83   4.09   4.53  16523    1.0
outl_loglike[194]   3.45    0.01   1.23   1.19   3.31   3.69   3.95    4.4  14300    1.0
outl_loglike[195]   3.74  3.5e-3   0.59   2.22   3.51   3.85    4.1   4.55  28462    1.0
outl_loglike[196]   3.33    0.02   1.94  -0.16   3.29   3.73    4.0   4.46  15529    1.0
outl_loglike[197]   3.69  4.1e-3   0.68   1.91   3.47   3.84    4.1   4.54  27004    1.0
outl_loglike[198]   3.82  2.8e-3    0.5   2.55   3.62    3.9   4.13   4.57  32199    1.0
outl_loglike[199]   3.98  1.6e-3   0.29   3.44   3.77   3.96   4.16   4.58  33884    1.0
outl_loglike[200]   3.64  7.6e-3   0.94   1.61   3.48   3.84   4.09   4.54  15229    1.0
outl_loglike[201]   3.92  2.4e-3    0.4   2.96   3.72   3.96   4.17    4.6  27675    1.0
outl_loglike[202]   3.55  9.1e-3   1.23   1.06   3.41   3.81   4.07   4.53  18065    1.0
outl_loglike[203]   3.79  3.9e-3   0.58   2.34    3.6    3.9   4.13   4.57  22450    1.0
outl_loglike[204]   3.52  4.7e-3   0.83   1.41   3.22   3.73   4.03   4.51  30718    1.0
outl_loglike[205]   3.32  6.9e-3   0.86   1.33   3.15   3.49   3.75   4.21  15504    1.0
outl_loglike[206]   4.01  1.6e-3   0.29   3.48   3.81    4.0    4.2    4.6  31594    1.0
outl_loglike[207]   3.73  5.1e-3   0.71   2.01   3.55   3.87   4.11   4.56  19173    1.0
outl_loglike[208]   3.58  9.1e-3   1.04   1.46   3.42   3.79   4.05   4.49  12968    1.0
outl_loglike[209]   3.64  7.0e-3   0.89   1.62   3.48   3.83   4.08   4.53  16431    1.0
outl_loglike[210]   3.57  8.3e-3    1.0    1.5   3.42   3.77   4.02   4.48  14412    1.0
outl_loglike[211]   3.73  2.2e-3   0.43   2.78   3.48   3.77   4.02   4.49  36900    1.0
outl_loglike[212]   3.64  7.8e-3   0.93   1.61   3.47   3.83   4.08   4.53  14062    1.0
outl_loglike[213]   3.37  8.4e-3   1.07   1.19   3.22   3.59   3.84    4.3  16117    1.0
outl_loglike[214]   3.54    0.01   1.22   1.31   3.41   3.78   4.03   4.48  14968    1.0
outl_loglike[215]   3.75  4.8e-3   0.67    2.1   3.56   3.88   4.12   4.56  19049    1.0
outl_loglike[216]    4.0  1.6e-3    0.3   3.41    3.8    4.0   4.19    4.6  34176    1.0
outl_loglike[217]   3.49  5.6e-3   0.96   1.05   3.23   3.74   4.04   4.52  29426    1.0
outl_loglike[218]   3.58  8.1e-3    1.0   1.45   3.43   3.79   4.05    4.5  15408    1.0
outl_loglike[219]   3.98  2.0e-3   0.34   3.23   3.79    4.0    4.2   4.62  29117    1.0
outl_loglike[220]   3.15  7.3e-3   0.95   1.05   2.99   3.34    3.6   4.07  17090    1.0
outl_loglike[221]   3.66  3.5e-3   0.63   2.05    3.4   3.79   4.07   4.53  32141    1.0
outl_loglike[222]   3.67  6.8e-3   0.84   1.76   3.49   3.84   4.09   4.54  15290    1.0
outl_loglike[223]   3.65  7.6e-3   0.92   1.68   3.49   3.83   4.08   4.53  14643    1.0
outl_loglike[224]   3.64  6.9e-3   0.86   1.69   3.46   3.82   4.07   4.52  15194    1.0
outl_loglike[225]   4.05  1.7e-3   0.29    3.5   3.86   4.04   4.24   4.64  28115    1.0
outl_loglike[226]   3.01  8.4e-3   1.41  -0.72    2.6   3.38   3.87   4.44  28238    1.0
outl_loglike[227]   3.82  3.7e-3   0.52   2.48   3.63    3.9   4.14   4.57  19798    1.0
outl_loglike[228]   3.41  9.3e-3   1.19   1.13   3.26   3.64   3.91   4.36  16147    1.0
outl_loglike[229]   3.71  5.4e-3   0.76    1.9   3.54   3.87   4.11   4.56  19276    1.0
outl_loglike[230]   3.82  3.6e-3   0.55   2.44   3.63   3.91   4.14   4.57  22880    1.0
outl_loglike[231]    4.1  1.5e-3   0.26   3.64   3.92   4.09   4.27   4.67  30799    1.0
outl_loglike[232]    3.4    0.01   1.16   1.06   3.27   3.64    3.9   4.36  12921    1.0
outl_loglike[233]   3.44    0.01   1.28   1.06   3.31   3.69   3.95   4.41  15174    1.0
outl_loglike[234]   3.05  4.2e-3   0.59   1.56   2.85   3.15    3.4   3.86  19668    1.0
outl_loglike[235]    3.2    0.02   2.42   -2.2   3.23   3.75   4.04    4.5  17539    1.0
outl_loglike[236]   3.32  8.6e-3    1.1   1.04   3.17   3.55   3.81   4.27  16256    1.0
outl_loglike[237]   3.62  7.0e-3   0.93   1.45   3.44   3.83   4.09   4.55  18006    1.0
outl_loglike[238]   3.15  5.7e-3   0.69    1.5   2.97   3.28   3.53   3.99  14742    1.0
outl_loglike[239]   3.68  4.6e-3   0.72   1.88   3.47   3.84   4.09   4.55  23904    1.0
outl_loglike[240]   4.11  1.5e-3   0.26   3.65   3.92   4.09   4.27   4.67  30855    1.0
outl_loglike[241]   3.68  5.6e-3   0.82   1.79   3.51   3.85   4.09   4.54  21206    1.0
outl_loglike[242]   3.69  5.3e-3   0.77   1.82    3.5   3.85    4.1   4.55  20831    1.0
outl_loglike[243]   3.56  9.8e-3    1.1   1.45   3.42   3.78   4.03   4.48  12600    1.0
outl_loglike[244]   3.59  8.9e-3   1.12   1.41   3.44   3.81   4.07   4.52  15598    1.0
outl_loglike[245]   3.73  5.0e-3   0.69   2.05   3.55   3.87   4.12   4.56  19168    1.0
outl_loglike[246]   4.09  1.6e-3   0.27   3.63    3.9   4.08   4.26   4.66  28813    1.0
outl_loglike[247]   3.56  9.6e-3   1.18   1.15   3.42   3.82   4.08   4.53  15165    1.0
outl_loglike[248]   3.63  7.1e-3   0.94   1.62   3.47   3.82   4.07   4.52  17710    1.0
outl_loglike[249]   2.93  3.0e-3   0.61   1.61   2.55   2.97   3.35    4.0  41436    1.0
outl_loglike[250]   3.62  7.3e-3   0.91   1.57   3.45   3.81   4.07   4.51  15603    1.0
outl_loglike[251]   1.71  6.0e-3   1.21  -1.21   1.04   1.88   2.56   3.55  41140    1.0
outl_loglike[252]   3.48  9.0e-3    1.1   1.25   3.33   3.71   3.97   4.43  14698    1.0
outl_loglike[253]   3.91  1.7e-3   0.31    3.3    3.7   3.91   4.11   4.53  34690    1.0
outl_loglike[254]   3.16  9.0e-3   1.16   0.71   3.02   3.41   3.68   4.14  16764    1.0
outl_loglike[255]    3.3  8.2e-3   0.91   1.27   3.14   3.49   3.75    4.2  12320    1.0
