Inference for Stan model: anon_model_5d703b856fa2f28cab8159e4abe012f4.
4 chains, each with iter=20000; warmup=10000; thin=1; 
post-warmup draws per chain=10000, total post-warmup draws=40000.

                    mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
outl_loglike[10]    3.83  6.6e-3   0.79   1.96   3.67    4.0   4.24   4.66  14420    1.0
outl_loglike[11]    3.34    0.02   2.44  -2.18   3.37   3.91   4.19   4.63  11452    1.0
outl_loglike[12]    3.48    0.01   1.54   0.85    3.4   3.79   4.04   4.48  11463    1.0
outl_loglike[13]    3.46    0.01   1.41   0.99   3.36   3.75    4.0   4.43   9090    1.0
outl_loglike[14]    3.56    0.01    1.4   1.07   3.46   3.84   4.08   4.52  12025    1.0
outl_loglike[15]    3.71    0.01   1.16    1.5   3.58   3.95   4.19   4.62  11701    1.0
outl_loglike[16]    3.85  6.5e-3   0.79   2.09   3.69   4.01   4.24   4.65  14776    1.0
outl_loglike[17]    3.52    0.02    2.0   0.69   3.48    3.9   4.15   4.57  10491    1.0
outl_loglike[18]    3.16  7.3e-3   0.86   1.15    3.0   3.34   3.59   4.03  13905    1.0
outl_loglike[19]    3.43    0.01   1.54   0.96   3.33   3.73   3.98   4.42  13116    1.0
outl_loglike[20]    3.84  5.7e-3   0.75    2.1   3.67    4.0   4.23   4.64  17320    1.0
outl_loglike[21]    3.68    0.01   1.41   1.38   3.57   3.95    4.2   4.62  11356    1.0
outl_loglike[22]     3.4    0.01   1.39   0.91    3.3   3.69   3.94   4.38  10438    1.0
outl_loglike[23]    3.39    0.03   2.52   -0.8   3.44    3.9   4.15   4.59   9173    1.0
outl_loglike[24]    2.92    0.01   1.68  -1.86    2.5   3.38   3.93   4.51  22932    1.0
outl_loglike[25]    3.68  3.7e-3    0.7   1.95   3.38   3.84   4.14    4.6  35400    1.0
outl_loglike[26]    3.92  4.9e-3   0.59   2.43   3.76   4.04   4.26   4.67  14561    1.0
outl_loglike[27]     3.5    0.02   1.77   0.78   3.44   3.85   4.09   4.52   9741    1.0
outl_loglike[28]    3.55    0.02   1.65   0.84   3.48   3.88   4.12   4.55  10457    1.0
outl_loglike[29]    3.42    0.01   1.27   0.97    3.3   3.68   3.93   4.37  10760    1.0
outl_loglike[30]    4.16  2.3e-3    0.3   3.53   3.98   4.16   4.35   4.73  17014    1.0
outl_loglike[31]    3.43    0.01   1.55   0.73   3.35   3.74   3.99   4.43  10694    1.0
outl_loglike[32]    4.09  2.1e-3   0.31   3.43    3.9   4.09   4.29   4.68  23369    1.0
outl_loglike[33]    3.62    0.01   1.52   1.12   3.52   3.92   4.17    4.6  10793    1.0
outl_loglike[34]    3.76  9.5e-3   1.07   1.66   3.62   3.98   4.22   4.64  12569    1.0
outl_loglike[35]    3.44    0.02   2.06   0.39   3.41   3.84   4.09   4.52  10459    1.0
outl_loglike[36]    3.22  8.8e-3   0.99   1.04   3.07   3.43   3.67   4.12  12632    1.0
outl_loglike[37]    3.87  5.5e-3   0.71   2.13    3.7   4.02   4.25   4.67  16262    1.0
outl_loglike[38]    3.07  7.9e-3   0.95   0.93   2.92   3.28   3.52   3.97  14440    1.0
outl_loglike[39]    3.24    0.03   2.84  -1.96   3.35   3.83   4.09   4.52  10008    1.0
outl_loglike[40]    3.67  9.3e-3   1.25   1.21   3.54   3.96    4.2   4.63  18093    1.0
outl_loglike[41]    3.58    0.02   1.77   0.81   3.51   3.93   4.17    4.6  11141    1.0
outl_loglike[42]    3.56    0.01    1.5   1.11   3.47   3.85   4.09   4.52  10559    1.0
outl_loglike[43]    3.66    0.01   1.51   1.31   3.56   3.95   4.19   4.62  10731    1.0
outl_loglike[44]    3.91  3.3e-3   0.53   2.53   3.71   4.01   4.24   4.66  25529    1.0
outl_loglike[45]    3.03    0.01   1.19   0.51    2.9   3.29   3.55    4.0  14045    1.0
outl_loglike[46]    3.69  5.5e-3    0.9   1.48   3.46   3.93   4.19   4.62  27213    1.0
outl_loglike[47]    3.31    0.01   1.28   0.76    3.2   3.58   3.83   4.28  11097    1.0
outl_loglike[48]    3.16  7.8e-3    0.9    1.1    3.0   3.35   3.59   4.04  13262    1.0
outl_loglike[49]    3.93  3.6e-3   0.55   2.49   3.75   4.04   4.26   4.66  23706    1.0
outl_loglike[50]    3.95  4.2e-3   0.55   2.54   3.78   4.06   4.27   4.68  17287    1.0
outl_loglike[51]    3.16  7.4e-3   0.85    1.2    3.0   3.34   3.59   4.03  13171    1.0
outl_loglike[52]    3.66    0.01   1.32   1.47   3.54   3.92   4.17   4.59  13211    1.0
outl_loglike[53]    3.66    0.01   1.46   1.34   3.56   3.95   4.19   4.61   9628    1.0
outl_loglike[54]     3.0  6.2e-3   0.76   1.15   2.84   3.16   3.39   3.84  14890    1.0
outl_loglike[55]    3.39    0.01   1.46   0.79   3.29   3.68   3.93   4.37  11426    1.0
outl_loglike[56]    3.37    0.01   1.42   0.88   3.27   3.66   3.91   4.34  11960    1.0
outl_loglike[57]    4.18  2.1e-3   0.28   3.61    4.0   4.18   4.36   4.74  17840    1.0
outl_loglike[58]    3.91  4.1e-3    0.6   2.37   3.73   4.03   4.26   4.67  21178    1.0
outl_loglike[59]    3.87  5.8e-3   0.72   2.15    3.7   4.02   4.25   4.66  15699    1.0
outl_loglike[60]    3.62  4.8e-3   0.87   1.38   3.32   3.86   4.15    4.6  33598    1.0
outl_loglike[61]    3.58    0.01   1.45   1.19   3.47   3.86   4.11   4.54  11932    1.0
outl_loglike[62]    3.45  7.6e-3   1.21   0.41   3.16    3.8   4.13    4.6  25474    1.0
outl_loglike[63]    3.96  4.4e-3   0.54   2.62   3.79   4.06   4.28   4.68  14903    1.0
outl_loglike[64]    3.75  8.6e-3   1.07   1.49   3.61   3.99   4.23   4.65  15610    1.0
outl_loglike[65]    2.76  3.8e-3   0.54   1.41   2.57   2.85   3.08   3.52  19672    1.0
outl_loglike[66]    3.94  4.4e-3   0.56   2.46   3.77   4.05   4.27   4.68  16117    1.0
outl_loglike[67]    3.89  5.7e-3   0.68   2.22   3.72   4.03   4.26   4.67  14278    1.0
outl_loglike[68]    3.64    0.01   1.44   1.23   3.54   3.94   4.18   4.61  10399    1.0
outl_loglike[69]    3.69  6.0e-3   0.91   1.47   3.47   3.93    4.2   4.63  23489    1.0
outl_loglike[70]    3.85  6.3e-3   0.75   2.03   3.69   4.02   4.24   4.66  14294    1.0
outl_loglike[71]    3.81  6.7e-3   0.76   1.93   3.65   3.98   4.21   4.63  12731    1.0
outl_loglike[72]    3.38    0.01   1.34   0.92   3.28   3.65   3.89   4.34  10855    1.0
outl_loglike[73]    3.61    0.01   1.44   1.18    3.5   3.89   4.14   4.56  10435    1.0
outl_loglike[74]    3.73    0.01   1.18   1.58    3.6   3.98   4.21   4.63  12128    1.0
outl_loglike[75]    2.68    0.04    4.1   -9.8   3.06   3.83   4.15   4.61  11470    1.0
outl_loglike[76]     3.7    0.01    1.2   1.49   3.57   3.94   4.18   4.61  12180    1.0
outl_loglike[77]    3.61    0.02    1.7   1.04   3.53   3.95    4.2   4.62  10558    1.0
outl_loglike[78]    3.44    0.02    1.9  -0.64   3.35   3.91   4.19   4.63  15368    1.0
outl_loglike[79]    3.63  5.4e-3   0.89   1.36   3.35   3.87   4.17   4.62  27580    1.0
outl_loglike[80]    3.84  7.2e-3   0.82   1.98   3.68   4.01   4.24   4.66  12928    1.0
outl_loglike[81]    3.55    0.02   1.55   0.99   3.47   3.87   4.11   4.54  10497    1.0
outl_loglike[82]    3.73    0.01   1.22   1.55   3.61   3.98   4.22   4.64   9981    1.0
outl_loglike[83]    3.28  8.9e-3    1.0   1.06   3.13   3.49   3.74   4.18  12574    1.0
outl_loglike[84]    1.54  7.4e-3   1.31  -1.62   0.87   1.73   2.45   3.52  31441    1.0
outl_loglike[85]    3.12  7.2e-3   0.82   1.23   2.96   3.29   3.54   3.98  12682    1.0
outl_loglike[86]    3.27    0.01   1.04   1.08   3.13    3.5   3.75   4.19  10590    1.0
outl_loglike[87]    3.53    0.02   1.67   0.93   3.45   3.85    4.1   4.53  12011    1.0
outl_loglike[88]    3.02  6.6e-3   0.79   1.13   2.85   3.19   3.43   3.88  14564    1.0
outl_loglike[89]    3.38    0.02   1.76   0.44   3.32   3.73   3.99   4.42  10158    1.0
outl_loglike[90]     3.7    0.01   1.19   1.54   3.58   3.94   4.19   4.61  12378    1.0
outl_loglike[91]    3.57  9.9e-3   1.11   1.36   3.43    3.8   4.04   4.47  12568    1.0
outl_loglike[92]    3.69    0.01   1.37   1.32   3.58   3.97   4.21   4.64  11319    1.0
outl_loglike[93]    3.75  4.9e-3   0.76   1.82   3.54   3.93   4.18   4.61  23552    1.0
outl_loglike[94]    3.53  3.2e-3   0.64   1.97   3.19   3.64   3.98   4.47  40655    1.0
outl_loglike[95]    4.09  2.8e-3   0.37   3.22   3.92   4.12   4.32   4.71  16607    1.0
outl_loglike[96]     3.7    0.01   1.31    1.4   3.58   3.96    4.2   4.62  11705    1.0
outl_loglike[97]    3.46    0.01   1.38   1.12   3.35   3.73   3.98   4.42  12092    1.0
outl_loglike[98]    3.45    0.02   1.56   0.75   3.36   3.76   4.01   4.44  10100    1.0
outl_loglike[99]    3.41    0.02   1.71   0.71   3.35   3.74   3.99   4.43  12155    1.0
outl_loglike[100]   3.87  6.4e-3   0.75   2.11   3.71   4.02   4.25   4.66  13669    1.0
outl_loglike[101]   3.46    0.02   1.81   0.67    3.4   3.81   4.06   4.49   9031    1.0
outl_loglike[102]   3.81  7.1e-3   0.86   1.86   3.65    4.0   4.24   4.65  14915    1.0
outl_loglike[103]   3.29    0.02   1.66   0.53   3.22   3.62   3.88   4.32  11308    1.0
outl_loglike[104]   3.44  8.0e-3   1.23   0.39   3.13   3.79   4.13    4.6  23419    1.0
outl_loglike[105]   0.96    0.01   1.97  -3.94  -0.02   1.36   2.36    3.7  23125    1.0
outl_loglike[106]   3.84  7.8e-3   0.87   2.03   3.68   4.01   4.24   4.66  12412    1.0
outl_loglike[107]   3.95  4.2e-3   0.54   2.55   3.78   4.05   4.27   4.68  16823    1.0
outl_loglike[108]   3.42    0.01   1.26    1.1    3.3   3.68   3.93   4.36  11096    1.0
outl_loglike[109]   2.93  5.2e-3   0.65   1.26   2.76   3.06    3.3   3.74  15610    1.0
outl_loglike[110]   2.85  5.3e-3   0.71   1.07   2.67    3.0   3.24   3.69  17842    1.0
outl_loglike[111]   3.95  4.4e-3   0.56    2.5   3.78   4.05   4.27   4.68  16720    1.0
outl_loglike[112]   2.94  7.4e-3   0.87   0.85   2.78   3.14   3.38   3.84  13988    1.0
outl_loglike[113]   3.99  2.3e-3   0.41    3.0    3.8   4.04   4.25   4.66  31089    1.0
outl_loglike[114]   3.84  4.5e-3   0.69   2.08   3.65    4.0   4.24   4.66  23866    1.0
outl_loglike[115]   3.84  5.0e-3   0.71   2.03   3.66    4.0   4.24   4.66  20812    1.0
outl_loglike[116]   3.68    0.01   1.43   1.28   3.57   3.96   4.21   4.64  11924    1.0
outl_loglike[117]   3.69  4.1e-3   0.57   2.38   3.37   3.76   4.08    4.6  19008    1.0
outl_loglike[118]    4.0  3.9e-3   0.48   2.76   3.83   4.08   4.29   4.69  15574    1.0
outl_loglike[119]    3.3    0.01   1.17   1.02   3.18   3.55   3.79   4.23  10857    1.0
outl_loglike[120]   3.43    0.01   1.35   0.97   3.32   3.71   3.96   4.39  10537    1.0
outl_loglike[121]   3.07  6.3e-3   0.72   1.31    2.9   3.21   3.44   3.88  13095    1.0
outl_loglike[122]   3.22    0.03   2.95  -3.54   3.36   3.89   4.16    4.6  12279    1.0
outl_loglike[123]   3.49    0.01   1.58   0.94    3.4   3.79   4.04   4.47  11297    1.0
outl_loglike[124]   3.92  5.1e-3   0.62   2.37   3.75   4.04   4.26   4.67  14763    1.0
outl_loglike[125]   2.97  5.4e-3   0.66   1.32   2.79    3.1   3.34   3.78  14803    1.0
outl_loglike[126]   3.94  3.7e-3   0.53   2.56   3.75   4.04   4.26   4.67  20692    1.0
outl_loglike[127]   3.36    0.01   1.65  -0.83   3.15   3.82   4.15   4.61  17672    1.0
outl_loglike[128]   3.22  9.9e-3   1.12   1.01   3.09   3.45   3.69   4.14  13012    1.0
outl_loglike[129]   3.81  7.4e-3   0.88   1.88   3.65    4.0   4.23   4.65  14104    1.0
outl_loglike[130]   3.55    0.02   1.65   0.94   3.46   3.87   4.12   4.55  10002    1.0
outl_loglike[131]   3.21  8.7e-3   0.93   1.16   3.06    3.4   3.64   4.09  11474    1.0
outl_loglike[132]   3.74    0.01   1.17   1.59    3.6   3.97   4.21   4.63  13192    1.0
outl_loglike[133]   3.51    0.01   1.63   0.87   3.43   3.83   4.08   4.51  11964    1.0
outl_loglike[134]   3.83  7.2e-3   0.82   1.96   3.66    4.0   4.23   4.65  13188    1.0
outl_loglike[135]   3.65    0.01   1.38   1.23   3.54   3.93   4.17    4.6  11805    1.0
outl_loglike[136]   3.85  6.6e-3   0.77   2.12   3.69   4.01   4.24   4.66  13818    1.0
outl_loglike[137]   3.53    0.02   1.54   1.02   3.44   3.83   4.07   4.51  10045    1.0
outl_loglike[138]   3.56    0.02   1.91   0.83   3.51   3.92   4.16   4.59  10134    1.0
outl_loglike[139]   3.94  4.0e-3   0.56    2.5   3.76   4.04   4.26   4.68  19382    1.0
outl_loglike[140]   3.96  4.3e-3   0.54   2.55   3.79   4.06   4.27   4.68  16087    1.0
outl_loglike[141]   3.79  8.0e-3   0.88   1.83   3.63   3.98   4.21   4.64  12042    1.0
outl_loglike[142]   3.82  6.9e-3   0.78   2.08   3.66   3.98   4.21   4.62  12706    1.0
outl_loglike[143]   3.79  8.5e-3   0.96   1.81   3.63   3.99   4.22   4.65  12765    1.0
outl_loglike[144]   3.47    0.02   1.97   0.41   3.45   3.87   4.11   4.54   9455    1.0
outl_loglike[145]    3.2    0.03   2.66   -1.4   3.27   3.74    4.0   4.44  10997    1.0
outl_loglike[146]   3.91  5.0e-3   0.62   2.33   3.74   4.03   4.26   4.67  15720    1.0
outl_loglike[147]   3.21  9.1e-3   0.98    1.0   3.05   3.42   3.67   4.12  11598    1.0
outl_loglike[148]   3.27    0.01    1.2   0.87   3.14   3.53   3.77   4.22  11360    1.0
outl_loglike[149]   3.46    0.02   1.79   0.69    3.4   3.82   4.07    4.5  10947    1.0
outl_loglike[150]   3.35    0.01   1.18    1.1   3.23    3.6   3.85   4.29  12150    1.0
outl_loglike[151]   3.01  5.2e-3   0.61    1.5   2.84   3.12   3.36   3.79  13598    1.0
outl_loglike[152]   3.92  4.7e-3    0.6    2.4   3.75   4.04   4.26   4.67  15903    1.0
outl_loglike[153]    3.7    0.01   1.19   1.48   3.57   3.95   4.19   4.61  13202    1.0
outl_loglike[154]   3.47    0.01    1.3   1.02   3.35   3.74   3.98   4.42  12246    1.0
outl_loglike[155]   3.56  9.1e-3   1.26   0.57   3.36    3.9   4.18   4.62  19409    1.0
outl_loglike[156]   3.08    0.03   2.93  -3.42   3.22   3.71   3.97   4.41  10677    1.0
outl_loglike[157]   3.05  7.9e-3   0.96   0.85    2.9   3.26    3.5   3.95  14795    1.0
outl_loglike[158]   3.86  6.0e-3   0.73   2.05    3.7   4.02   4.24   4.66  14646    1.0
outl_loglike[159]   3.86  4.8e-3   0.69   2.12   3.67   4.01   4.24   4.67  20421    1.0
outl_loglike[160]   3.71    0.01   1.26   1.44   3.59   3.96    4.2   4.62  12168    1.0
outl_loglike[161]   3.67    0.01   1.34   1.35   3.55   3.94   4.18    4.6   9432    1.0
outl_loglike[162]   3.42    0.02    1.6   0.79   3.34   3.73   3.98   4.41  11318    1.0
outl_loglike[163]   3.56  4.5e-3   0.85   1.37   3.23   3.79   4.11   4.58  35317    1.0
outl_loglike[164]   4.05  3.1e-3   0.41   3.04   3.88    4.1    4.3   4.71  18050    1.0
outl_loglike[165]   2.83  4.3e-3   0.59   1.28   2.64   2.94   3.18   3.63  18924    1.0
outl_loglike[166]   3.24    0.01   1.38   0.55   3.13   3.53   3.78   4.23  12413    1.0
outl_loglike[167]   3.45  6.2e-3   1.06   0.77   3.12   3.74    4.1   4.58  29379    1.0
outl_loglike[168]   3.73  8.8e-3   1.09   1.64   3.59   3.95   4.19   4.62  15382    1.0
outl_loglike[169]   3.82  4.5e-3    0.7   2.02   3.62   3.99   4.23   4.66  23841    1.0
outl_loglike[170]   3.65    0.02   1.51   1.24   3.56   3.94   4.18   4.61   9800    1.0
outl_loglike[171]   3.98  4.1e-3   0.51    2.7    3.8   4.06   4.28   4.69  15518    1.0
outl_loglike[172]   3.96  4.4e-3   0.53    2.6   3.79   4.06   4.27   4.68  14730    1.0
outl_loglike[173]   3.45    0.01   1.44   0.87   3.36   3.74   3.99   4.42  10531    1.0
outl_loglike[174]   3.42    0.01   1.52   0.84   3.32   3.72   3.97   4.41  10841    1.0
outl_loglike[175]   3.88  5.5e-3   0.69   2.21   3.71   4.03   4.25   4.67  15540    1.0
outl_loglike[176]   3.67    0.01   1.39   1.37   3.56   3.94   4.19   4.62  11104    1.0
outl_loglike[177]    3.7    0.01   1.37   1.45   3.59   3.96    4.2   4.62  12141    1.0
outl_loglike[178]   3.69    0.01    1.3   1.38   3.57   3.95   4.19   4.61  11826    1.0
outl_loglike[179]   4.12  2.8e-3   0.34   3.33   3.94   4.14   4.33   4.72  15444    1.0
outl_loglike[180]   3.65    0.01   1.49   1.24   3.56   3.94   4.18   4.61  12659    1.0
outl_loglike[181]   4.06  3.0e-3   0.39   3.12   3.89   4.11    4.3    4.7  16924    1.0
outl_loglike[182]   3.34    0.02   2.18   0.02   3.35   3.77   4.02   4.46  10710    1.0
outl_loglike[183]   3.64    0.01   1.33   1.34   3.52    3.9   4.15   4.58  11017    1.0
outl_loglike[184]   3.29  9.5e-3   1.09   1.12   3.15   3.51   3.76   4.21  13095    1.0
outl_loglike[185]    3.1  6.2e-3   0.73   1.33   2.94   3.25   3.49   3.93  13743    1.0
outl_loglike[186]   2.83  4.3e-3   0.58   1.35   2.64   2.93   3.17   3.61  18287    1.0
outl_loglike[187]    3.4    0.02   1.49   0.73   3.32   3.71   3.96   4.39   8357    1.0
outl_loglike[188]    3.9  5.3e-3   0.66   2.26   3.73   4.04   4.26   4.68  15346    1.0
outl_loglike[189]   3.55    0.02   1.83   0.95   3.48   3.89   4.14   4.57   8804    1.0
outl_loglike[190]   4.02  3.5e-3   0.45    2.9   3.85   4.09   4.29   4.69  16427    1.0
outl_loglike[191]   3.68    0.01   1.37   1.46   3.55   3.95   4.19   4.62  12503    1.0
outl_loglike[192]   3.33    0.02   1.85    0.4   3.28   3.69   3.94   4.38  11430    1.0
outl_loglike[193]   3.83  5.8e-3   0.78   1.96   3.66    4.0   4.24   4.65  18042    1.0
outl_loglike[194]   3.27    0.02   2.08  -0.37   3.26    3.7   3.96    4.4  10071    1.0
outl_loglike[195]   3.74  7.4e-3   0.96   1.45   3.57   3.98   4.22   4.65  16667    1.0
outl_loglike[196]   3.91  5.0e-3   0.63   2.35   3.74   4.03   4.25   4.66  15820    1.0
outl_loglike[197]   4.11  2.1e-3   0.33   3.39   3.93   4.13   4.32   4.71  23196    1.0
outl_loglike[198]    3.7    0.01   1.38   1.38   3.59   3.96   4.21   4.63  11228    1.0
outl_loglike[199]   3.73  7.9e-3   1.07   1.45   3.58   3.97   4.22   4.64  18119    1.0
outl_loglike[200]   3.52    0.02   2.15   0.38   3.52   3.93   4.18   4.61  10351    1.0
outl_loglike[201]    3.8  7.6e-3   0.91    1.8   3.64    4.0   4.23   4.65  14336    1.0
outl_loglike[202]   3.73  8.1e-3   1.01   1.52   3.57   3.96    4.2   4.63  15449    1.0
outl_loglike[203]    3.3  9.4e-3   1.08   0.96   3.16   3.54   3.79   4.23  13378    1.0
outl_loglike[204]   4.02  2.3e-3   0.37   3.21   3.81   4.04   4.26   4.67  24634    1.0
outl_loglike[205]   3.77  8.6e-3    1.0   1.69   3.62   3.98   4.22   4.65  13589    1.0
outl_loglike[206]   3.55    0.01   1.47   1.08   3.45   3.85    4.1   4.53   9958    1.0
outl_loglike[207]   3.68    0.01   1.38    1.4   3.57   3.94   4.18   4.61  11399    1.0
outl_loglike[208]   3.54    0.01    1.5   1.05   3.46   3.84   4.09   4.51  11318    1.0
outl_loglike[209]   3.81  5.0e-3   0.76   1.91   3.62   3.99   4.23   4.65  22662    1.0
outl_loglike[210]   3.65    0.01   1.44   1.23   3.55   3.94   4.18    4.6  11955    1.0
outl_loglike[211]   3.31    0.01   1.37   0.91    3.2   3.57   3.82   4.26  12709    1.0
outl_loglike[212]   3.51    0.02   1.75   0.69   3.45   3.85    4.1   4.54  11248    1.0
outl_loglike[213]   3.78  8.7e-3   0.96   1.75   3.63   3.99   4.23   4.65  12228    1.0
outl_loglike[214]   4.03  3.5e-3   0.44   2.94   3.85   4.09   4.29   4.69  15493    1.0
outl_loglike[215]   3.56    0.01   1.74   0.35   3.51   3.94   4.19   4.62  13929    1.0
outl_loglike[216]   3.59    0.01   1.45   1.17   3.48   3.88   4.12   4.55  12389    1.0
outl_loglike[217]   3.98  3.6e-3    0.5   2.67    3.8   4.06   4.28   4.69  19515    1.0
outl_loglike[218]    3.0  7.4e-3    0.9   0.86   2.85    3.2   3.45    3.9  14971    1.0
outl_loglike[219]   3.86  5.7e-3   0.74   2.09   3.68   4.02   4.25   4.67  16634    1.0
outl_loglike[220]   3.72    0.01   1.25   1.54    3.6   3.97   4.21   4.63  11557    1.0
outl_loglike[221]   3.67    0.01   1.35   1.31   3.56   3.94   4.19   4.61  11834    1.0
outl_loglike[222]   3.63    0.01   1.44    1.1   3.53   3.93   4.17   4.59  10609    1.0
outl_loglike[223]   4.01  3.7e-3   0.47   2.85   3.84   4.08   4.29   4.69  16252    1.0
outl_loglike[224]   3.14    0.02   2.25  -2.89   3.01   3.77   4.13    4.6  14081    1.0
outl_loglike[225]   3.83  6.8e-3   0.76   1.98   3.66    4.0   4.23   4.66  12413    1.0
outl_loglike[226]   3.77  9.4e-3   1.08   1.72   3.62   3.99   4.23   4.64  13009    1.0
outl_loglike[227]   3.73    0.01   1.14   1.64    3.6   3.96   4.19   4.62  12924    1.0
outl_loglike[228]   4.18  2.1e-3   0.28   3.63   4.01   4.18   4.36   4.74  17039    1.0
outl_loglike[229]   3.31    0.01   1.18   1.06   3.17   3.55    3.8   4.25  12173    1.0
outl_loglike[230]    3.3    0.01   1.55   0.63   3.22   3.62   3.87   4.31  10924    1.0
outl_loglike[231]   2.89  4.2e-3   0.54   1.51   2.71   2.98   3.21   3.65  16444    1.0
outl_loglike[232]   3.21    0.01   1.33   0.66   3.11   3.49   3.74   4.19  10852    1.0
outl_loglike[233]    3.7    0.01   1.27   1.35   3.57   3.97   4.22   4.64  13718    1.0
outl_loglike[234]   2.96  4.4e-3   0.55   1.55   2.78   3.05   3.28   3.72  15793    1.0
outl_loglike[235]    3.8  8.1e-3   0.93   1.84   3.65   3.99   4.22   4.64  13153    1.0
outl_loglike[236]   4.11  2.2e-3   0.33   3.37   3.94   4.13   4.32    4.7  22474    1.0
outl_loglike[237]    3.7    0.01   1.29   1.37   3.58   3.96    4.2   4.62  13844    1.0
outl_loglike[238]   3.71    0.01   1.17   1.43   3.57   3.96    4.2   4.62  13070    1.0
outl_loglike[239]   3.57    0.01   1.55    1.0   3.48   3.88   4.13   4.56  10835    1.0
outl_loglike[240]    3.6    0.02   1.65   1.01   3.53   3.92   4.17    4.6  11055    1.0
outl_loglike[241]   3.79  8.0e-3   0.93   1.79   3.63   3.99   4.23   4.64  13480    1.0
outl_loglike[242]   4.04  3.4e-3   0.42   2.99   3.87    4.1    4.3    4.7  15637    1.0
outl_loglike[243]   3.59    0.02   1.83   0.73   3.54   3.94   4.19   4.62  10764    1.0
outl_loglike[244]   3.63    0.01   1.47   1.25   3.52   3.91   4.16   4.58  11602    1.0
outl_loglike[245]   3.45  5.6e-3   0.99   0.96   3.07    3.7   4.08   4.57  31698    1.0
outl_loglike[246]   3.63    0.01    1.4   1.23   3.52   3.91   4.15   4.58  10076    1.0
outl_loglike[247]   2.44    0.01   2.26  -3.99   1.96   3.08   3.79   4.46  22762    1.0
outl_loglike[248]   3.49    0.02   1.68   0.95   3.41   3.81   4.06   4.49  10424    1.0
outl_loglike[249]   4.14  2.4e-3   0.32   3.46   3.96   4.15   4.34   4.73  17158    1.0
outl_loglike[250]   2.95  7.1e-3    0.9   0.78   2.78   3.15    3.4   3.85  15921    1.0
outl_loglike[251]    3.3    0.01   1.17   1.01   3.17   3.54   3.79   4.24  11088    1.0
outl_loglike[252]    3.9  4.3e-3    0.6   2.36   3.72   4.02   4.25   4.67  19311    1.0
outl_loglike[253]   3.74  9.8e-3    1.1   1.56   3.61   3.97   4.22   4.64  12574    1.0
outl_loglike[254]   3.73  7.8e-3    1.0   1.49   3.57   3.96   4.21   4.63  16375    1.0
outl_loglike[255]   3.26    0.02   1.62   0.27   3.21    3.6   3.85    4.3  11168    1.0
outl_loglike[256]   3.57  4.5e-3   0.82    1.5   3.22   3.76   4.11   4.59  33207    1.0
outl_loglike[257]   3.84  5.5e-3   0.75   2.01   3.66   4.01   4.25   4.66  18836    1.0
outl_loglike[258]   3.23    0.01   1.19   0.84   3.11   3.48   3.73   4.17  12266    1.0
outl_loglike[259]   2.78  4.6e-3   0.66   1.08   2.58   2.91   3.16   3.61  20597    1.0
outl_loglike[260]    3.9  5.8e-3   0.66    2.3   3.72   4.03   4.26   4.67  12834    1.0
outl_loglike[261]   4.07  2.9e-3   0.38   3.15    3.9   4.11   4.31    4.7  17351    1.0
