Inference for Stan model: anon_model_5d703b856fa2f28cab8159e4abe012f4.
4 chains, each with iter=20000; warmup=10000; thin=1; 
post-warmup draws per chain=10000, total post-warmup draws=40000.

                    mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
outl_loglike[248]    2.5  3.9e-3   0.92   0.45   1.95   2.58   3.14   4.07  57417    1.0
outl_loglike[249]   4.65  2.0e-3   0.35   3.99   4.42   4.64   4.87   5.36  31602    1.0
outl_loglike[250]   4.39  4.2e-3   0.57   2.98   4.16   4.47   4.74   5.26  18681    1.0
outl_loglike[251]    4.4  2.6e-3    0.5   3.23   4.15   4.46   4.73   5.25  36262    1.0
outl_loglike[252]   4.54  2.7e-3   0.42   3.61   4.31   4.57   4.81   5.31  24017    1.0
outl_loglike[253]   4.44  2.5e-3   0.47   3.37   4.18   4.48   4.74   5.25  36152    1.0
outl_loglike[254]    4.4  4.0e-3   0.55   3.03   4.16   4.47   4.73   5.25  19293    1.0
outl_loglike[255]   4.16  2.5e-3   0.56   2.91   3.82    4.2   4.54   5.13  48819    1.0
outl_loglike[256]   4.45  2.5e-3   0.47   3.36    4.2   4.49   4.75   5.27  35759    1.0
outl_loglike[257]   3.87  8.8e-3   1.31   0.82   3.58    4.2   4.57   5.14  21947    1.0
outl_loglike[258]   4.32  4.6e-3   0.63   2.74   4.09   4.42    4.7   5.21  18992    1.0
outl_loglike[259]   4.58  2.5e-3   0.39   3.77   4.35   4.59   4.83   5.33  23971    1.0
outl_loglike[260]   4.46  3.5e-3   0.51   3.22   4.23   4.52   4.78   5.28  20885    1.0
outl_loglike[261]    4.5  3.2e-3   0.45   3.47   4.27   4.53   4.79    5.3  20192    1.0
outl_loglike[262]   4.33  4.7e-3   0.66   2.69    4.1   4.43   4.71   5.23  19865    1.0
outl_loglike[263]   4.34  4.4e-3   0.62    2.8    4.1   4.43   4.71   5.24  19425    1.0
outl_loglike[264]   3.14  5.6e-3   1.17    0.3   2.56   3.34   3.96    4.8  43157    1.0
outl_loglike[265]   4.52  2.9e-3   0.45    3.5   4.28   4.55    4.8   5.31  24460    1.0
outl_loglike[266]   4.45  2.8e-3   0.49   3.28    4.2   4.49   4.76   5.27  30307    1.0
outl_loglike[267]   4.36  2.3e-3   0.48   3.31   4.07   4.39   4.67   5.21  43674    1.0
outl_loglike[268]   4.63  1.8e-3   0.35   3.97    4.4   4.62   4.85   5.34  38165    1.0
outl_loglike[269]   4.39  4.2e-3   0.57   2.99   4.16   4.47   4.73   5.25  17984    1.0
outl_loglike[270]   4.59  2.4e-3   0.38    3.8   4.35   4.59   4.83   5.33  26325    1.0
outl_loglike[271]   4.36  3.8e-3   0.56   2.99   4.13   4.44    4.7   5.22  21036    1.0
outl_loglike[272]   4.56  2.0e-3   0.39   3.77   4.33   4.57   4.81   5.32  36370    1.0
outl_loglike[273]   4.49  2.0e-3    0.4   3.65   4.25   4.51   4.76   5.27  41079    1.0
outl_loglike[274]   4.34  4.7e-3   0.63   2.78   4.11   4.44   4.72   5.24  18179    1.0
outl_loglike[275]   3.72  5.3e-3   1.02    1.2   3.26   3.93   4.41   5.07  37272    1.0
outl_loglike[276]   4.45  3.3e-3   0.49   3.28   4.22    4.5   4.76   5.27  22048    1.0
outl_loglike[277]   4.51  2.4e-3   0.43   3.53   4.27   4.53   4.79   5.29  33146    1.0
outl_loglike[278]   4.61  2.0e-3   0.37   3.87   4.37    4.6   4.84   5.33  35599    1.0
outl_loglike[279]   2.33  7.9e-3   1.61  -1.82   1.61   2.65   3.43   4.48  41727    1.0
outl_loglike[280]   4.31  2.4e-3   0.51   3.15   4.02   4.36   4.65    5.2  46781    1.0
outl_loglike[281]   2.61  9.5e-3   1.77  -2.21   1.94    3.0   3.79   4.76  34597    1.0
outl_loglike[282]   2.92    0.01   1.99  -2.83   2.39   3.44   4.15   4.94  25345    1.0
outl_loglike[283]   4.56  2.6e-3    0.4    3.7   4.33   4.58   4.82   5.32  24772    1.0
outl_loglike[284]    4.6  2.3e-3   0.38   3.82   4.37    4.6   4.84   5.33  26874    1.0
outl_loglike[285]   4.62  2.1e-3   0.35   3.94   4.39   4.61   4.85   5.34  29589    1.0
outl_loglike[286]   4.43  2.4e-3   0.47   3.34   4.18   4.47   4.73   5.25  37647    1.0
outl_loglike[287]    4.5  2.4e-3   0.44   3.52   4.26   4.53   4.78   5.29  32770    1.0
outl_loglike[288]   4.42  3.5e-3    0.5   3.21   4.19   4.48   4.74   5.25  21273    1.0
outl_loglike[289]    4.3  4.0e-3   0.64   2.66   4.05   4.41    4.7   5.24  25976    1.0
outl_loglike[290]   4.34  3.0e-3   0.56   2.99   4.07   4.41    4.7   5.23  33928    1.0
outl_loglike[291]    4.4  2.4e-3   0.48   3.33   4.13   4.44   4.72   5.25  38363    1.0
outl_loglike[292]   3.62  3.3e-3    0.8   1.75   3.16   3.72   4.18   4.89  57662    1.0
outl_loglike[293]   4.27  4.6e-3   0.62   2.78   4.03   4.36   4.64   5.16  17947    1.0
outl_loglike[294]   4.35  3.2e-3   0.58   2.92   4.09   4.43   4.72   5.25  33069    1.0
outl_loglike[295]   4.37  3.2e-3   0.56   2.99   4.12   4.44   4.72   5.25  29867    1.0
outl_loglike[296]   4.55  1.9e-3   0.39   3.77    4.3   4.55    4.8    5.3  39205    1.0
outl_loglike[297]   4.22  3.1e-3   0.61   2.78   3.91   4.31   4.63   5.19  37827    1.0
outl_loglike[298]   4.49  3.1e-3   0.46   3.42   4.26   4.53   4.78   5.29  22385    1.0
outl_loglike[299]   4.41  3.9e-3   0.56   3.04   4.17   4.48   4.75   5.27  20784    1.0
outl_loglike[300]   4.23  2.3e-3   0.52   3.06   3.93   4.27   4.58   5.13  48778    1.0
outl_loglike[301]   4.61  2.2e-3   0.37   3.88   4.38   4.61   4.84   5.33  28158    1.0
outl_loglike[302]   3.08  3.3e-3    0.8   1.32    2.6   3.14   3.64   4.44  58691    1.0
outl_loglike[303]   4.58  2.5e-3   0.39   3.76   4.35   4.59   4.83   5.33  25232    1.0
outl_loglike[304]   4.15  2.2e-3    0.5   3.08   3.85   4.18   4.49   5.06  51013    1.0
outl_loglike[305]   4.59  2.4e-3   0.38   3.82   4.36    4.6   4.83   5.33  25440    1.0
outl_loglike[306]   4.69  1.8e-3   0.33   4.09   4.46   4.67    4.9   5.38  34328    1.0
outl_loglike[307]   4.47  2.3e-3   0.44   3.51   4.21   4.49   4.75   5.27  38170    1.0
outl_loglike[308]   4.64  1.9e-3   0.35   3.97   4.41   4.63   4.86   5.35  34928    1.0
outl_loglike[309]   0.99  7.6e-3   1.73  -3.12   0.06   1.28   2.23   3.59  52251    1.0
outl_loglike[310]   3.19  3.5e-3   0.81   1.39   2.71   3.26   3.76   4.56  55137    1.0
outl_loglike[311]   4.41  2.1e-3   0.44   3.47   4.14   4.43   4.69   5.22  44711    1.0
outl_loglike[312]   4.42  3.6e-3   0.53   3.12   4.18   4.48   4.75   5.27  21753    1.0
outl_loglike[313]   4.55  2.6e-3   0.42   3.66   4.31   4.57   4.81   5.32  26476    1.0
outl_loglike[314]   4.07  5.7e-3   0.84   1.99   3.81   4.24   4.55    5.1  21465    1.0
outl_loglike[315]   4.61  2.1e-3   0.37   3.88   4.38   4.61   4.85   5.34  30119    1.0
outl_loglike[316]   4.56  2.0e-3   0.38   3.78   4.32   4.57   4.81   5.32  37586    1.0
outl_loglike[317]   4.37  4.1e-3    0.6   2.86   4.14   4.45   4.73   5.25  21428    1.0
outl_loglike[318]   4.39  4.5e-3   0.59   2.92   4.16   4.48   4.74   5.26  17416    1.0
outl_loglike[319]   4.45  3.6e-3   0.51   3.22   4.21    4.5   4.76   5.28  20534    1.0
outl_loglike[320]   4.48  3.1e-3   0.48   3.35   4.24   4.52   4.78   5.29  24219    1.0
outl_loglike[321]   2.13  9.0e-3   1.69  -2.25   1.38   2.47   3.29   4.41  35337    1.0
outl_loglike[322]   3.72  4.6e-3   0.95   1.39   3.25   3.89   4.37   5.04  43189    1.0
outl_loglike[323]   3.94  2.6e-3   0.61   2.58   3.58   3.99   4.36   4.98  55346    1.0
outl_loglike[324]   4.15  3.0e-3   0.64   2.63   3.81   4.25   4.58   5.16  44132    1.0
outl_loglike[325]   4.14  2.4e-3   0.54   2.94   3.82   4.19   4.51    5.1  50775    1.0
outl_loglike[326]   4.55  2.1e-3    0.4   3.72   4.31   4.56   4.81   5.31  37221    1.0
outl_loglike[327]   4.47  2.2e-3   0.43   3.54   4.21   4.49   4.75   5.27  38227    1.0
outl_loglike[328]   4.67  1.8e-3   0.34   4.04   4.44   4.66   4.89   5.37  33366    1.0
outl_loglike[329]   4.59  1.9e-3   0.37   3.87   4.36   4.59   4.83   5.32  38075    1.0
outl_loglike[330]   3.17  3.3e-3   0.77   1.47   2.71   3.24   3.72   4.49  54214    1.0
outl_loglike[331]   4.19  4.6e-3    0.7   2.45   3.95   4.32   4.61   5.13  22951    1.0
outl_loglike[332]    4.4  3.6e-3   0.55   3.05   4.16   4.47   4.74   5.26  23078    1.0
outl_loglike[333]   4.44  3.8e-3   0.53   3.16    4.2    4.5   4.76   5.27  19354    1.0
outl_loglike[334]   4.54  2.7e-3   0.42   3.62    4.3   4.56   4.81   5.31  25261    1.0
outl_loglike[335]    4.5  3.0e-3   0.45   3.49   4.26   4.53   4.78   5.29  22779    1.0
outl_loglike[336]   4.55  2.5e-3   0.41   3.67   4.31   4.56   4.81   5.31  27073    1.0
outl_loglike[337]   4.62  1.9e-3   0.35   3.94   4.39   4.62   4.85   5.34  35342    1.0
outl_loglike[338]   4.37  3.5e-3   0.56   2.99   4.13   4.45   4.72   5.24  25646    1.0
outl_loglike[339]   4.34  2.9e-3   0.55   3.06   4.06    4.4   4.69   5.23  35510    1.0
outl_loglike[340]   4.28  4.3e-3   0.67   2.58   4.03   4.39   4.68   5.21  23845    1.0
outl_loglike[341]   -1.1    0.02   3.87 -10.07  -3.57  -0.25   1.98   4.03  47772    1.0
outl_loglike[342]    3.5  3.4e-3   0.79    1.7   3.05   3.59   4.05   4.78  55178    1.0
outl_loglike[343]   4.56  2.5e-3   0.41   3.69   4.33   4.58   4.82   5.32  27448    1.0
outl_loglike[344]   4.64  2.0e-3   0.35   3.96   4.41   4.63   4.87   5.35  30920    1.0
outl_loglike[345]   4.48  2.0e-3   0.41   3.63   4.23   4.49   4.75   5.27  40995    1.0
outl_loglike[346]   4.24  5.0e-3   0.75   2.35    4.0   4.38   4.68   5.21  22343    1.0
outl_loglike[347]   4.49  2.4e-3   0.45   3.49   4.24   4.52   4.78   5.29  35914    1.0
outl_loglike[348]   4.24  4.9e-3   0.71    2.5   3.99   4.37   4.66   5.19  21258    1.0
outl_loglike[349]   4.35  4.3e-3   0.58    2.9   4.12   4.43    4.7   5.22  18109    1.0
outl_loglike[350]   4.37  4.2e-3   0.58   2.94   4.14   4.45   4.72   5.24  19495    1.0
outl_loglike[351]   2.87  3.7e-3    0.9   0.86   2.34   2.96    3.5   4.37  58057    1.0
outl_loglike[352]   4.13  2.5e-3   0.57   2.85   3.81   4.18   4.51    5.1  50627    1.0
outl_loglike[353]   4.35  2.9e-3   0.55   3.03   4.09   4.42   4.71   5.24  35043    1.0
outl_loglike[354]   4.37  4.5e-3    0.6   2.88   4.14   4.46   4.73   5.25  17549    1.0
outl_loglike[355]   4.67  1.8e-3   0.33   4.06   4.44   4.66   4.89   5.37  34537    1.0
outl_loglike[356]   4.09  5.9e-3    0.9   1.85   3.81   4.29   4.62   5.18  23282    1.0
outl_loglike[357]   4.57  2.5e-3    0.4   3.73   4.34   4.58   4.82   5.32  25772    1.0
outl_loglike[358]   4.46  2.6e-3   0.48   3.35   4.22    4.5   4.77   5.28  32916    1.0
outl_loglike[359]   4.53  2.0e-3   0.39   3.72   4.28   4.53   4.79   5.29  37959    1.0
outl_loglike[360]   4.32  3.9e-3   0.62   2.74   4.08   4.42   4.71   5.24  25675    1.0
outl_loglike[361]   3.98  2.7e-3   0.61   2.62   3.62   4.04    4.4   5.01  49952    1.0
outl_loglike[362]   4.25  3.5e-3   0.67   2.56   3.95   4.36   4.67   5.22  36469    1.0
outl_loglike[363]   4.65  1.8e-3   0.34   3.99   4.42   4.64   4.87   5.35  35474    1.0
outl_loglike[364]   4.43  2.4e-3   0.46    3.4   4.17   4.46   4.73   5.25  38199    1.0
outl_loglike[365]   4.33  2.8e-3   0.53   3.11   4.05   4.39   4.68   5.22  34728    1.0
outl_loglike[366]   4.47  3.3e-3   0.48   3.36   4.23   4.51   4.76   5.27  20723    1.0
outl_loglike[367]   4.33  2.1e-3   0.46   3.34   4.05   4.35   4.63   5.17  47310    1.0
outl_loglike[368]   4.18  5.0e-3   0.76    2.3    3.9   4.34   4.65   5.19  23296    1.0
outl_loglike[369]   2.26  4.6e-3   1.09  -0.22   1.64   2.38   3.02   4.02  56685    1.0
outl_loglike[370]   4.48  2.0e-3   0.41   3.62   4.22   4.49   4.74   5.25  43833    1.0
outl_loglike[371]   4.04  7.1e-3   1.07   1.48   3.76   4.29   4.64    5.2  22671    1.0
outl_loglike[372]   4.58  2.0e-3   0.38   3.82   4.35   4.59   4.83   5.33  36906    1.0
outl_loglike[373]   4.23  2.9e-3    0.6    2.8   3.92   4.32   4.63   5.19  43476    1.0
outl_loglike[374]   4.67  1.9e-3   0.33   4.05   4.45   4.66   4.89   5.37  32782    1.0
outl_loglike[375]   4.38  3.8e-3   0.58   2.94   4.15   4.46   4.73   5.25  23226    1.0
outl_loglike[376]   4.43  3.8e-3   0.54   3.09    4.2   4.49   4.76   5.28  20123    1.0
outl_loglike[377]   4.43  3.6e-3    0.5   3.22   4.19   4.48   4.74   5.25  19472    1.0
outl_loglike[378]   4.62  2.2e-3   0.36    3.9   4.39   4.61   4.85   5.34  28600    1.0
outl_loglike[379]   4.41  3.8e-3   0.56   3.05   4.18   4.48   4.75   5.27  20960    1.0
outl_loglike[380]   4.16  4.3e-3   0.75   2.32   3.86   4.31   4.63   5.19  29771    1.0
outl_loglike[381]   4.19  2.4e-3   0.54   2.99   3.88   4.24   4.56   5.13  50899    1.0
outl_loglike[382]    4.6  2.2e-3   0.37   3.86   4.37    4.6   4.84   5.34  28258    1.0
outl_loglike[383]   3.74  2.6e-3    0.6   2.44   3.36   3.78   4.16   4.81  54868    1.0
outl_loglike[384]   3.85    0.01   1.39   0.53   3.57   4.21   4.58   5.16  19126    1.0
outl_loglike[385]   4.23  2.6e-3   0.54   2.99   3.92   4.28   4.59   5.15  43700    1.0
outl_loglike[386]   4.57  2.4e-3    0.4   3.74   4.33   4.58   4.82   5.32  27338    1.0
outl_loglike[387]   4.65  1.9e-3   0.34   3.99   4.42   4.64   4.87   5.35  31289    1.0
outl_loglike[388]   4.37  3.0e-3   0.54   3.06    4.1   4.43   4.71   5.24  33120    1.0
outl_loglike[389]   4.38  4.0e-3   0.59   2.97   4.15   4.47   4.74   5.26  21826    1.0
outl_loglike[390]   4.39  2.3e-3   0.48   3.33   4.12   4.43    4.7   5.24  43716    1.0
outl_loglike[391]   4.18  4.2e-3   0.73   2.34   3.89   4.32   4.63   5.17  29831    1.0
outl_loglike[392]   4.53  2.6e-3   0.43   3.58    4.3   4.55    4.8    5.3  27836    1.0
outl_loglike[393]   4.67  1.8e-3   0.34   4.05   4.44   4.66   4.88   5.37  33819    1.0
outl_loglike[394]   4.21  5.4e-3    0.8   2.26   3.97   4.37   4.67    5.2  21587    1.0
outl_loglike[395]   1.09  9.8e-3   2.14  -4.31   0.02   1.53   2.61   4.03  48132    1.0
outl_loglike[396]   3.85  3.6e-3   0.78   1.97   3.43   3.98    4.4   5.04  47810    1.0
outl_loglike[397]   4.55  2.7e-3   0.42   3.64   4.32   4.57   4.82   5.32  23235    1.0
outl_loglike[398]   4.47  2.9e-3   0.48   3.34   4.23   4.51   4.77   5.28  27138    1.0
outl_loglike[399]   4.62  2.1e-3   0.36   3.92   4.39   4.62   4.86   5.35  28362    1.0
outl_loglike[400]   4.62  2.1e-3   0.36   3.93   4.39   4.62   4.85   5.34  29095    1.0
outl_loglike[401]   4.57  1.9e-3   0.38   3.81   4.34   4.58   4.82   5.31  38636    1.0
outl_loglike[402]   4.55  2.4e-3   0.41   3.66   4.31   4.57   4.81   5.31  28582    1.0
outl_loglike[403]   4.41  2.2e-3   0.46   3.42   4.15   4.44   4.72   5.25  42169    1.0
outl_loglike[404]   4.29  4.6e-3   0.69   2.57   4.04   4.41    4.7   5.23  23111    1.0
outl_loglike[405]   4.27  5.5e-3    0.7   2.58   4.04   4.38   4.66   5.19  16650    1.0
outl_loglike[406]   3.34  2.9e-3   0.71   1.78   2.91    3.4   3.84   4.58  61467    1.0
outl_loglike[407]   4.34  4.3e-3   0.65   2.74   4.11   4.45   4.72   5.25  22594    1.0
outl_loglike[408]   3.78  3.6e-3   0.84   1.74   3.34   3.92   4.37   5.01  53451    1.0
outl_loglike[409]   3.86  2.9e-3   0.66   2.36   3.46   3.93   4.32   4.97  54360    1.0
outl_loglike[410]   4.64  2.0e-3   0.35   3.98   4.41   4.63   4.86   5.35  31728    1.0
outl_loglike[411]    4.3  3.9e-3   0.64   2.68   4.04   4.41    4.7   5.23  27353    1.0
outl_loglike[412]   4.33  2.4e-3   0.49   3.25   4.04   4.37   4.66    5.2  42852    1.0
outl_loglike[413]   4.37  4.5e-3   0.61   2.85   4.14   4.46   4.73   5.25  18620    1.0
outl_loglike[414]   3.92  3.4e-3   0.76   2.11   3.53   4.05   4.45   5.07  49042    1.0
outl_loglike[415]   4.57  2.0e-3   0.38    3.8   4.34   4.57   4.81   5.31  37026    1.0
outl_loglike[416]   4.48  3.1e-3   0.48   3.36   4.25   4.52   4.78   5.29  24257    1.0
outl_loglike[417]   4.41  3.4e-3   0.55   3.07   4.17   4.48   4.75   5.26  25755    1.0
outl_loglike[418]   4.23  2.8e-3   0.59   2.84   3.92   4.31   4.62   5.18  44936    1.0
outl_loglike[419]    4.4  3.6e-3   0.53    3.1   4.17   4.47   4.74   5.25  22502    1.0
outl_loglike[420]   4.56  2.6e-3   0.41   3.68   4.33   4.57   4.82   5.32  24342    1.0
outl_loglike[421]   4.47  2.8e-3   0.48   3.33   4.22   4.51   4.77   5.28  29229    1.0
outl_loglike[422]   4.12  4.6e-3   0.79   2.13   3.81   4.29   4.62   5.18  29569    1.0
outl_loglike[423]   4.42  3.5e-3   0.51   3.21   4.19   4.48   4.74   5.25  20750    1.0
outl_loglike[424]   4.09  6.2e-3    0.9   1.92   3.84   4.28    4.6   5.14  21456    1.0
outl_loglike[425]   4.25  4.8e-3   0.74   2.46    4.0   4.39   4.68   5.21  23400    1.0
outl_loglike[426]   4.52  2.2e-3   0.42   3.61   4.27   4.54   4.78   5.29  37207    1.0
outl_loglike[427]   4.43  2.8e-3    0.5   3.23   4.17   4.48   4.75   5.28  32768    1.0
outl_loglike[428]   3.71  3.3e-3   0.71   2.11    3.3    3.8   4.21   4.87  47449    1.0
outl_loglike[429]   4.59  1.9e-3   0.37   3.86   4.36   4.59   4.83   5.32  38916    1.0
outl_loglike[430]   4.66  1.9e-3   0.34   4.02   4.43   4.65   4.87   5.36  32726    1.0
outl_loglike[431]    3.8  4.8e-3   0.94    1.5   3.37   3.99   4.43   5.08  37591    1.0
outl_loglike[432]   4.56  2.6e-3    0.4    3.7   4.32   4.57   4.81   5.31  24251    1.0
outl_loglike[433]   4.68  1.8e-3   0.33   4.07   4.45   4.67   4.89   5.38  34976    1.0
outl_loglike[434]   4.09  2.8e-3   0.63   2.61   3.75   4.17   4.52    5.1  48641    1.0
outl_loglike[435]   4.53  2.8e-3   0.42   3.61   4.29   4.55    4.8    5.3  23305    1.0
outl_loglike[436]   4.64  2.0e-3   0.35   3.96   4.41   4.63   4.86   5.35  30796    1.0
outl_loglike[437]   4.43  2.6e-3   0.48   3.32   4.17   4.47   4.74   5.26  35110    1.0
outl_loglike[438]   4.52  2.1e-3   0.41   3.64   4.28   4.54   4.79    5.3  37813    1.0
outl_loglike[439]   3.76  5.8e-3   1.09   1.06   3.31   4.02   4.47    5.1  35031    1.0
outl_loglike[440]   4.25  3.8e-3   0.68   2.58   3.98   4.38   4.68   5.22  31557    1.0
outl_loglike[441]   4.48  2.2e-3   0.43   3.56   4.23    4.5   4.76   5.28  38426    1.0
outl_loglike[442]   4.58  2.0e-3   0.38   3.81   4.34   4.58   4.82   5.32  37006    1.0
outl_loglike[443]   4.48  3.2e-3   0.49   3.34   4.25   4.53   4.78   5.29  22911    1.0
outl_loglike[444]   4.41  2.0e-3   0.43   3.51   4.15   4.42   4.69   5.21  44613    1.0
outl_loglike[445]    4.4  3.7e-3   0.56   3.01   4.17   4.48   4.75   5.27  22727    1.0
outl_loglike[446]   4.65  1.9e-3   0.34   3.99   4.42   4.64   4.87   5.35  31598    1.0
outl_loglike[447]   4.35  2.1e-3   0.46   3.36   4.06   4.37   4.66   5.19  47670    1.0
outl_loglike[448]   4.47  2.0e-3    0.4   3.65   4.21   4.48   4.73   5.25  41336    1.0
outl_loglike[449]   4.62  2.0e-3   0.36   3.92   4.39   4.62   4.85   5.34  31567    1.0
outl_loglike[450]   4.54  2.7e-3   0.42   3.62   4.31   4.56   4.81   5.31  23949    1.0
outl_loglike[451]   4.63  1.9e-3   0.35   3.94    4.4   4.62   4.86   5.35  34413    1.0
outl_loglike[452]   4.41  3.4e-3   0.53    3.1   4.17   4.47   4.74   5.25  24383    1.0
outl_loglike[453]   4.66  1.9e-3   0.34   4.03   4.44   4.65   4.88   5.37  32601    1.0
outl_loglike[454]   4.32  3.7e-3   0.63    2.7   4.07   4.43   4.72   5.25  29778    1.0
outl_loglike[455]   4.57  2.6e-3    0.4   3.71   4.34   4.58   4.82   5.32  24109    1.0
outl_loglike[456]   3.98  2.7e-3   0.61   2.62   3.63   4.04    4.4   5.02  51841    1.0
outl_loglike[457]   4.08  7.6e-3   1.08   1.73   3.85   4.31   4.62   5.16  20000    1.0
outl_loglike[458]   4.47  2.7e-3   0.47   3.41   4.22   4.51   4.76   5.27  30739    1.0
outl_loglike[459]   4.63  1.8e-3   0.35   3.95   4.39   4.62   4.85   5.34  38315    1.0
outl_loglike[460]   3.97  2.5e-3   0.58   2.69   3.62   4.02   4.36   4.98  55288    1.0
outl_loglike[461]   2.37  8.0e-3   1.64  -1.87   1.62   2.69   3.49   4.56  42633    1.0
outl_loglike[462]   4.26  5.3e-3   0.72   2.51   4.03   4.38   4.67   5.19  18407    1.0
outl_loglike[463]   4.25  2.4e-3   0.53   3.07   3.95   4.29    4.6   5.16  48990    1.0
outl_loglike[464]   4.68  1.8e-3   0.33   4.08   4.46   4.67   4.89   5.37  34334    1.0
outl_loglike[465]   3.06  4.4e-3   1.01   0.72    2.5    3.2   3.77   4.63  52863    1.0
outl_loglike[466]   4.38  3.9e-3   0.55   3.03   4.14   4.45   4.71   5.23  20024    1.0
outl_loglike[467]   3.27  1.7e-3   0.33   2.68   3.04   3.25   3.48   3.97  37786    1.0
outl_loglike[468]    4.6  2.0e-3   0.37   3.84   4.36    4.6   4.84   5.33  33129    1.0
outl_loglike[469]   4.38  3.6e-3   0.59   2.93   4.15   4.47   4.74   5.26  26926    1.0
outl_loglike[470]   3.27  1.7e-3   0.33   2.68   3.04   3.25   3.48   3.97  37786    1.0
outl_loglike[471]   4.65  2.0e-3   0.35   3.98   4.42   4.64   4.87   5.35  30637    1.0
outl_loglike[472]   4.61  2.0e-3   0.37   3.88   4.38   4.61   4.85   5.34  34474    1.0
outl_loglike[473]   4.33  4.7e-3   0.63   2.79    4.1   4.43    4.7   5.23  18096    1.0
outl_loglike[474]   3.27  1.7e-3   0.33   2.68   3.04   3.25   3.48   3.97  37786    1.0
outl_loglike[475]   3.94  6.1e-3    1.0   1.43    3.6   4.18   4.55   5.13  26652    1.0
outl_loglike[476]   4.58  1.9e-3   0.38   3.83   4.34   4.58   4.82   5.32  38664    1.0
outl_loglike[477]   4.46  2.0e-3   0.41    3.6   4.21   4.48   4.73   5.25  44621    1.0
outl_loglike[478]   4.51  1.9e-3   0.39   3.72   4.26   4.51   4.76   5.26  42204    1.0
outl_loglike[479]   4.48  3.2e-3   0.47   3.39   4.24   4.52   4.77   5.29  21356    1.0
outl_loglike[480]   4.28  2.5e-3   0.51   3.12   3.99   4.33   4.63   5.17  43695    1.0
outl_loglike[481]   3.01  4.9e-3   1.06   0.52   2.43   3.16   3.75   4.65  47425    1.0
outl_loglike[482]   4.61  2.0e-3   0.36    3.9   4.38   4.61   4.84   5.33  34240    1.0
outl_loglike[483]   4.67  1.8e-3   0.33   4.05   4.44   4.66   4.88   5.37  34921    1.0
outl_loglike[484]   4.33  4.7e-3   0.62   2.76    4.1   4.42    4.7   5.22  17286    1.0
outl_loglike[485]   3.97  5.0e-3   0.89   1.76    3.6   4.17   4.55   5.13  31342    1.0
outl_loglike[486]   4.42  3.5e-3   0.53   3.12   4.19   4.49   4.75   5.27  22980    1.0
outl_loglike[487]   4.12  3.2e-3   0.67   2.51   3.78   4.22   4.57   5.15  44381    1.0
outl_loglike[488]   4.35  3.5e-3   0.59   2.88    4.1   4.44   4.72   5.25  29015    1.0
outl_loglike[489]   4.17  2.5e-3   0.55   2.92   3.85   4.22   4.55   5.11  50213    1.0
outl_loglike[490]   4.21  4.5e-3   0.76   2.28   3.93   4.37   4.68   5.22  29134    1.0
outl_loglike[491]   3.88  8.3e-3   1.16   1.07   3.57   4.17   4.54   5.13  19635    1.0
outl_loglike[492]   4.26  3.1e-3   0.58   2.88   3.96   4.34   4.64   5.18  36065    1.0
outl_loglike[493]   4.39  3.8e-3   0.57   3.01   4.16   4.47   4.73   5.25  22118    1.0
outl_loglike[494]   4.46  3.5e-3   0.51   3.25   4.23   4.52   4.78   5.29  21641    1.0
outl_loglike[495]   4.32  4.7e-3   0.64   2.73   4.09   4.42    4.7   5.23  18594    1.0
outl_loglike[496]   2.04  4.0e-3   0.94  -0.05   1.46   2.12    2.7   3.67  56744    1.0
outl_loglike[497]   4.65  1.8e-3   0.35   3.99   4.42   4.64   4.87   5.36  35039    1.0
outl_loglike[498]   4.24  2.3e-3   0.49   3.19   3.94   4.27   4.56   5.12  46879    1.0
outl_loglike[499]   4.62  1.8e-3   0.34   3.98   4.39   4.61   4.84   5.32  34080    1.0
outl_loglike[500]   4.22  4.9e-3   0.79   2.32   3.97   4.38   4.68   5.22  26223    1.0
outl_loglike[501]   4.48  3.2e-3   0.46   3.42   4.25   4.51   4.77   5.28  21311    1.0
outl_loglike[502]    3.6  2.9e-3   0.69   2.08   3.19   3.66   4.08   4.77  56734    1.0
outl_loglike[503]   4.37  3.7e-3   0.58   2.93   4.13   4.46   4.73   5.26  25229    1.0
outl_loglike[504]   4.47  2.5e-3   0.46   3.41   4.23   4.51   4.77   5.28  33924    1.0
outl_loglike[505]    2.5  3.6e-3   0.85   0.62   1.98   2.57   3.09   3.96  57185    1.0
outl_loglike[506]   4.42  3.8e-3   0.55   3.09   4.18   4.49   4.75   5.27  20432    1.0
outl_loglike[507]   4.58  2.4e-3   0.39   3.77   4.35   4.59   4.83   5.32  26859    1.0
outl_loglike[508]   4.25  5.1e-3   0.68   2.59   4.01   4.36   4.64   5.17  17653    1.0
outl_loglike[509]   4.61  2.2e-3   0.37   3.88   4.38   4.61   4.85   5.34  27119    1.0
outl_loglike[510]   4.22  5.3e-3    0.8   2.22   3.98   4.39   4.68   5.23  23159    1.0
outl_loglike[511]   4.53  2.7e-3   0.43   3.58    4.3   4.55    4.8   5.31  25098    1.0
outl_loglike[512]   4.64  2.0e-3   0.35   3.98   4.41   4.63   4.87   5.35  30192    1.0
outl_loglike[513]    4.5  2.1e-3   0.42   3.59   4.25   4.51   4.77   5.28  40314    1.0
